No.,장소명,지역명,점포명,카테고리,주소,카테고리,,
294,청계천,중구,덕수궁중명전,국가유산,서울 중구 정동,문화유적,,
295,청계천,중구,환구단정문,기념물,서울 중구 소공동,문화유적,,
296,청계천,중구,황궁우,국가유산,서울 중구 소공동,문화유적,,
297,청계천,중구,구러시아공사관,국가유산,서울 중구 정동,문화유적,,
298,청계천,중구,와룡묘,"릉,묘,총",서울 중구 예장동,문화유적,,
299,청계천,중구,덕수궁선원전터,국가유산,서울 중구 정동,문화유적,,
300,청계천,중구,이간수문,성곽문,서울 중구 신당동,문화유적,,
301,청계천,중구,3.1독립운동기념터,"유적지,사적지",서울 중구 봉래동2가,문화유적,,
302,청계천,중구,환구단본단터,"유적지,사적지",서울 중구 소공동,문화유적,,
303,청계천,중구,경운궁양이재,국가유산,서울 중구 정동,문화유적,,
304,청계천,중구,경운궁중명전,"유적지,사적지",서울 중구 정동,문화유적,,
305,청계천,중구,옛제일은행본점,국가유산,서울 중구 충무로1가,문화유적,,
306,청계천,중구,덕수궁광명문,기념물,서울 중구 정동,문화유적,,
307,청계천,중구,수표교,국가유산,서울 중구 장충동2가,문화유적,,
308,청계천,중구,회화나무,국가유산,서울 중구 정동,문화유적,,
309,청계천,중구,강우규의사 항일의거 터,기념물,서울 중구 봉래동2가,문화유적,,
310,청계천,중구,해풍부원군윤택영댁재실,"문화,유적",서울 중구 필동2가,문화유적,,
311,청계천,중구,육영공원터,국가유산,서울 중구 서소문동,문화유적,,
312,청계천,중구,장충단터,"유적지,사적지",서울 중구 장충동2가,문화유적,,
313,청계천,중구,한국은행 화폐박물관,박물관,서울 중구 남대문로3가,아이와함께,,
314,청계천,중구,서소문성지역사박물관,박물관,서울 중구 의주로2가,아이와함께,,
315,청계천,중구,종이나라박물관,박물관,서울 중구 장충동1가,아이와함께,,
316,청계천,중구,우표박물관,박물관,서울 중구 충무로1가,아이와함께,,
317,청계천,중구,농업박물관,박물관,서울 중구 충정로1가,아이와함께,,
318,청계천,중구,배재학당역사박물관,박물관,서울 중구 정동,아이와함께,,
319,청계천,중구,국토발전전시관,박물관,서울 중구 정동,아이와함께,,
320,청계천,중구,서울특별시교육청융합과학교육원 남산분원,과학관,서울 중구 회현동1가,아이와함께,,
321,청계천,중구,한국금융사박물관,박물관,서울 중구 태평로1가,아이와함께,,
322,청계천,중구,한양도성유적전시관,박물관,서울 중구 회현동1가,아이와함께,,
323,청계천,중구,구세군역사박물관,박물관,서울 중구 정동,아이와함께,,
324,청계천,중구,천주교서울대교구역사관,박물관,서울 중구 명동2가,아이와함께,,
325,청계천,중구,덕수궁석조전대한제국역사관,박물관,서울 중구 정동,아이와함께,,
326,청계천,중구,이화박물관,박물관,서울 중구 정동,아이와함께,,
327,청계천,중구,우리1899,박물관,서울 중구 회현동1가,아이와함께,,
328,청계천,중구,런닷 동대문,"관람,체험",서울 중구 을지로6가,아이와함께,,
329,청계천,중구,동국대학교서울캠퍼스박물관,박물관,서울 중구 필동3가,아이와함께,,
330,청계천,중구,문구Art박물관,박물관,서울 중구 남대문로4가,아이와함께,,
331,청계천,중구,롯데호텔 서울박물관,박물관,서울 중구 소공동,아이와함께,,
332,청계천,중구,앰배서더박물관 의종관,박물관,서울 중구 장충동2가,아이와함께,,
333,청계천,중구,더 블루타이거 신세계백화점 본점,"키즈카페,실내놀이터",서울 중구 회현동1가,아이와함께,,
334,청계천,중구,디키디키,"키즈카페,실내놀이터",서울 중구 을지로7가,아이와함께,,
335,청계천,중구,서울도서관,도서관,서울 중구 태평로1가,아이와함께,,
336,청계천,중구,손기정문화도서관,도서관,서울 중구 만리동2가,아이와함께,,
337,청계천,중구,가온도서관,도서관,서울 중구 신당동,아이와함께,,
338,청계천,중구,다산성곽도서관,도서관,서울 중구 신당동,아이와함께,,
339,청계천,중구,서울형키즈카페 장충점,"키즈카페,실내놀이터",서울 중구 장충동1가,아이와함께,,
340,청계천,중구,어울림도서관,도서관,서울 중구 신당동,아이와함께,,
341,청계천,중구,손기정어린이도서관,어린이도서관,서울 중구 만리동2가,아이와함께,,
342,청계천,중구,서울형키즈카페 신당점,"키즈카페,실내놀이터",서울 중구 신당동,아이와함께,,
343,청계천,중구,신당누리도서관,도서관,서울 중구 신당동,아이와함께,,
344,청계천,중구,동국대학교 중앙도서관,도서관,서울 중구 필동3가,아이와함께,,
345,청계천,중구,장충동작은도서관,도서관,서울 중구 장충동2가,아이와함께,,
346,청계천,중구,키즈카페 몽슈슈,"키즈카페,실내놀이터",서울 중구 신당동,아이와함께,,
347,청계천,중구,남산타운문화체육센터 어린이도서관,어린이도서관,서울 중구 신당동,아이와함께,,
348,청계천,중구,서울특별시의회전문도서관,도서관,서울 중구 서소문동,아이와함께,,
349,청계천,중구,서울형키즈카페 노리몽땅 을지로점,"키즈카페,실내놀이터",서울 중구 주교동,아이와함께,,
350,청계천,중구,반얀트리 키즈클럽,"키즈카페,실내놀이터",서울 중구 장충동2가,아이와함께,,
351,청계천,중구,서울스마트도서관,도서관,서울 중구 정동,아이와함께,,
352,청계천,중구,서울시립미술관 도서자료실,도서관,서울 중구 서소문동,아이와함께,,
353,청계천,중구,중구청 작은도서관,도서관,서울 중구 예관동,아이와함께,,
354,청계천,중구,회현동 작은도서관,도서관,서울 중구 회현동1가,아이와함께,,
355,청계천,중구,광희동 작은도서관,도서관,서울 중구 광희동1가,아이와함께,,
356,청계천,중구,나선도서관,도서관,서울 중구 인현동1가,아이와함께,,
357,청계천,중구,동대문역사문화공원,"도시,테마공원",서울 중구 신당동,피크닉,,
358,청계천,중구,남산공원,"도시,테마공원",서울 중구 예장동,피크닉,,
359,청계천,중구,손기정체육공원,"도시,테마공원",서울 중구 만리동2가,피크닉,,
360,청계천,중구,서소문역사공원,근린공원,서울 중구 의주로2가,피크닉,,
361,청계천,중구,남산예장공원,근린공원,서울 중구 주자동,피크닉,,
362,청계천,중구,훈련원공원,"도시,테마공원",서울 중구 을지로5가,피크닉,,
363,청계천,중구,장충단공원,"도시,테마공원",서울 중구 장충동2가,피크닉,,
364,청계천,중구,매봉산공원,"도시,테마공원",서울 중구 신당동,피크닉,,
365,청계천,중구,남산자락숲길,산책로,서울 중구 신당동,피크닉,,
366,청계천,중구,청계천한빛공원,근린공원,서울 중구 삼각동,피크닉,,
367,청계천,중구,백범광장공원,자연공원,서울 중구 회현동1가,피크닉,,
368,청계천,중구,남산공원호현당,"도시,테마공원",서울 중구 회현동1가,피크닉,,
369,청계천,중구,묵정어린이공원,근린공원,서울 중구 충무로5가,피크닉,,
370,청계천,중구,고종의길,"도시,테마공원",서울 중구 정동,피크닉,,
371,청계천,중구,남산골공원,테마공원,서울 중구 필동2가,피크닉,,
372,청계천,중구,아펜젤러기념공원,근린공원,서울 중구 정동,피크닉,,
373,청계천,중구,서울신라호텔야외조각공원,근린공원,서울 중구 장충동2가,피크닉,,
374,청계천,중구,명동문화공원,"도시,테마공원",서울 중구 저동1가,피크닉,,
375,청계천,중구,쌈지공원,근린공원,서울 중구 신당동,피크닉,,
376,청계천,중구,일본군 위안부 기억의터,테마공원,서울 중구 예장동,피크닉,,
377,청계천,중구,다산어린이공원,공원,서울 중구 신당동,피크닉,,
378,인천국제공항,중구(인천),선녀바위해수욕장,"해수욕장,해변",인천 중구 을왕동,자연명소,,
379,인천국제공항,중구(인천),영종도,섬,인천 중구 운남동,자연명소,,
380,인천국제공항,중구(인천),을왕리해수욕장,"해수욕장,해변",인천 중구 을왕동,자연명소,,
381,인천국제공항,중구(인천),월미도,섬,인천 중구 북성동1가,자연명소,,
382,인천국제공항,중구(인천),백운산,산,인천 중구 운남동,자연명소,,
383,인천국제공항,중구(인천),하나개해수욕장,"해수욕장,해변",인천 중구 무의동,자연명소,,
384,인천국제공항,중구(인천),왕산해수욕장,"해수욕장,해변",인천 중구 을왕동,자연명소,,
385,인천국제공항,중구(인천),영종도 마시안 해변,"해수욕장,해변",인천 중구 덕교동,자연명소,,
386,인천국제공항,중구(인천),거잠포선착장,항구,인천 중구 운서동,자연명소,,
387,인천국제공항,중구(인천),구읍포구,항구,인천 중구 영종동,자연명소,,
388,인천국제공항,중구(인천),소무의도,섬,인천 중구 무의동,자연명소,,
389,인천국제공항,중구(인천),거잠포해변,"해수욕장,해변",인천 중구 덕교동,자연명소,,
390,인천국제공항,중구(인천),무의도,섬,인천 중구 무의동,자연명소,,
391,인천국제공항,중구(인천),북성포구,항구,인천 중구 북성동1가,자연명소,,
392,인천국제공항,중구(인천),선녀바위,바위,인천 중구 을왕동,자연명소,,
393,인천국제공항,중구(인천),실미도해수욕장,"해수욕장,해변",인천 중구 무의동,자연명소,,
394,인천국제공항,중구(인천),월미산,산,인천 중구 북성동1가,자연명소,,
395,인천국제공항,중구(인천),호룡곡산,산,인천 중구 무의동,자연명소,,
396,인천국제공항,중구(인천),팔미도,섬,인천 중구 무의동,자연명소,,
397,인천국제공항,중구(인천),잠진도,섬,인천 중구 을왕동,자연명소,,
398,인천국제공항,중구(인천),실미도,섬,인천 중구 무의동,자연명소,,
399,인천국제공항,중구(인천),세계평화의숲,"숲,숲길",인천 중구 운서동,자연명소,,
400,인천국제공항,중구(인천),몽여해변,"해수욕장,해변",인천 중구 무의동,자연명소,,
401,인천국제공항,중구(인천),용유도,섬,인천 중구 을왕동,자연명소,,
402,인천국제공항,중구(인천),명사의해변,"해수욕장,해변",인천 중구 무의동,자연명소,,
403,인천국제공항,중구(인천),백련산,산,인천 중구 운서동,자연명소,,
404,인천국제공항,중구(인천),오성산,산,인천 중구 남북동,자연명소,,
405,인천국제공항,중구(인천),거북바위,바위,인천 중구 을왕동,자연명소,,
406,인천국제공항,중구(인천),국사봉,"봉우리,고지",인천 중구 무의동,자연명소,,
407,인천국제공항,중구(인천),매도랑,섬,인천 중구 덕교동,자연명소,,
408,인천국제공항,중구(인천),사렴도,섬,인천 중구 무의동,자연명소,,
409,인천국제공항,중구(인천),거북바위,바위,인천 중구 을왕동,자연명소,,
410,인천국제공항,중구(인천),국사봉,"봉우리,고지",인천 중구 무의동,자연명소,,
411,인천국제공항,중구(인천),매도랑,섬,인천 중구 덕교동,자연명소,,
412,인천국제공항,중구(인천),사렴도,섬,인천 중구 무의동,자연명소,,
413,인천국제공항,중구(인천),용유하늘전망대,전망대,인천 중구 덕교동,체험관광,,
414,인천국제공항,중구(인천),차이나타운,체험마을,인천 중구 북성동2가,체험관광,,
415,인천국제공항,중구(인천),인천공항 전망대,전망대,인천 중구 남북동,체험관광,,
416,인천국제공항,중구(인천),송월동동화마을,문화거리,인천 중구 송월동3가,체험관광,,
417,인천국제공항,중구(인천),인천대교,지역명소,인천 중구 운남동,체험관광,,
418,인천국제공항,중구(인천),월미도해양관광,"유람선,관광선",인천 중구 북성동1가,체험관광,,
419,인천국제공항,중구(인천),동인천삼치거리,먹자거리,인천 중구 전동,체험관광,,
420,인천국제공항,중구(인천),무의도 해상관광탐방로,"여행,명소",인천 중구 무의동,체험관광,,
421,인천국제공항,중구(인천),일본풍거리,문화거리,인천 중구 관동1가,체험관광,,
422,인천국제공항,중구(인천),월미문화의거리,"공연,문화의거리",인천 중구 북성동1가,체험관광,,
423,인천국제공항,중구(인천),팔미도유람선,"유람선,관광선",인천 중구 항동7가,체험관광,,
424,인천국제공항,중구(인천),파라다이스시티 스튜디오파라다이스,촬영장소,인천 중구 운서동,체험관광,,
425,인천국제공항,중구(인천),밴댕이회무침거리,먹자거리,인천 중구 항동7가,체험관광,,
426,인천국제공항,중구(인천),마시안어촌체험휴양마을,체험마을,인천 중구 덕교동,체험관광,,
427,인천국제공항,중구(인천),은골카페거리,"거리,골목",인천 중구 운서동,체험관광,,
428,인천국제공항,중구(인천),석산곶,지역명소,인천 중구 운서동,체험관광,,
429,인천국제공항,중구(인천),포내 어촌체험마을,체험마을,인천 중구 무의동,체험관광,,
430,인천국제공항,중구(인천),삼국지벽화거리,문화거리,인천 중구 선린동,체험관광,,
431,인천국제공항,중구(인천),상트페테르부르크광장,광장,인천 중구 항동7가,체험관광,,
432,인천국제공항,중구(인천),하늘정원전망대,전망대,인천 중구 운서동,체험관광,,
433,인천국제공항,중구(인천),월미공원월미전망대,전망대,인천 중구 북성동1가,체험관광,,
434,인천국제공항,중구(인천),어메이징캠프 인천영종도점,체험여행,인천 중구 운북동,체험관광,,
435,인천국제공항,중구(인천),포내 갯벌체험장,체험여행,인천 중구 무의동,체험관광,,
436,인천국제공항,중구(인천),마시안마을,체험마을,인천 중구 덕교동,체험관광,,
437,인천국제공항,중구(인천),인천항역무선방파제등대,등대,인천 중구 항동7가,체험관광,,
438,인천국제공항,중구(인천),드라마[천국의계단]촬영지,촬영장소,인천 중구 무의동,체험관광,,
439,인천국제공항,중구(인천),큰무리 어촌체험마을,체험마을,인천 중구 무의동,체험관광,,
440,인천국제공항,중구(인천),초한지 벽화거리,"거리,골목",인천 중구 북성동3가,체험관광,,
441,인천국제공항,중구(인천),천주교답동성바오로교회,천주교,인천 중구 답동,체험관광,,
442,인천국제공항,중구(인천),용궁사,"절,사찰",인천 중구 운남동,체험관광,,
443,인천국제공항,중구(인천),천주교영종성당,천주교,인천 중구 중산동,체험관광,,
444,인천국제공항,중구(인천),용엄사,"절,사찰",인천 중구 덕교동,체험관광,,
445,인천국제공항,중구(인천),백운사,"절,사찰",인천 중구 운남동,체험관광,,
446,인천국제공항,중구(인천),용유성당,천주교,인천 중구 남북동,체험관광,,
447,인천국제공항,중구(인천),해광사,"절,사찰",인천 중구 신흥동1가,체험관광,,
448,인천국제공항,중구(인천),의선당,"절,사찰",인천 중구 북성동2가,체험관광,,
449,인천국제공항,중구(인천),구 제물포구락부,국가유산,인천 중구 송학동1가,문화유적,,
450,인천국제공항,중구(인천),홍예문,기념물,인천 중구 송학동3가,문화유적,,
451,인천국제공항,중구(인천),구 인천우체국,국가유산,인천 중구 항동6가,문화유적,,
452,인천국제공항,중구(인천),신흥동 옛 시장관사,국가유산,인천 중구 신흥동1가,문화유적,,
453,인천국제공항,중구(인천),자유공원맥아더장군동상,기념물,인천 중구 송학동1가,문화유적,,
454,인천국제공항,중구(인천),용동큰우물,"문화,유적",인천 중구 인현동,문화유적,,
455,인천국제공항,중구(인천),인천상륙작전상륙지점(녹색해안),기념물,인천 중구 북성동1가,문화유적,,
456,인천국제공항,중구(인천),팔미도등대,국가유산,인천 중구 무의동,문화유적,,
457,인천국제공항,중구(인천),청일조계지 경계계단,국가유산,인천 중구 선린동,문화유적,,
458,인천국제공항,중구(인천),조병수 가옥,"문화,유적",인천 중구 남북동,문화유적,,
459,인천국제공항,중구(인천),제3패루 선린문,기념물,인천 중구 북성동3가,문화유적,,
460,인천국제공항,중구(인천),긴담모퉁이길,"문화,유적",인천 중구 답동,문화유적,,
461,인천국제공항,중구(인천),인천일본제18은행,국가유산,인천 중구 중앙동2가,문화유적,,
462,인천국제공항,중구(인천),인천전환국터,국가유산,인천 중구 전동,문화유적,,
463,인천국제공항,중구(인천),월미바다열차,모노레일,인천 중구 북성동1가,문화/액티비티,,
464,인천국제공항,중구(인천),드림닥터 의사직업체험 인천점,"레저,테마",인천 중구 북성동1가,문화/액티비티,,
465,인천국제공항,중구(인천),용유역 자기부상철도,모노레일,인천 중구 운서동,문화/액티비티,,
466,인천국제공항,중구(인천),영종씨사이드 레일바이크,레일바이크,인천 중구 중산동,문화/액티비티,,
467,인천국제공항,중구(인천),월미바다역,모노레일,인천 중구 북성동1가,문화/액티비티,,
468,인천국제공항,중구(인천),인천공항1터미널역 자기부상철도,모노레일,인천 중구 운서동,문화/액티비티,,
469,인천국제공항,중구(인천),월미공원역,모노레일,인천 중구 북성동1가,문화/액티비티,,
470,인천국제공항,중구(인천),월미문화의거리역,모노레일,인천 중구 북성동1가,문화/액티비티,,
471,인천국제공항,중구(인천),파라다이스시티역 자기부상철도,모노레일,인천 중구 운서동,문화/액티비티,,
472,인천국제공항,중구(인천),인천배낚시 국제유선,배낚시,인천 중구 항동7가,문화/액티비티,,
473,인천국제공항,중구(인천),은아낚시,배낚시,인천 중구 항동7가,문화/액티비티,,
474,인천국제공항,중구(인천),인천제일바다낚시,배낚시,인천 중구 항동7가,문화/액티비티,,
475,인천국제공항,중구(인천),인천유선 반가워호,배낚시,인천 중구 항동7가,문화/액티비티,,
476,인천국제공항,중구(인천),덕적호,배낚시,인천 중구 항동7가,문화/액티비티,,
477,인천국제공항,중구(인천),인천배낚시 킹콩낚시,배낚시,인천 중구 항동7가,문화/액티비티,,
478,인천국제공항,중구(인천),인천배낚시 광복낚시,배낚시,인천 중구 항동7가,문화/액티비티,,
479,인천국제공항,중구(인천),왕산마리나,요트,인천 중구 을왕동,문화/액티비티,,
480,인천국제공항,중구(인천),배낚시 수양호,배낚시,인천 중구 항동7가,문화/액티비티,,
481,인천국제공항,중구(인천),루키나호,배낚시,인천 중구 항동7가,문화/액티비티,,
482,인천국제공항,중구(인천),배낚시 해광유선,배낚시,인천 중구 항동7가,문화/액티비티,,
483,인천국제공항,중구(인천),인천현대배낚시,배낚시,인천 중구 항동7가,문화/액티비티,,
484,인천국제공항,중구(인천),덕적바다낚시,배낚시,인천 중구 항동7가,문화/액티비티,,
485,인천국제공항,중구(인천),인천 칸피싱,배낚시,인천 중구 항동7가,문화/액티비티,,
486,인천국제공항,중구(인천),현대요트 인천지점,요트,인천 중구 을왕동,문화/액티비티,,
487,인천국제공항,중구(인천),신나라유선,배낚시,인천 중구 항동7가,문화/액티비티,,
488,인천국제공항,중구(인천),해성유선,배낚시,인천 중구 항동7가,문화/액티비티,,
489,인천국제공항,중구(인천),낚시배등대호,배낚시,인천 중구 무의동,문화/액티비티,,
490,인천국제공항,중구(인천),레이요트,요트,인천 중구 을왕동,문화/액티비티,,
491,인천국제공항,중구(인천),해피호,배낚시,인천 중구 항동7가,문화/액티비티,,
492,인천국제공항,중구(인천),원더박스,테마파크,인천 중구 운서동,아이와함께,,
493,인천국제공항,중구(인천),국립인천해양박물관,박물관,인천 중구 북성동1가,아이와함께,,
494,인천국제공항,중구(인천),와일드벅스 곤충탐험대,박물관,인천 중구 북성동1가,아이와함께,,
495,인천국제공항,중구(인천),르 스페이스,테마파크,인천 중구 운서동,아이와함께,,
496,인천국제공항,중구(인천),월미비치랜드,테마파크,인천 중구 북성동1가,아이와함께,,
497,인천국제공항,중구(인천),월미짱랜드&짱오락실,테마파크,인천 중구 북성동1가,아이와함께,,
498,인천국제공항,중구(인천),K-컬처 뮤지엄,"관람,체험",인천 중구 운서동,아이와함께,,
499,인천국제공항,중구(인천),한국이민사박물관,박물관,인천 중구 북성동1가,아이와함께,,
500,인천국제공항,중구(인천),마이랜드,테마파크,인천 중구 북성동1가,아이와함께,,
501,인천국제공항,중구(인천),짜장면박물관,박물관,인천 중구 선린동,아이와함께,,
502,인천국제공항,중구(인천),인천학생과학관,과학관,인천 중구 운서동,아이와함께,,
503,인천국제공항,중구(인천),한국근대문학관,박물관,인천 중구 해안동2가,아이와함께,,
504,인천국제공항,중구(인천),영종역사관,박물관,인천 중구 중산동,아이와함께,,
505,인천국제공항,중구(인천),인스파이어 디스커버리 파크,테마파크,인천 중구 운서동,아이와함께,,
506,인천국제공항,중구(인천),인천개항박물관,박물관,인천 중구 중앙동1가,아이와함께,,
507,인천국제공항,중구(인천),마시안자율관리공동체,"관람,체험",인천 중구 덕교동,아이와함께,,
508,인천국제공항,중구(인천),누들플랫폼,"관람,체험",인천 중구 관동2가,아이와함께,,
509,인천국제공항,중구(인천),재미난박물관,박물관,인천 중구 중앙동1가,아이와함께,,
510,인천국제공항,중구(인천),어메이징캠프 인천영종도점,체험여행,인천 중구 운북동,아이와함께,,
511,인천국제공항,중구(인천),한국문화박물관 인천국제공항탑승동A점,박물관,인천 중구 운서동,아이와함께,,
512,인천국제공항,중구(인천),포내 갯벌체험장,체험여행,인천 중구 무의동,아이와함께,,
513,인천국제공항,중구(인천),인천광역시교육청 독도체험관,"관람,체험",인천 중구 인현동,아이와함께,,
514,인천국제공항,중구(인천),소무의도 스토리움,박물관,인천 중구 무의동,아이와함께,,
515,인천국제공항,중구(인천),안골유수지연꽃단지,"관람,체험",인천 중구 운서동,아이와함께,,
516,인천국제공항,중구(인천),종아트박물관,박물관,인천 중구 선린동,아이와함께,,
517,인천국제공항,중구(인천),작은연못,동물카페,인천 중구 중산동,아이와함께,,
518,인천국제공항,중구(인천),뽀로로앤타요테마파크 월미도점,"키즈카페,실내놀이터",인천 중구 북성동1가,아이와함께,,
519,인천국제공항,중구(인천),월드킹 인천중구점,"키즈카페,실내놀이터",인천 중구 중산동,아이와함께,,
520,인천국제공항,중구(인천),바운스 더퍼스트 인스파이어리조트센터,"스포츠,오락",인천 중구 운서동,아이와함께,,
521,인천국제공항,중구(인천),실미도유원지,유원지,인천 중구 무의동,피크닉,,
522,인천국제공항,중구(인천),씨사이드파크,"도시,테마공원",인천 중구 중산동,피크닉,,
523,인천국제공항,중구(인천),국립무의도자연휴양림,"휴양림,산림욕장",인천 중구 무의동,피크닉,,
524,인천국제공항,중구(인천),자유공원,근린공원,인천 중구 송학동1가,피크닉,,
525,인천국제공항,중구(인천),씨사이드파크,근린공원,인천 중구 운남동,피크닉,,
526,인천국제공항,중구(인천),월미공원,자연공원,인천 중구 북성동1가,피크닉,,
527,인천국제공항,중구(인천),하늘정원,근린공원,인천 중구 운서동,피크닉,,
528,인천국제공항,중구(인천),미단씨티3호근린공원,근린공원,인천 중구 운북동,피크닉,,
529,인천국제공항,중구(인천),1883개항광장,"도시,테마공원",인천 중구 북성동1가,피크닉,,
530,인천국제공항,중구(인천),어린이교통공원,"도시,테마공원",인천 중구 운남동,피크닉,,
531,인천국제공항,중구(인천),미단씨티4호근린공원,근린공원,인천 중구 운북동,피크닉,,
532,인천국제공항,중구(인천),씨사이드파크 영종진 구역,근린공원,인천 중구 중산동,피크닉,,
533,인천국제공항,중구(인천),영종하늘도시26호소공원,"도시,테마공원",인천 중구 중산동,피크닉,,
534,인천국제공항,중구(인천),남항근린공원,근린공원,인천 중구 신흥동3가,피크닉,,
535,인천국제공항,중구(인천),영마루공원,근린공원,인천 중구 운서동,피크닉,,
536,인천국제공항,중구(인천),송산공원,근린공원,인천 중구 중산동,피크닉,,
537,인천국제공항,중구(인천),영종하늘도시12호근린공원,근린공원,인천 중구 운남동,피크닉,,
538,인천국제공항,중구(인천),씨사이드파크 해수족욕장 & 맨발로,테마공원,인천 중구 운남동,피크닉,,
539,인천국제공항,중구(인천),인천세관역사공원,근린공원,인천 중구 항동7가,피크닉,,
540,인천국제공항,중구(인천),미단씨티5호근린공원,근린공원,인천 중구 운북동,피크닉,,
541,인천국제공항,중구(인천),송산공원,근린공원,인천 중구 운남동,피크닉,,
542,인천국제공항,중구(인천),박석공원,자연공원,인천 중구 중산동,피크닉,,
543,인천국제공항,중구(인천),미단씨티10호근린공원,근린공원,인천 중구 운북동,피크닉,,
544,인천국제공항,중구(인천),영종하늘도시2호체육공원,"도시,테마공원",인천 중구 중산동,피크닉,,
545,인천국제공항,중구(인천),선사공원,근린공원,인천 중구 중산동,피크닉,,
546,인천국제공항,중구(인천),영종하늘도시22호근린공원,근린공원,인천 중구 중산동,피크닉,,
547,인천국제공항,중구(인천),초롱공원,근린공원,인천 중구 운서동,피크닉,,
548,인천국제공항,중구(인천),BMW드라이빙센터친환경체육공원,"도시,테마공원",인천 중구 운서동,피크닉,,
549,인천국제공항,중구(인천),영종하늘도시8호근린공원,근린공원,인천 중구 운남동,피크닉,,
550,송도해수욕장,서구(부산),송도용궁구름다리,지역명소,부산 서구 암남동,체험관광,,
551,송도해수욕장,서구(부산),송도해상케이블카,케이블카,부산 서구 암남동,체험관광,,
552,송도해수욕장,서구(부산),닥밭골벽화마을,"공연,문화의거리",부산 서구 동대신동2가,체험관광,,
553,송도해수욕장,서구(부산),송도해상케이블카송도스카이파크,케이블카,부산 서구 암남동,체험관광,,
554,송도해수욕장,서구(부산),천마산하늘전망대,전망대,부산 서구 초장동,체험관광,,
555,송도해수욕장,서구(부산),비석문화마을,체험마을,부산 서구 아미동2가,체험관광,,
556,송도해수욕장,서구(부산),부산항전망대,전망대,부산 서구 남부민동,체험관광,,
557,송도해수욕장,서구(부산),내원정사,"절,사찰",부산 서구 서대신동3가,체험관광,,
558,송도해수욕장,서구(부산),천마산 복합전망대,전망대,부산 서구 남부민동,체험관광,,
559,송도해수욕장,서구(부산),누리바라기,전망대,부산 서구 남부민동,체험관광,,
560,송도해수욕장,서구(부산),대한민국임시수도기념거리,"거리,골목",부산 서구 부민동2가,체험관광,,
561,송도해수욕장,서구(부산),송도거북섬등표,등대,부산 서구 암남동,체험관광,,
562,송도해수욕장,서구(부산),송도어항방파제서단등대,등대,부산 서구 암남동,체험관광,,
563,송도해수욕장,서구(부산),대원사,"절,사찰",부산 서구 남부민동,체험관광,,
564,송도해수욕장,서구(부산),정법사,"절,사찰",부산 서구 서대신동3가,체험관광,,
565,송도해수욕장,서구(부산),아미산대성사,"절,사찰",부산 서구 아미동2가,체험관광,,
566,송도해수욕장,서구(부산),동아대학교 석당박물관,박물관,부산 서구 부민동2가,아이와함께,,
567,송도해수욕장,서구(부산),엄광산 유아숲체험원,"관람,체험",부산 서구 서대신동3가,아이와함께,,
568,송도해수욕장,서구(부산),비석마을 피란생활박물관,박물관,부산 서구 아미동2가,아이와함께,,
569,송도해수욕장,서구(부산),하하하 드로잉,"키즈카페,실내놀이터",부산 서구 암남동,아이와함께,,
570,송도해수욕장,서구(부산),서구아미드림도서관,군구립도서관,부산 서구 아미동2가,아이와함께,,
571,송도해수욕장,서구(부산),구덕도서관,도서관,부산 서구 서대신동3가,아이와함께,,
572,송도해수욕장,서구(부산),본아뜨리에 드로잉카페,"키즈카페,실내놀이터",부산 서구 서대신동3가,아이와함께,,
573,송도해수욕장,서구(부산),부산광역시 아동보호종합센터 꿈누리도서실,도서관,부산 서구 아미동2가,아이와함께,,
574,송도해수욕장,서구(부산),천마니 작은도서관,도서관,부산 서구 아미동2가,아이와함께,,
575,송도해수욕장,서구(부산),꽃마루어린이 작은도서관,도서관,부산 서구 서대신동3가,아이와함께,,
576,"경복궁, 세종문화회관",종로구,청계천,"강,하천",서울 종로구 창신동,자연명소,,
577,"경복궁, 세종문화회관",종로구,인왕산,산,서울 종로구 무악동,자연명소,,
578,"경복궁, 세종문화회관",종로구,북악산,산,서울 종로구 부암동,자연명소,,
579,"경복궁, 세종문화회관",종로구,선바위,바위,서울 종로구 무악동,자연명소,,
580,"경복궁, 세종문화회관",종로구,수성동계곡,계곡,서울 종로구 옥인동,자연명소,,
581,"경복궁, 세종문화회관",종로구,낙산,산,서울 종로구 창신동,자연명소,,
582,"경복궁, 세종문화회관",종로구,백사실계곡,계곡,서울 종로구 부암동,자연명소,,
583,"경복궁, 세종문화회관",종로구,무무대,바위,서울 종로구 옥인동,자연명소,,
584,"경복궁, 세종문화회관",종로구,청운대,산,서울 종로구 부암동,자연명소,,
585,"경복궁, 세종문화회관",종로구,유심사,자연명소,서울 종로구 계동,자연명소,,
586,"경복궁, 세종문화회관",종로구,북한산국립공원형제봉,"봉우리,고지",서울 종로구 평창동,자연명소,,
587,"경복궁, 세종문화회관",종로구,북한산향로봉,"봉우리,고지",서울 종로구 구기동,자연명소,,
588,"경복궁, 세종문화회관",종로구,범바위,바위,서울 종로구 누상동,자연명소,,
589,"경복궁, 세종문화회관",종로구,기차바위,바위,서울 종로구 부암동,자연명소,,
590,"경복궁, 세종문화회관",종로구,사모바위,바위,서울 종로구 구기동,자연명소,,
591,"경복궁, 세종문화회관",종로구,비봉능선,능선명,서울 종로구 구기동,자연명소,,
592,"경복궁, 세종문화회관",종로구,제이닷트리 크리스마스 팝업,지역명소,서울 종로구 행촌동,체험관광,,
