No.,장소명,지역명,점포명,카테고리,주소,카테고리,,
593,"경복궁, 세종문화회관",종로구,광화문광장,광장,서울 종로구 세종로,체험관광,,
594,"경복궁, 세종문화회관",종로구,북촌 한옥마을,지역명소,서울 종로구 계동,체험관광,,
595,"경복궁, 세종문화회관",종로구,대학로,"거리,골목",서울 종로구 동숭동,체험관광,,
596,"경복궁, 세종문화회관",종로구,인사동문화의거리,문화거리,서울 종로구 인사동,체험관광,,
597,"경복궁, 세종문화회관",종로구,종로귀금속거리,"거리,골목",서울 종로구 봉익동,체험관광,,
598,"경복궁, 세종문화회관",종로구,동대문닭한마리골목,먹자거리,서울 종로구 종로5가,체험관광,,
599,"경복궁, 세종문화회관",종로구,열린송현 녹지광장,광장,서울 종로구 송현동,체험관광,,
600,"경복궁, 세종문화회관",종로구,금선사 템플스테이,템플스테이,서울 종로구 구기동,체험관광,,
601,"경복궁, 세종문화회관",종로구,북악스카이웨이,드라이브,서울 종로구 평창동,체험관광,,
602,"경복궁, 세종문화회관",종로구,종각젊음의거리,"거리,골목",서울 종로구 관철동,체험관광,,
603,"경복궁, 세종문화회관",종로구,서촌마을,"거리,골목",서울 종로구 누하동,체험관광,,
604,"경복궁, 세종문화회관",종로구,이화마을,체험마을,서울 종로구 동숭동,체험관광,,
605,"경복궁, 세종문화회관",종로구,종묘시민광장,광장,서울 종로구 훈정동,체험관광,,
606,"경복궁, 세종문화회관",종로구,청계천수족관거리,"거리,골목",서울 종로구 창신동,체험관광,,
607,"경복궁, 세종문화회관",종로구,세종마을음식문화거리,먹자거리,서울 종로구 체부동,체험관광,,
608,"경복궁, 세종문화회관",종로구,채석장전망대 카페낙타,전망대,서울 종로구 창신동,체험관광,,
609,"경복궁, 세종문화회관",종로구,삼청동문화거리,"거리,골목",서울 종로구 팔판동,체험관광,,
610,"경복궁, 세종문화회관",종로구,북촌한옥청,지역명소,서울 종로구 가회동,체험관광,,
611,"경복궁, 세종문화회관",종로구,광장시장전골목,먹자거리,서울 종로구 종로4가,체험관광,,
612,"경복궁, 세종문화회관",종로구,창덕궁 후원,지역명소,서울 종로구 와룡동,체험관광,,
613,"경복궁, 세종문화회관",종로구,조계사 템플스테이,템플스테이,서울 종로구 견지동,체험관광,,
614,"경복궁, 세종문화회관",종로구,조계사,"절,사찰",서울 종로구 견지동,체험관광,,
615,"경복궁, 세종문화회관",종로구,가을단풍길(효자로),계절거리,서울 종로구 창성동,체험관광,,
616,"경복궁, 세종문화회관",종로구,청와대 만남의장소,광장,서울 종로구 세종로,체험관광,,
617,"경복궁, 세종문화회관",종로구,윤동주하숙집,지역명소,서울 종로구 누상동,체험관광,,
618,"경복궁, 세종문화회관",종로구,북악산 한양도성,지역명소,서울 종로구 삼청동,체험관광,,
619,"경복궁, 세종문화회관",종로구,삼청동길,계절거리,서울 종로구 삼청동,체험관광,,
620,"경복궁, 세종문화회관",종로구,피맛골,먹자거리,서울 종로구 청진동,체험관광,,
621,"경복궁, 세종문화회관",종로구,인사동길,"거리,골목",서울 종로구 낙원동,체험관광,,
622,"경복궁, 세종문화회관",종로구,의정부지 역사유적광장,광장,서울 종로구 세종로,체험관광,,
623,"경복궁, 세종문화회관",종로구,낙산묘각사,"절,사찰",서울 종로구 숭인동,체험관광,,
624,"경복궁, 세종문화회관",종로구,청계3경정조반차도,지역명소,서울 종로구 관철동,체험관광,,
625,"경복궁, 세종문화회관",종로구,가을단풍길(삼청동길),계절거리,서울 종로구 팔판동,체험관광,,
626,"경복궁, 세종문화회관",종로구,창신동 절벽골목,"거리,골목",서울 종로구 창신동,체험관광,,
627,"경복궁, 세종문화회관",종로구,묘각사 템플스테이,템플스테이,서울 종로구 숭인동,체험관광,,
628,"경복궁, 세종문화회관",종로구,모아한복,한복대여,서울 종로구 팔판동,체험관광,,
629,"경복궁, 세종문화회관",종로구,명가대남예사랑한복종로본점,한복대여,서울 종로구 인의동,체험관광,,
630,"경복궁, 세종문화회관",종로구,지지배배한복 경복궁점,한복대여,서울 종로구 적선동,체험관광,,
631,"경복궁, 세종문화회관",종로구,리진한복,한복대여,서울 종로구 연지동,체험관광,,
632,"경복궁, 세종문화회관",종로구,그날그한복,한복대여,서울 종로구 사간동,체험관광,,
633,"경복궁, 세종문화회관",종로구,금준당,한복대여,서울 종로구 소격동,체험관광,,
634,"경복궁, 세종문화회관",종로구,한복남 경복궁점,한복대여,서울 종로구 적선동,체험관광,,
635,"경복궁, 세종문화회관",종로구,한복남 북촌한옥마을점,한복대여,서울 종로구 가회동,체험관광,,
636,"경복궁, 세종문화회관",종로구,연예인한복,한복대여,서울 종로구 체부동,체험관광,,
637,"경복궁, 세종문화회관",종로구,고운솔한복,한복대여,서울 종로구 적선동,체험관광,,
638,"경복궁, 세종문화회관",종로구,한복남 창덕궁,한복대여,서울 종로구 와룡동,체험관광,,
639,"경복궁, 세종문화회관",종로구,한옥집한복,한복대여,서울 종로구 재동,체험관광,,
640,"경복궁, 세종문화회관",종로구,서화한복,한복대여,서울 종로구 적선동,체험관광,,
641,"경복궁, 세종문화회관",종로구,Swap 스왑 플래그십 스토어 북촌,자전거,서울 종로구 삼청동,체험관광,,
642,"경복궁, 세종문화회관",종로구,대한한복,한복대여,서울 종로구 적선동,체험관광,,
643,"경복궁, 세종문화회관",종로구,봄은한복,한복대여,서울 종로구 소격동,체험관광,,
644,"경복궁, 세종문화회관",종로구,한복소녀,한복대여,서울 종로구 적선동,체험관광,,
645,"경복궁, 세종문화회관",종로구,법련사,"절,사찰",서울 종로구 사간동,체험관광,,
646,"경복궁, 세종문화회관",종로구,청춘한복아랑,한복대여,서울 종로구 체부동,체험관광,,
647,"경복궁, 세종문화회관",종로구,도령아씨한복,한복대여,서울 종로구 통의동,체험관광,,
648,"경복궁, 세종문화회관",종로구,참한복,한복대여,서울 종로구 적선동,체험관광,,
649,"경복궁, 세종문화회관",종로구,아리한복,한복대여,서울 종로구 통의동,체험관광,,
650,"경복궁, 세종문화회관",종로구,한복남 프리미엄,한복대여,서울 종로구 적선동,체험관광,,
651,"경복궁, 세종문화회관",종로구,금선사,"절,사찰",서울 종로구 구기동,체험관광,,
652,"경복궁, 세종문화회관",종로구,예인방,한복대여,서울 종로구 운니동,체험관광,,
653,"경복궁, 세종문화회관",종로구,가회동성당,천주교,서울 종로구 가회동,체험관광,,
654,"경복궁, 세종문화회관",종로구,진한복,한복대여,서울 종로구 적선동,체험관광,,
655,"경복궁, 세종문화회관",종로구,나예한복,한복대여,서울 종로구 적선동,체험관광,,
656,"경복궁, 세종문화회관",종로구,해와달한복,한복대여,서울 종로구 적선동,체험관광,,
657,"경복궁, 세종문화회관",종로구,별궁터한복 경복궁점,한복대여,서울 종로구 통의동,체험관광,,
658,"경복궁, 세종문화회관",종로구,원데이한복,한복대여,서울 종로구 적선동,체험관광,,
659,"경복궁, 세종문화회관",종로구,케이스타 한복,한복대여,서울 종로구 적선동,체험관광,,
660,"경복궁, 세종문화회관",종로구,한복 궁,한복대여,서울 종로구 적선동,체험관광,,
661,"경복궁, 세종문화회관",종로구,인코리아한복,한복대여,서울 종로구 적선동,체험관광,,
662,"경복궁, 세종문화회관",종로구,광화문,기념물,서울 종로구 세종로,문화유적,,
663,"경복궁, 세종문화회관",종로구,보신각,기념물,서울 종로구 관철동,문화유적,,
664,"경복궁, 세종문화회관",종로구,경복궁,궁궐,서울 종로구 세종로,문화유적,,
665,"경복궁, 세종문화회관",종로구,흥인지문,기념물,서울 종로구 종로6가,문화유적,,
666,"경복궁, 세종문화회관",종로구,창경궁,궁궐,서울 종로구 와룡동,문화유적,,
667,"경복궁, 세종문화회관",종로구,경희궁,궁궐,서울 종로구 신문로2가,문화유적,,
668,"경복궁, 세종문화회관",종로구,창덕궁,세계문화유산,서울 종로구 와룡동,문화유적,,
669,"경복궁, 세종문화회관",종로구,운현궁,궁궐,서울 종로구 운니동,문화유적,,
670,"경복궁, 세종문화회관",종로구,사직단,"문화,유적",서울 종로구 사직동,문화유적,,
671,"경복궁, 세종문화회관",종로구,경교장,국가유산,서울 종로구 평동,문화유적,,
672,"경복궁, 세종문화회관",종로구,이상의집,"문화,유적",서울 종로구 통인동,문화유적,,
673,"경복궁, 세종문화회관",종로구,세종대왕동상,기념물,서울 종로구 세종로,문화유적,,
674,"경복궁, 세종문화회관",종로구,종묘,세계문화유산,서울 종로구 훈정동,문화유적,,
675,"경복궁, 세종문화회관",종로구,이순신장군동상,기념물,서울 종로구 세종로,문화유적,,
676,"경복궁, 세종문화회관",종로구,딜쿠샤,국가유산,서울 종로구 행촌동,문화유적,,
677,"경복궁, 세종문화회관",종로구,혜화문,기념물,서울 종로구 혜화동,문화유적,,
678,"경복궁, 세종문화회관",종로구,단성사,"유적지,사적지",서울 종로구 묘동,문화유적,,
679,"경복궁, 세종문화회관",종로구,백인제가옥,"문화,유적",서울 종로구 가회동,문화유적,,
680,"경복궁, 세종문화회관",종로구,석파정,"문화,유적",서울 종로구 부암동,문화유적,,
681,"경복궁, 세종문화회관",종로구,창의문,보물,서울 종로구 부암동,문화유적,,
682,"경복궁, 세종문화회관",종로구,세검정,"문화,유적",서울 종로구 신영동,문화유적,,
683,"경복궁, 세종문화회관",종로구,창경궁홍화문,기념물,서울 종로구 와룡동,문화유적,,
684,"경복궁, 세종문화회관",종로구,우정총국,"문화,유적",서울 종로구 견지동,문화유적,,
685,"경복궁, 세종문화회관",종로구,천도교중앙대교당,국가유산,서울 종로구 경운동,문화유적,,
686,"경복궁, 세종문화회관",종로구,이화장,기념물,서울 종로구 이화동,문화유적,,
687,"경복궁, 세종문화회관",종로구,창덕궁 돈화문(2027년7월예정),기념물,서울 종로구 와룡동,문화유적,,
688,"경복궁, 세종문화회관",종로구,홍난파가옥,국가유산,서울 종로구 홍파동,문화유적,,
689,"경복궁, 세종문화회관",종로구,서울원각사지십층석탑,국보,서울 종로구 종로2가,문화유적,,
690,"경복궁, 세종문화회관",종로구,계동 배렴가옥,국가유산,서울 종로구 계동,문화유적,,
691,"경복궁, 세종문화회관",종로구,전태일동상,기념물,서울 종로구 종로5가,문화유적,,
692,"경복궁, 세종문화회관",종로구,홍건익가옥,국가유산,서울 종로구 필운동,문화유적,,
693,"경복궁, 세종문화회관",종로구,단군성전,국가유산,서울 종로구 사직동,문화유적,,
694,"경복궁, 세종문화회관",종로구,조계사대웅전,국가유산,서울 종로구 수송동,문화유적,,
695,"경복궁, 세종문화회관",종로구,경복궁 향원정,국가유산,서울 종로구 세종로,문화유적,,
696,"경복궁, 세종문화회관",종로구,성균관 명륜당,국가유산,서울 종로구 명륜3가,문화유적,,
697,"경복궁, 세종문화회관",종로구,서울동묘,"릉,묘,총",서울 종로구 숭인동,문화유적,,
698,"경복궁, 세종문화회관",종로구,숙정문,국가유산,서울 종로구 삼청동,문화유적,,
699,"경복궁, 세종문화회관",종로구,동아일보사옥,국가유산,서울 종로구 세종로,문화유적,,
700,"경복궁, 세종문화회관",종로구,홍지문 및 탕춘대성,성곽문,서울 종로구 홍지동,문화유적,,
701,"경복궁, 세종문화회관",종로구,고종즉위40년칭경기념비,기념물,서울 종로구 세종로,문화유적,,
702,"경복궁, 세종문화회관",종로구,경복궁 흥례문,기념물,서울 종로구 세종로,문화유적,,
703,"경복궁, 세종문화회관",종로구,경운동 민병옥 가옥,국가유산,서울 종로구 경운동,문화유적,,
704,"경복궁, 세종문화회관",종로구,경복궁영추문,기념물,서울 종로구 세종로,문화유적,,
705,"경복궁, 세종문화회관",종로구,서울문묘,보물,서울 종로구 명륜3가 53,문화유적,,
706,"경복궁, 세종문화회관",종로구,종묘외대문,기념물,서울 종로구 훈정동,문화유적,,
707,"경복궁, 세종문화회관",종로구,태화관터,"유적지,사적지",서울 종로구 인사동,문화유적,,
708,"경복궁, 세종문화회관",종로구,경복궁신무문,기념물,서울 종로구 세종로,문화유적,,
709,"경복궁, 세종문화회관",종로구,대한의원,국가유산,서울 종로구 연건동,문화유적,,
710,"경복궁, 세종문화회관",종로구,한성도서주식회사터,"유적지,사적지",서울 종로구 견지동,문화유적,,
711,"경복궁, 세종문화회관",종로구,종묘영녕전,보물,서울 종로구 훈정동,문화유적,,
712,"경복궁, 세종문화회관",종로구,창경궁 명정전,국보,서울 종로구 와룡동,문화유적,,
713,"경복궁, 세종문화회관",종로구,경복궁건춘문,기념물,서울 종로구 세종로,문화유적,,
714,"경복궁, 세종문화회관",종로구,오간수문,기념물,서울 종로구 종로6가,문화유적,,
715,"경복궁, 세종문화회관",종로구,경복궁 수정전,국가유산,서울 종로구 세종로,문화유적,,
716,"경복궁, 세종문화회관",종로구,경모궁지,국가유산,서울 종로구 연건동,문화유적,,
717,"경복궁, 세종문화회관",종로구,서울문묘의은행나무,기념물,서울 종로구 명륜3가 53,문화유적,,
718,"경복궁, 세종문화회관",종로구,경복궁사정전,국가유산,서울 종로구 세종로,문화유적,,
719,"경복궁, 세종문화회관",종로구,세종대왕 탄생지 기념비,기념물,서울 종로구 통인동,문화유적,,
720,"경복궁, 세종문화회관",종로구,창덕궁연경당,국가유산,서울 종로구 와룡동,문화유적,,
721,"경복궁, 세종문화회관",종로구,평창동보현산신각,기념물,서울 종로구 평창동,문화유적,,
722,"경복궁, 세종문화회관",종로구,민영환 자결터,기념물,서울 종로구 공평동,문화유적,,
723,"경복궁, 세종문화회관",종로구,서울관상감관천대,국가유산,서울 종로구 원서동,문화유적,,
724,"경복궁, 세종문화회관",종로구,경복궁근정문,기념물,서울 종로구 세종로,문화유적,,
725,"경복궁, 세종문화회관",종로구,조선어학회한말글수호기념탑,기념물,서울 종로구 세종로,문화유적,,
726,"경복궁, 세종문화회관",종로구,우정총국회화나무,기념물,서울 종로구 견지동,문화유적,,
727,"경복궁, 세종문화회관",종로구,이준구가옥,국가유산,서울 종로구 가회동,문화유적,,
728,"경복궁, 세종문화회관",종로구,필운대,국가유산,서울 종로구 필운동,문화유적,,
729,"경복궁, 세종문화회관",종로구,김형태가옥,기념물,서울 종로구 가회동,문화유적,,
730,"경복궁, 세종문화회관",종로구,진흥왕순수비,기념물,서울 종로구 구기동,문화유적,,
731,"경복궁, 세종문화회관",종로구,조계사진신사리탑,기념물,서울 종로구 수송동,문화유적,,
732,"경복궁, 세종문화회관",종로구,창경궁성종태실.태실비,기념물,서울 종로구 와룡동,문화유적,,
733,"경복궁, 세종문화회관",종로구,종친부경근당과옥첩당,국가유산,서울 종로구 소격동,문화유적,,
734,"경복궁, 세종문화회관",종로구,영화당,국가유산,서울 종로구 와룡동,문화유적,,
735,"경복궁, 세종문화회관",종로구,창신동 절개지,"유적지,사적지",서울 종로구 창신동,문화유적,,
736,"경복궁, 세종문화회관",종로구,번사창,국가유산,서울 종로구 삼청동,문화유적,,
737,"경복궁, 세종문화회관",종로구,경복궁아미산굴뚝,국가유산,서울 종로구 세종로,문화유적,,
738,"경복궁, 세종문화회관",종로구,창경궁선인문,기념물,서울 종로구 와룡동,문화유적,,
739,"경복궁, 세종문화회관",종로구,경희궁지,국가유산,서울 종로구 신문로2가,문화유적,,
740,"경복궁, 세종문화회관",종로구,대한조국주권수호일념비,"유적지,사적지",서울 종로구 혜화동,문화유적,,
741,"경복궁, 세종문화회관",종로구,창경궁월근문,기념물,서울 종로구 와룡동,문화유적,,
742,"경복궁, 세종문화회관",종로구,지청천생가터,"유적지,사적지",서울 종로구 삼청동,문화유적,,
743,"경복궁, 세종문화회관",종로구,우암송시열집터,국가유산,서울 종로구 명륜1가,문화유적,,
744,"경복궁, 세종문화회관",종로구,대한매일신보창간사옥터,"유적지,사적지",서울 종로구 수송동,문화유적,,
745,"경복궁, 세종문화회관",종로구,경복궁유화문,기념물,서울 종로구 세종로,문화유적,,
746,"경복궁, 세종문화회관",종로구,박자혜 선생 산파 터,"유적지,사적지",서울 종로구 인사동,문화유적,,
747,"경복궁, 세종문화회관",종로구,서울역사박물관,박물관,서울 종로구 신문로2가,아이와함께,,
748,"경복궁, 세종문화회관",종로구,대한민국역사박물관,박물관,서울 종로구 세종로,아이와함께,,
749,"경복궁, 세종문화회관",종로구,국립어린이과학관,과학관,서울 종로구 와룡동,아이와함께,,
750,"경복궁, 세종문화회관",종로구,서울공예박물관,박물관,서울 종로구 안국동,아이와함께,,
751,"경복궁, 세종문화회관",종로구,국립경찰박물관,박물관,서울 종로구 행촌동,아이와함께,,
752,"경복궁, 세종문화회관",종로구,런닝맨 인사동점,테마파크,서울 종로구 인사동,아이와함께,,
753,"경복궁, 세종문화회관",종로구,국립민속박물관,박물관,서울 종로구 세종로,아이와함께,,
754,"경복궁, 세종문화회관",종로구,국립민속박물관 어린이박물관,박물관,서울 종로구 세종로,아이와함께,,
755,"경복궁, 세종문화회관",종로구,가회민화박물관,박물관,서울 종로구 가회동,아이와함께,,
756,"경복궁, 세종문화회관",종로구,한생연 융합교육과학관,과학관,서울 종로구 명륜1가 7-5,아이와함께,,
757,"경복궁, 세종문화회관",종로구,한양도성박물관,박물관,서울 종로구 종로6가,아이와함께,,
758,"경복궁, 세종문화회관",종로구,국립고궁박물관,박물관,서울 종로구 세종로,아이와함께,,
759,"경복궁, 세종문화회관",종로구,서울우리소리박물관,박물관,서울 종로구 와룡동,아이와함께,,
760,"경복궁, 세종문화회관",종로구,뮤지엄김치간,박물관,서울 종로구 관훈동,아이와함께,,
761,"경복궁, 세종문화회관",종로구,북촌동양문화박물관,박물관,서울 종로구 삼청동,아이와함께,,
762,"경복궁, 세종문화회관",종로구,서울공예박물관 어린이박물관,박물관,서울 종로구 안국동,아이와함께,,
763,"경복궁, 세종문화회관",종로구,서울교육박물관,박물관,서울 종로구 화동,아이와함께,,
764,"경복궁, 세종문화회관",종로구,국립기상박물관,박물관,서울 종로구 송월동,아이와함께,,
765,"경복궁, 세종문화회관",종로구,다이나믹메이즈 인사동,테마파크,서울 종로구 인사동,아이와함께,,
766,"경복궁, 세종문화회관",종로구,윤동주문학관,박물관,서울 종로구 청운동,아이와함께,,
767,"경복궁, 세종문화회관",종로구,신문박물관PRESSEUM,박물관,서울 종로구 세종로,아이와함께,,
768,"경복궁, 세종문화회관",종로구,떡박물관,박물관,서울 종로구 와룡동,아이와함께,,
769,"경복궁, 세종문화회관",종로구,어라연 전각체험관,"관람,체험",서울 종로구 관훈동,아이와함께,,
770,"경복궁, 세종문화회관",종로구,한국사찰음식문화체험관,"관람,체험",서울 종로구 안국동,아이와함께,,
771,"경복궁, 세종문화회관",종로구,이회영기념관,박물관,서울 종로구 사직동,아이와함께,,
772,"경복궁, 세종문화회관",종로구,유금와당박물관,박물관,서울 종로구 부암동,아이와함께,,
773,"경복궁, 세종문화회관",종로구,아름다운차박물관,박물관,서울 종로구 인사동,아이와함께,,
774,"경복궁, 세종문화회관",종로구,북촌박물관,박물관,서울 종로구 가회동,아이와함께,,
775,"경복궁, 세종문화회관",종로구,화정박물관,박물관,서울 종로구 평창동,아이와함께,,
776,"경복궁, 세종문화회관",종로구,불교중앙박물관,박물관,서울 종로구 견지동,아이와함께,,
777,"경복궁, 세종문화회관",종로구,돈의문역사관,박물관,서울 종로구 신문로2가,아이와함께,,
778,"경복궁, 세종문화회관",종로구,춘원당한의약박물관,박물관,서울 종로구 낙원동,아이와함께,,
779,"경복궁, 세종문화회관",종로구,짚풀생활사박물관,박물관,서울 종로구 명륜2가 8-4,아이와함께,,
780,"경복궁, 세종문화회관",종로구,목인박물관 목석원,박물관,서울 종로구 부암동,아이와함께,,
781,"경복궁, 세종문화회관",종로구,상명대학교 박물관,박물관,서울 종로구 평창동,아이와함께,,
782,"경복궁, 세종문화회관",종로구,아띠인력거,"관람,체험",서울 종로구 화동,아이와함께,,
783,"경복궁, 세종문화회관",종로구,김달진미술자료박물관,박물관,서울 종로구 홍지동,아이와함께,,
784,"경복궁, 세종문화회관",종로구,영인문학관,박물관,서울 종로구 평창동,아이와함께,,
785,"경복궁, 세종문화회관",종로구,성균관대학교 인문사회과학캠퍼스박물관,박물관,서울 종로구 명륜3가 53-21,아이와함께,,
786,"경복궁, 세종문화회관",종로구,성재전통건축박물관,박물관,서울 종로구 원서동,아이와함께,,
787,"경복궁, 세종문화회관",종로구,정독도서관부설서울교육박물관,박물관,서울 종로구 화동,아이와함께,,
788,"경복궁, 세종문화회관",종로구,NKDB 북한인권 전시실,박물관,서울 종로구 관철동,아이와함께,,
789,"경복궁, 세종문화회관",종로구,본태 더 팔라스 131,박물관,서울 종로구 와룡동,아이와함께,,
790,"경복궁, 세종문화회관",종로구,국립민속박물관 전시운영과,박물관,서울 종로구 세종로,아이와함께,,
791,"경복궁, 세종문화회관",종로구,인왕산 유아숲체험원,"관람,체험",서울 종로구 누상동,아이와함께,,
792,"경복궁, 세종문화회관",종로구,세운전자박물관,박물관,서울 종로구 장사동,아이와함께,,
793,"경복궁, 세종문화회관",종로구,삼청공원 유아숲체험장,"관람,체험",서울 종로구 삼청동,아이와함께,,
794,"경복궁, 세종문화회관",종로구,숭인근린공원 유아숲체험장,"관람,체험",서울 종로구 숭인동,아이와함께,,
795,"경복궁, 세종문화회관",종로구,쁘띠몽드 경희궁자이점,"키즈카페,실내놀이터",서울 종로구 교북동,아이와함께,,
796,"경복궁, 세종문화회관",종로구,서울특별시교육청 정독도서관,도서관,서울 종로구 화동,아이와함께,,
797,"경복궁, 세종문화회관",종로구,제3의 시간,도서관,서울 종로구 동숭동,아이와함께,,
798,"경복궁, 세종문화회관",종로구,서울특별시교육청 종로도서관,도서관,서울 종로구 사직동,아이와함께,,
799,"경복궁, 세종문화회관",종로구,4.19혁명기념도서관,도서관,서울 종로구 평동,아이와함께,,
800,"경복궁, 세종문화회관",종로구,청운문학도서관,도서관,서울 종로구 청운동,아이와함께,,
801,"경복궁, 세종문화회관",종로구,서울특별시교육청 어린이도서관,어린이도서관,서울 종로구 사직동,아이와함께,,
802,"경복궁, 세종문화회관",종로구,어린이청소년국학도서관,도서관,서울 종로구 명륜3가 1-21 와룡문화센터 5층,아이와함께,,
803,"경복궁, 세종문화회관",종로구,삼청공원 숲속도서관,도서관,서울 종로구 삼청동,아이와함께,,
804,"경복궁, 세종문화회관",종로구,서울형키즈카페 종로구혜화동점,"키즈카페,실내놀이터",서울 종로구 혜화동,아이와함께,,
805,"경복궁, 세종문화회관",종로구,레인보우몰리스,"키즈카페,실내놀이터",서울 종로구 창신동,아이와함께,,
806,"경복궁, 세종문화회관",종로구,라이브러리 피치,도서관,서울 종로구 동숭동,아이와함께,,
807,"경복궁, 세종문화회관",종로구,도담도담한옥도서관,도서관,서울 종로구 숭인동,아이와함께,,
808,"경복궁, 세종문화회관",종로구,창신소담도서관,도서관,서울 종로구 창신동,아이와함께,,
809,"경복궁, 세종문화회관",종로구,우리소리도서관,도서관,서울 종로구 익선동,아이와함께,,
810,"경복궁, 세종문화회관",종로구,통인 어린이 작은도서관,도서관,서울 종로구 통인동,아이와함께,,
811,"경복궁, 세종문화회관",종로구,LG상남도서관,도서관,서울 종로구 원서동,아이와함께,,
812,"경복궁, 세종문화회관",종로구,국립현대미술관 미술디지털도서관,도서관,서울 종로구 소격동,아이와함께,,
813,"경복궁, 세종문화회관",종로구,광화문 책마당,도서관,서울 종로구 세종로,아이와함께,,
814,"경복궁, 세종문화회관",종로구,혜명아이들놀이터,놀이터,서울 종로구 혜화동,아이와함께,,
815,"경복궁, 세종문화회관",종로구,호모북커스,도서관,서울 종로구 누하동,아이와함께,,
816,"경복궁, 세종문화회관",종로구,아름꿈도서관,도서관,서울 종로구 숭인동,아이와함께,,
817,"경복궁, 세종문화회관",종로구,한국사회과학도서관,전문도서관,서울 종로구 사직동,아이와함께,,
818,"경복궁, 세종문화회관",종로구,한국방송통신대학교 중앙도서관,도서관,서울 종로구 동숭동,아이와함께,,
819,"경복궁, 세종문화회관",종로구,상상굴뚝놀이터,"키즈카페,실내놀이터",서울 종로구 옥인동,아이와함께,,
820,"경복궁, 세종문화회관",종로구,지혜만들기 작은도서관,도서관,서울 종로구 효제동,아이와함께,,
821,"경복궁, 세종문화회관",종로구,이화마을 작은도서관,도서관,서울 종로구 이화동,아이와함께,,
822,"경복궁, 세종문화회관",종로구,마로니에공원,근린공원,서울 종로구 동숭동,피크닉,,
823,"경복궁, 세종문화회관",종로구,낙산공원,근린공원,서울 종로구 동숭동,피크닉,,
824,"경복궁, 세종문화회관",종로구,탑골공원,근린공원,서울 종로구 종로2가,피크닉,,
825,"경복궁, 세종문화회관",종로구,북악팔각정,"도시,테마공원",서울 종로구 평창동,피크닉,,
826,"경복궁, 세종문화회관",종로구,와룡공원,"도시,테마공원",서울 종로구 명륜3가 53-52,피크닉,,
827,"경복궁, 세종문화회관",종로구,흥인지문공원,근린공원,서울 종로구 종로6가,피크닉,,
828,"경복궁, 세종문화회관",종로구,세종로공원,"도시,테마공원",서울 종로구 세종로,피크닉,,
829,"경복궁, 세종문화회관",종로구,무궁화동산,근린공원,서울 종로구 궁정동,피크닉,,
830,"경복궁, 세종문화회관",종로구,청진공원,근린공원,서울 종로구 청진동,피크닉,,
831,"경복궁, 세종문화회관",종로구,삼청공원,근린공원,서울 종로구 삼청동,피크닉,,
832,"경복궁, 세종문화회관",종로구,청운공원,"도시,테마공원",서울 종로구 청운동,피크닉,,
833,"경복궁, 세종문화회관",종로구,동묘공원,근린공원,서울 종로구 숭인동,피크닉,,
834,"경복궁, 세종문화회관",종로구,산마루 놀이터,근린공원,서울 종로구 창신동,피크닉,,
835,"경복궁, 세종문화회관",종로구,현대원서공원,"도시,테마공원",서울 종로구 원서동,피크닉,,
836,"경복궁, 세종문화회관",종로구,보신각공원,근린공원,서울 종로구 관철동,피크닉,,
837,"경복궁, 세종문화회관",종로구,숭인근린공원,근린공원,서울 종로구 숭인동,피크닉,,
838,"경복궁, 세종문화회관",종로구,사직근린공원,근린공원,서울 종로구 사직동,피크닉,,
839,"경복궁, 세종문화회관",종로구,통의동마을마당,근린공원,서울 종로구 통의동,피크닉,,
840,"경복궁, 세종문화회관",종로구,송현문화공원(2028년예정),근린공원,서울 종로구 송현동,피크닉,,
841,"경복궁, 세종문화회관",종로구,월암근린공원,근린공원,서울 종로구 송월동,피크닉,,
842,"경복궁, 세종문화회관",종로구,서울한양도성길,산책로,서울 종로구 삼청동,피크닉,,
843,"경복궁, 세종문화회관",종로구,주시경마당,근린공원,서울 종로구 당주동,피크닉,,
844,"경복궁, 세종문화회관",종로구,무악공원,근린공원,서울 종로구 무악동,피크닉,,
845,"경복궁, 세종문화회관",종로구,후창공원,근린공원,서울 종로구 평창동,피크닉,,
846,"경복궁, 세종문화회관",종로구,해맞이동산,근린공원,서울 종로구 옥인동,피크닉,,
847,"경복궁, 세종문화회관",종로구,내수어울공원,근린공원,서울 종로구 내수동,피크닉,,
848,"경복궁, 세종문화회관",종로구,내수공원,근린공원,서울 종로구 내수동,피크닉,,
849,"경복궁, 세종문화회관",종로구,Swap 스왑 플래그십 스토어 북촌,자전거,서울 종로구 삼청동,피크닉,,
850,"경복궁, 세종문화회관",종로구,한양도성인왕산순성안내쉼터,공원,서울 종로구 사직동,피크닉,,
851,"경복궁, 세종문화회관",종로구,경학어린이공원,공원,서울 종로구 명륜3가,피크닉,,
852,"경복궁, 세종문화회관",종로구,무악어린이공원,공원,서울 종로구 무악동,피크닉,,
853,"황리단길, 국립경주박물관",경주시,동궁과 월지,"호수,연못,저수지",경북 경주시 인왕동,자연명소,,
854,"황리단길, 국립경주박물관",경주시,나정고운모래해변,"해수욕장,해변",경북 경주시 감포읍,자연명소,,
855,"황리단길, 국립경주박물관",경주시,삼릉숲,"숲,숲길",경북 경주시 배동,자연명소,,
856,"황리단길, 국립경주박물관",경주시,경북천년숲정원,"숲,숲길",경북 경주시 남산동,자연명소,,
