집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20220201,011 ,0,1,00,1,6686,34,9,27,13,795,7564,
20220201,011 ,0,2,00,1,47969,166,186,85,127,2189,50722,
20220201,011 ,1,1,00,1,7101,17,13,30,13,800,7974,
20220201,011 ,1,2,00,1,51268,158,176,96,111,2400,54209,
20220201,012 ,0,1,00,1,285,1,0,0,0,19,305,
20220201,012 ,0,2,00,1,1167,1,1,2,3,20,1194,
20220201,012 ,1,1,00,1,236,0,1,0,0,22,259,
20220201,012 ,1,2,00,1,1347,2,1,2,0,22,1374,
20220201,013 ,0,1,00,1,728,0,1,0,1,56,786,
20220201,013 ,0,2,00,1,3733,2,7,0,0,66,3808,
20220201,013 ,1,1,00,1,553,1,1,0,1,42,598,
20220201,013 ,1,2,00,1,2931,1,2,0,2,55,2991,
20220201,025 ,0,1,08,1,2979,6,4,0,2,31,3022,
20220201,025 ,0,2,08,1,2114,2,0,0,0,70,2186,
20220201,025 ,1,1,08,1,3147,4,3,2,1,27,3184,
20220201,025 ,1,2,08,1,2381,1,0,0,0,107,2489,
20220201,029 ,0,1,00,1,1419,4,9,10,4,190,1636,
20220201,029 ,0,2,00,1,8839,10,30,2,61,417,9359,
20220201,029 ,1,1,00,1,1842,4,10,12,5,267,2140,
20220201,029 ,1,2,00,1,10879,17,28,4,46,524,11498,
20220201,053 ,0,1,00,1,2852,6,6,7,6,326,3203,
20220201,053 ,0,2,00,1,23387,61,210,21,49,963,24691,
20220201,053 ,1,1,00,1,3234,8,7,7,5,352,3613,
20220201,053 ,1,2,00,1,26443,66,342,26,49,1151,28077,
20220201,056 ,0,1,00,1,180,0,0,0,1,22,203,
20220201,056 ,0,2,00,1,1151,0,1,0,0,13,1165,
20220201,056 ,1,1,00,1,167,0,0,0,0,22,189,
20220201,056 ,1,2,00,1,848,1,0,0,0,8,857,
20220201,061 ,0,1,00,1,6136,12,17,25,0,645,6835,
20220201,061 ,0,2,00,1,66208,148,600,126,105,2310,69497,
20220201,061 ,1,1,00,1,5967,5,9,20,2,622,6625,
20220201,061 ,1,2,00,1,65175,152,700,122,108,2085,68342,
20220201,062 ,0,1,00,1,7702,20,17,15,3,786,8543,
20220201,062 ,0,2,00,1,59848,189,627,87,56,2300,63107,
20220201,062 ,1,1,00,1,7801,16,6,14,3,815,8655,
20220201,062 ,1,2,00,1,72473,162,628,91,49,2522,75925,
20220201,063 ,0,1,00,1,1170,4,3,17,0,120,1314,
20220201,063 ,0,2,00,1,11758,22,26,11,10,408,12235,
20220201,063 ,1,1,00,1,879,0,0,24,0,73,976,
20220201,063 ,1,2,00,1,8114,15,11,9,6,287,8442,
20220201,064 ,0,1,00,1,5379,13,6,14,7,591,6010,
20220201,064 ,0,2,00,1,50474,95,606,34,84,1772,53065,
20220201,064 ,1,1,00,1,6105,13,8,11,7,650,6794,
20220201,064 ,1,2,00,1,60045,92,762,49,81,2149,63178,
20220201,065 ,0,1,00,1,2134,9,3,1,2,196,2345,
20220201,065 ,0,2,00,1,22395,31,1124,28,19,506,24103,
20220201,065 ,1,1,00,1,2644,7,1,6,2,212,2872,
20220201,065 ,1,2,00,1,25350,27,1116,15,10,558,27076,
20220201,066 ,0,1,00,1,1218,10,3,14,1,137,1383,
20220201,066 ,0,2,00,1,11885,19,43,41,17,404,12409,
20220201,066 ,1,1,00,1,982,5,7,6,0,109,1109,
20220201,066 ,1,2,00,1,9239,14,45,39,22,305,9664,
20220201,067 ,0,1,00,1,5834,20,10,17,7,660,6548,
20220201,067 ,0,2,00,1,55447,132,369,102,88,2006,58144,
20220201,067 ,1,1,00,1,6216,16,6,22,12,672,6944,
20220201,067 ,1,2,00,1,62023,93,370,95,82,2035,64698,
20220201,068 ,0,1,00,1,7771,20,31,40,11,907,8780,
20220201,068 ,0,2,00,1,62250,154,263,99,134,2626,65526,
20220201,068 ,1,1,00,1,8807,29,14,40,10,1007,9907,
20220201,068 ,1,2,00,1,66898,161,304,97,147,2671,70278,
20220201,069 ,0,1,00,1,74,0,0,3,0,6,83,
20220201,069 ,0,2,00,1,642,0,0,0,0,15,657,
