집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20220701,011 ,0,1,00,1,7324,243,385,336,192,1114,9594,
20220701,011 ,0,2,00,1,66942,1734,681,774,1800,4312,76243,
20220701,011 ,1,1,00,1,8047,301,568,402,200,1195,10713,
20220701,011 ,1,2,00,1,71068,1789,746,871,1946,4735,81155,
20220701,012 ,0,1,00,1,279,6,9,6,4,31,335,
20220701,012 ,0,2,00,1,1299,15,11,27,35,31,1418,
20220701,012 ,1,1,00,1,179,4,8,3,6,22,222,
20220701,012 ,1,2,00,1,966,4,9,11,21,28,1039,
20220701,013 ,0,1,00,1,457,24,34,24,10,37,586,
20220701,013 ,0,2,00,1,2405,72,51,38,160,74,2800,
20220701,013 ,1,1,00,1,460,28,30,28,9,44,599,
20220701,013 ,1,2,00,1,2629,55,60,42,163,86,3035,
20220701,025 ,0,1,08,1,3580,45,26,16,129,39,3835,
20220701,025 ,0,2,08,1,2622,17,21,2,13,122,2797,
20220701,025 ,1,1,08,1,5104,63,35,19,217,44,5482,
20220701,025 ,1,2,08,1,3064,21,20,1,25,184,3315,
20220701,029 ,0,1,00,1,1908,114,180,208,221,296,2927,
20220701,029 ,0,2,00,1,14282,279,217,235,2380,824,18217,
20220701,029 ,1,1,00,1,2298,134,197,226,221,335,3411,
20220701,029 ,1,2,00,1,15954,311,229,262,2366,975,20097,
20220701,053 ,0,1,00,1,3225,99,173,151,72,473,4193,
20220701,053 ,0,2,00,1,34074,805,470,383,881,2055,38668,
20220701,053 ,1,1,00,1,3298,120,206,139,69,469,4301,
20220701,053 ,1,2,00,1,35321,762,641,392,812,2085,40013,
20220701,056 ,0,1,00,1,140,6,6,9,2,12,175,
20220701,056 ,0,2,00,1,578,7,9,7,32,22,655,
20220701,056 ,1,1,00,1,99,6,3,6,4,8,126,
20220701,056 ,1,2,00,1,529,14,6,6,24,21,600,
20220701,057 ,0,1,00,1,99,6,7,2,2,21,137,
20220701,057 ,0,2,00,1,1027,18,23,9,18,61,1156,
20220701,057 ,1,1,00,1,56,2,10,0,2,14,84,
20220701,057 ,1,2,00,1,881,16,23,6,8,58,992,
20220701,058 ,0,1,00,1,40,0,3,1,0,2,46,
20220701,058 ,0,2,00,1,584,12,9,4,8,31,648,
20220701,058 ,1,1,00,1,70,0,5,2,1,8,86,
20220701,058 ,1,2,00,1,731,17,19,8,19,40,834,
20220701,061 ,0,1,00,1,6305,194,578,314,71,821,8283,
20220701,061 ,0,2,00,1,83644,2716,2020,1549,1307,4263,95499,
20220701,061 ,1,1,00,1,5645,223,439,355,101,778,7541,
20220701,061 ,1,2,00,1,81591,2457,1936,1585,1473,4147,93189,
20220701,062 ,0,1,00,1,8904,413,647,412,135,1062,11573,
20220701,062 ,0,2,00,1,74430,2834,1760,1784,1496,4001,86305,
20220701,062 ,1,1,00,1,7405,294,579,463,120,1049,9910,
20220701,062 ,1,2,00,1,82783,3033,1853,2015,1734,4695,96113,
20220701,063 ,0,1,00,1,1277,23,23,27,9,189,1548,
20220701,063 ,0,2,00,1,16678,579,306,346,323,965,19197,
20220701,063 ,1,1,00,1,755,33,77,51,23,96,1035,
20220701,063 ,1,2,00,1,8209,302,147,210,287,479,9634,
20220701,064 ,0,1,00,1,5465,151,290,216,75,804,7001,
20220701,064 ,0,2,00,1,72966,1755,1506,939,1107,3873,82146,
20220701,064 ,1,1,00,1,5719,225,397,249,111,808,7509,
20220701,064 ,1,2,00,1,74494,1928,1889,923,1110,3966,84310,
20220701,065 ,0,1,00,1,2776,74,61,21,39,352,3323,
20220701,065 ,0,2,00,1,39298,488,2258,160,227,1667,44098,
20220701,065 ,1,1,00,1,3535,78,74,42,13,417,4159,
20220701,065 ,1,2,00,1,42062,433,2116,139,209,1722,46681,
20220701,066 ,0,1,00,1,1353,67,70,40,8,172,1710,
20220701,066 ,0,2,00,1,14748,479,170,199,136,838,16570,
20220701,066 ,1,1,00,1,1251,58,56,38,4,194,1601,
20220701,066 ,1,2,00,1,16778,463,156,199,112,918,18626,
20220701,067 ,0,1,00,1,6029,195,480,407,123,828,8062,
20220701,067 ,0,2,00,1,71229,2076,1305,1452,1413,3827,81302,
