집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20221001,011 ,0,1,00,1,7427,194,202,214,181,901,9119,
20221001,011 ,0,2,00,1,64682,1021,520,472,1482,3573,71750,
20221001,011 ,1,1,00,1,7951,218,333,280,152,1039,9973,
20221001,011 ,1,2,00,1,68689,1099,582,594,1585,3767,76316,
20221001,012 ,0,1,00,1,391,7,10,2,9,35,454,
20221001,012 ,0,2,00,1,1660,14,14,16,189,36,1929,
20221001,012 ,1,1,00,1,196,4,4,2,3,24,233,
20221001,012 ,1,2,00,1,935,10,14,11,155,21,1146,
20221001,013 ,0,1,00,1,526,14,29,13,1,46,629,
20221001,013 ,0,2,00,1,3139,36,53,19,84,63,3394,
20221001,013 ,1,1,00,1,691,22,29,19,3,58,822,
20221001,013 ,1,2,00,1,4074,34,64,22,86,87,4367,
20221001,025 ,0,1,08,1,8426,0,75,15,295,57,8868,
20221001,025 ,0,2,08,1,5302,15,18,2,21,221,5579,
20221001,025 ,1,1,08,1,10449,43,39,43,253,98,10925,
20221001,025 ,1,2,08,1,6370,19,21,5,26,284,6725,
20221001,029 ,0,1,00,1,1793,43,77,75,113,280,2381,
20221001,029 ,0,2,00,1,12545,134,118,120,1292,698,14907,
20221001,029 ,1,1,00,1,2262,47,97,69,99,346,2920,
20221001,029 ,1,2,00,1,14720,175,134,157,1375,791,17352,
20221001,053 ,0,1,00,1,4096,65,93,87,46,526,4913,
20221001,053 ,0,2,00,1,37458,446,510,230,732,1898,41274,
20221001,053 ,1,1,00,1,3805,76,142,84,36,511,4654,
20221001,053 ,1,2,00,1,36594,452,525,203,687,1826,40287,
20221001,056 ,0,1,00,1,154,3,3,2,1,14,177,
20221001,056 ,0,2,00,1,641,4,7,11,15,21,699,
20221001,056 ,1,1,00,1,146,5,2,2,1,8,164,
20221001,056 ,1,2,00,1,606,10,6,11,33,15,681,
20221001,057 ,0,1,00,1,113,5,2,1,0,20,141,
20221001,057 ,0,2,00,1,1128,17,16,7,7,61,1236,
20221001,057 ,1,1,00,1,87,4,1,0,0,20,112,
20221001,057 ,1,2,00,1,944,12,13,5,8,46,1028,
20221001,058 ,0,1,00,1,129,1,1,1,0,16,148,
20221001,058 ,0,2,00,1,1697,16,10,3,19,52,1797,
20221001,058 ,1,1,00,1,65,2,2,3,1,9,82,
20221001,058 ,1,2,00,1,836,6,13,9,34,37,935,
20221001,061 ,0,1,00,1,6976,151,253,183,55,857,8475,
20221001,061 ,0,2,00,1,86929,1474,1538,879,934,3545,95299,
20221001,061 ,1,1,00,1,6345,153,217,184,69,753,7721,
20221001,061 ,1,2,00,1,84453,1362,1296,883,1178,3371,92543,
20221001,062 ,0,1,00,1,8713,234,291,183,90,890,10401,
20221001,062 ,0,2,00,1,74272,1343,1174,867,1128,3149,81933,
20221001,062 ,1,1,00,1,8450,192,310,275,86,1037,10350,
20221001,062 ,1,2,00,1,89469,1690,1365,1224,1323,3894,98965,
20221001,063 ,0,1,00,1,1597,23,58,38,8,177,1901,
20221001,063 ,0,2,00,1,18065,242,130,166,222,786,19611,
20221001,063 ,1,1,00,1,1201,29,34,30,13,137,1444,
20221001,063 ,1,2,00,1,11559,189,113,174,231,551,12817,
20221001,064 ,0,1,00,1,6329,114,154,127,44,743,7511,
20221001,064 ,0,2,00,1,71072,874,1271,532,750,2909,77408,
20221001,064 ,1,1,00,1,6156,136,183,114,51,814,7454,
20221001,064 ,1,2,00,1,70756,965,1284,514,776,3104,77399,
20221001,065 ,0,1,00,1,2862,48,46,24,27,268,3275,
20221001,065 ,0,2,00,1,35055,343,1578,128,181,1155,38440,
20221001,065 ,1,1,00,1,3760,50,53,22,6,307,4198,
20221001,065 ,1,2,00,1,39556,377,1594,106,128,1298,43059,
20221001,066 ,0,1,00,1,1512,39,37,26,11,189,1814,
20221001,066 ,0,2,00,1,14874,255,123,148,119,636,16155,
20221001,066 ,1,1,00,1,1816,29,49,26,7,195,2122,
20221001,066 ,1,2,00,1,16576,217,114,136,94,587,17724,
20221001,067 ,0,1,00,1,6946,110,210,202,72,883,8423,
20221001,067 ,0,2,00,1,75230,957,1019,636,832,3282,81956,
20221001,067 ,1,1,00,1,6097,122,292,484,323,777,8095,
20221001,067 ,1,2,00,1,64886,946,966,631,877,2959,71265,
20221001,068 ,0,1,00,1,9356,177,347,239,106,1198,11423,
20221001,068 ,0,2,00,1,78505,1240,865,654,1604,4010,86878,
20221001,068 ,1,1,00,1,9915,210,338,309,196,1261,12229,
20221001,068 ,1,2,00,1,81791,1243,870,663,1373,4119,90059,
20221001,069 ,0,1,00,1,163,3,2,0,0,16,184,
20221001,069 ,0,2,00,1,1546,16,5,0,0,63,1630,
20221001,069 ,1,1,00,1,264,7,0,0,0,23,294,
20221001,069 ,1,2,00,1,2959,26,3,0,1,97,3086,
20221001,074 ,0,1,10,1,508,10,10,10,7,88,633,
20221001,074 ,0,2,10,1,6849,86,60,39,197,346,7577,
20221001,074 ,1,1,10,1,861,12,15,11,6,108,1013,
20221001,074 ,1,2,10,1,9639,115,67,57,128,449,10455,
20221001,091 ,0,1,00,1,204,7,17,8,9,23,268,
20221001,091 ,0,2,00,1,1159,34,19,22,47,59,1340,
20221001,091 ,1,1,00,1,178,10,21,9,9,24,251,
20221001,091 ,1,2,00,1,1300,28,25,41,77,70,1541,
20221001,092 ,0,1,00,1,558,5,21,15,15,80,694,
20221001,092 ,0,2,00,1,3498,74,132,35,190,203,4132,
20221001,092 ,1,1,00,1,352,1,11,9,8,46,427,
20221001,092 ,1,2,00,1,2617,40,97,25,155,143,3077,
20221001,101 ,0,1,00,0,9613,119,281,172,56,74,10315,
20221001,101 ,0,2,00,0,86822,1426,7926,1086,657,2870,100787,
20221001,101 ,1,1,00,0,8825,193,219,272,64,844,10417,
20221001,101 ,1,2,00,0,83868,1857,7556,1439,902,2900,98522,
20221001,102 ,0,1,00,0,2811,29,50,19,11,17,2937,
20221001,102 ,0,2,00,0,32364,288,829,73,152,1307,35013,
20221001,102 ,1,1,00,0,3023,39,58,34,9,366,3529,
20221001,102 ,1,2,00,0,33853,321,771,115,144,1436,36640,
20221001,103 ,0,1,00,0,2955,66,112,96,28,17,3274,
20221001,103 ,0,2,00,0,35088,909,1511,490,255,1334,39587,
20221001,103 ,1,1,00,0,3196,66,124,110,22,344,3862,
20221001,103 ,1,2,00,0,39362,919,1538,631,339,1465,44254,
20221001,104 ,0,1,00,0,127,0,5,11,1,1,145,
20221001,104 ,0,2,00,0,834,10,23,14,38,29,948,
20221001,104 ,1,1,00,0,178,3,5,8,2,9,205,
20221001,104 ,1,2,00,0,1338,11,16,17,45,25,1452,
20221001,105 ,0,1,00,0,1237,26,8,13,6,14,1304,
20221001,105 ,0,2,00,0,10611,142,183,134,85,372,11527,
20221001,105 ,1,1,00,0,1440,15,74,26,6,127,1688,
20221001,105 ,1,2,00,0,12266,146,175,95,67,493,13242,
20221001,106 ,0,1,00,0,2403,47,146,89,30,20,2735,
20221001,106 ,0,2,00,0,21183,770,789,410,238,950,24340,
20221001,106 ,1,1,00,0,1942,49,124,112,25,229,2481,
20221001,106 ,1,2,00,0,16021,619,751,438,299,680,18808,
20221001,107 ,0,1,00,0,2223,60,21,44,13,17,2378,
