집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20220601,011 ,0,1,00,1,6685,156,212,210,223,818,8304,
20220601,011 ,0,2,00,1,53126,1056,424,543,1961,2989,60099,
20220601,011 ,1,1,00,1,7272,154,338,330,212,947,9253,
20220601,011 ,1,2,00,1,56665,1098,467,611,2140,3176,64157,
20220601,012 ,0,1,00,1,246,6,8,2,4,19,285,
20220601,012 ,0,2,00,1,1069,11,23,20,78,32,1233,
20220601,012 ,1,1,00,1,182,4,4,2,3,12,207,
20220601,012 ,1,2,00,1,741,5,9,8,61,16,840,
20220601,013 ,0,1,00,1,403,15,12,18,3,37,488,
20220601,013 ,0,2,00,1,2247,38,22,26,102,60,2495,
20220601,013 ,1,1,00,1,438,20,16,23,5,39,541,
20220601,013 ,1,2,00,1,2341,36,29,28,96,53,2583,
20220601,025 ,0,1,08,1,7737,29,35,12,7,53,7873,
20220601,025 ,0,2,08,1,4226,11,13,3,29,193,4475,
20220601,025 ,1,1,08,1,8184,25,33,20,21,71,8354,
20220601,025 ,1,2,08,1,4858,17,16,5,95,236,5227,
20220601,029 ,0,1,00,1,1435,40,118,184,99,222,2098,
20220601,029 ,0,2,00,1,10865,129,126,138,1244,615,13117,
20220601,029 ,1,1,00,1,1723,58,116,172,92,256,2417,
20220601,029 ,1,2,00,1,11911,151,130,160,1305,698,14355,
20220601,053 ,0,1,00,1,2942,51,80,63,84,405,3625,
20220601,053 ,0,2,00,1,26359,388,311,230,887,1312,29487,
20220601,053 ,1,1,00,1,2838,54,85,92,73,390,3532,
20220601,053 ,1,2,00,1,25121,380,335,200,563,1253,27852,
20220601,056 ,0,1,00,1,166,6,3,3,0,11,189,
20220601,056 ,0,2,00,1,553,5,7,7,31,18,621,
20220601,056 ,1,1,00,1,114,4,5,3,0,13,139,
20220601,056 ,1,2,00,1,474,10,4,8,38,12,546,
20220601,057 ,0,1,00,1,70,3,0,2,0,11,86,
20220601,057 ,0,2,00,1,664,7,6,1,7,38,723,
20220601,057 ,1,1,00,1,53,2,0,1,3,7,66,
20220601,057 ,1,2,00,1,485,8,3,3,3,26,528,
20220601,058 ,0,1,00,1,31,0,2,2,0,7,42,
20220601,058 ,0,2,00,1,403,5,3,2,7,14,434,
20220601,058 ,1,1,00,1,51,3,7,1,0,6,68,
20220601,058 ,1,2,00,1,515,15,4,5,12,17,568,
20220601,061 ,0,1,00,1,5519,129,429,344,56,653,7130,
20220601,061 ,0,2,00,1,66983,1821,1222,1232,1125,2833,75216,
20220601,061 ,1,1,00,1,4899,143,293,377,94,569,6375,
20220601,061 ,1,2,00,1,62490,1619,1210,1365,1451,2609,70744,
20220601,062 ,0,1,00,1,7264,208,414,269,85,817,9057,
20220601,062 ,0,2,00,1,73548,2010,1374,1569,1562,3312,83375,
20220601,062 ,1,1,00,1,6983,219,386,318,89,798,8793,
20220601,062 ,1,2,00,1,71863,1920,1359,1875,1678,3297,81992,
20220601,063 ,0,1,00,1,915,31,61,37,7,93,1144,
20220601,063 ,0,2,00,1,10622,250,101,166,197,497,11833,
20220601,063 ,1,1,00,1,802,18,48,26,9,85,988,
20220601,063 ,1,2,00,1,7856,184,114,189,283,360,8986,
20220601,064 ,0,1,00,1,5068,114,204,150,65,630,6231,
20220601,064 ,0,2,00,1,55309,1100,923,589,880,2518,61319,
20220601,064 ,1,1,00,1,5185,123,238,148,55,670,6419,
20220601,064 ,1,2,00,1,58144,1189,986,566,836,2629,64350,
20220601,065 ,0,1,00,1,2539,39,35,16,19,243,2891,
20220601,065 ,0,2,00,1,29439,284,1289,82,162,974,32230,
20220601,065 ,1,1,00,1,3068,37,39,22,9,247,3422,
20220601,065 ,1,2,00,1,30305,277,1272,66,99,1019,33038,
20220601,066 ,0,1,00,1,1480,32,48,35,12,175,1782,
20220601,066 ,0,2,00,1,16608,338,142,134,242,744,18208,
20220601,066 ,1,1,00,1,1603,40,56,33,8,166,1906,
20220601,066 ,1,2,00,1,14561,268,120,148,212,601,15910,
20220601,067 ,0,1,00,1,5183,118,290,249,91,645,6576,
20220601,067 ,0,2,00,1,55552,1177,840,811,1177,2597,62154,
20220601,067 ,1,1,00,1,4670,113,288,275,122,605,6073,
20220601,067 ,1,2,00,1,52216,1032,849,971,1335,2455,58858,
20220601,068 ,0,1,00,1,7459,183,405,221,142,1023,9433,
20220601,068 ,0,2,00,1,67589,1429,758,767,1981,3440,75964,
20220601,068 ,1,1,00,1,8358,217,349,320,194,1055,10493,
20220601,068 ,1,2,00,1,71421,1450,757,788,1629,3591,79636,
20220601,069 ,0,1,00,1,93,3,1,0,0,15,112,
20220601,069 ,0,2,00,1,1099,16,0,0,0,29,1144,
20220601,069 ,1,1,00,1,134,6,0,0,0,23,163,
20220601,069 ,1,2,00,1,1958,20,1,0,0,33,2012,
20220601,074 ,0,1,10,1,384,14,25,11,13,46,493,
20220601,074 ,0,2,10,1,4808,80,61,50,307,243,5549,
20220601,074 ,1,1,10,1,536,12,15,19,9,57,648,
20220601,074 ,1,2,10,1,6174,101,58,61,112,329,6835,
20220601,091 ,0,1,00,1,211,16,18,27,9,24,305,
20220601,091 ,0,2,00,1,1331,44,23,225,76,72,1771,
20220601,091 ,1,1,00,1,179,19,26,38,7,27,296,
20220601,091 ,1,2,00,1,1385,39,33,340,92,71,1960,
20220601,092 ,0,1,00,1,433,9,36,12,7,63,560,
20220601,092 ,0,2,00,1,2835,65,78,53,107,166,3304,
20220601,092 ,1,1,00,1,338,11,27,11,7,39,433,
20220601,092 ,1,2,00,1,2421,52,99,43,104,140,2859,
20220601,101 ,0,1,00,0,7899,122,434,259,65,77,8856,
20220601,101 ,0,2,00,0,75644,1858,5558,1391,828,2627,87906,
20220601,101 ,1,1,00,0,7464,182,273,391,82,683,9075,
20220601,101 ,1,2,00,0,72284,2113,5792,1902,1174,2497,85762,
20220601,102 ,0,1,00,0,2675,43,44,165,16,40,2983,
20220601,102 ,0,2,00,0,30096,353,742,215,185,1224,32815,
20220601,102 ,1,1,00,0,2288,43,43,161,17,283,2835,
20220601,102 ,1,2,00,0,27376,352,642,159,148,1163,29840,
20220601,103 ,0,1,00,0,2604,64,166,222,27,19,3102,
20220601,103 ,0,2,00,0,30104,1095,1386,710,383,1203,34881,
20220601,103 ,1,1,00,0,2949,62,155,217,36,307,3726,
20220601,103 ,1,2,00,0,35267,1176,1459,845,466,1356,40569,
20220601,104 ,0,1,00,0,75,6,14,11,0,0,106,
20220601,104 ,0,2,00,0,547,13,12,26,49,18,665,
20220601,104 ,1,1,00,0,76,5,17,9,2,9,118,
20220601,104 ,1,2,00,0,515,16,9,28,33,14,615,
20220601,105 ,0,1,00,0,1230,12,23,81,14,5,1365,
20220601,105 ,0,2,00,0,9653,151,163,118,108,353,10546,
20220601,105 ,1,1,00,0,1385,18,51,123,12,124,1713,
20220601,105 ,1,2,00,0,10438,142,147,88,68,410,11293,
20220601,106 ,0,1,00,0,1649,71,267,204,39,22,2252,
20220601,106 ,0,2,00,0,15951,1148,1110,1002,468,785,20464,
20220601,106 ,1,1,00,0,2027,70,224,200,47,230,2798,
20220601,106 ,1,2,00,0,16767,1125,1122,957,522,848,21341,
20220601,107 ,0,1,00,0,1771,41,54,70,19,18,1973,
20220601,107 ,0,2,00,0,14598,259,432,129,107,747,16272,
20220601,107 ,1,1,00,0,1913,34,90,85,33,250,2405,
20220601,107 ,1,2,00,0,16626,312,455,156,137,865,18551,
20220601,108 ,0,1,00,0,2227,45,86,83,63,15,2519,
20220601,108 ,0,2,00,0,20450,393,886,279,513,809,23330,
20220601,108 ,1,1,00,0,2631,44,103,122,57,319,3276,
20220601,108 ,1,2,00,0,19956,395,894,278,488,788,22799,
20220601,109 ,0,1,00,0,253,15,27,41,1,3,340,
20220601,109 ,0,2,00,0,1986,102,82,93,65,82,2410,
20220601,109 ,1,1,00,0,353,16,28,33,4,47,481,
20220601,109 ,1,2,00,0,1986,104,87,98,70,88,2433,
