지자체명,연월,영업대수,영엽횟수(회),운행거리(km),영업거리(km),공차거리(km),운행시간(초),영업시간(초),공차시간(초),합계
경상남도 함양군,2023-03,2028,12911,326187,66182.4,260004.5,45350614,6315993,39034621,합계
경상남도 거창군,2023-03,4100,66041,708737,223172.4,485564.5,104067917,25057621,79010296,합계
경상남도 합천군,2023-03,1919,7905,366068,86191.5,279876.4,38648440,8376638,30271802,합계
제주특별자치도,2023-03,37585,769602,8129183.9,4223141.1,3996581.8,1281857370,510229619,771627751,합계
서울특별시,2023-04,986259,14347837,206890195.8,119435874.4,156879478.5,33379996985,15532165647,17847831338,합계
부산광역시,2023-04,347375,6368969,63205310.9,35611828.5,28016200.4,11320364600,4860743525,6459621075,합계
대구광역시,2023-04,64668,1124190,11881507.7,6104350.3,5778537.6,2081412473,801477188,1279935285,합계
인천광역시,2023-04,264672,4580734,52807629.8,30010494.1,23629613.8,8876729911,3902664809,4974065102,합계
광주광역시,2023-04,52264,1275435,11705536.7,7208026.2,4833517.7,1905531544,913686200,991845344,합계
대전광역시,2023-04,85455,1966581,16269507.2,9883493,6419011.9,2898230096,1412695566,1485534530,합계
울산광역시,2023-04,121802,2241447,22799647.7,11708060.4,12504999.5,3906084004,1436743456,2469340548,합계
세종특별자치시,2023-04,4878,109727,1467769,726032,741736.9,190880244,71991465,118888779,합계
경기도 수원시,2023-04,25489,574831,6458393.4,3960271.8,2855000.1,1080924723,495114989,585809734,합계
경기도 성남시,2023-04,17268,338955,4344192.3,2345189.9,2074358,655357746,265864185,389493561,합계
경기도 의정부시,2023-04,8058,224437,2156327.6,1201623.2,1221013.7,354447849,154050549,200397300,합계
경기도 안양시,2023-04,24136,488248,5538035.2,2961018.7,2687200.2,910459432,375837205,534622227,합계
경기도 부천시,2023-04,18856,333127,3978719.8,1881763.1,13191283.8,625190145,268109421,357080724,합계
경기도 광명시,2023-04,4440,48618,952364,420019.2,532344.7,158079437,46995242,111084195,합계
경기도 평택시,2023-04,7524,156571,1735278.8,919631.1,1479940.8,265837121,109257777,156579344,합계
경기도 동두천시,2023-04,2470,44225,518508.1,202547.9,482783,96571045,22636982,73934063,합계
경기도 안산시,2023-04,9868,265248,2391454.5,1406794.8,989204.1,387380267,182706316,204673951,합계
경기도 고양시,2023-04,4838,96676,1420806,851169.3,574803.6,226183499,93092883,133090616,합계
경기도 과천시,2023-04,1964,46930,528102,314946.2,213155.7,83044268,36847970,46196298,합계
경기도 구리시,2023-04,4082,101131,1211171,707485.9,503685,177365196,78914454,98450742,합계
경기도 남양주시,2023-04,16755,335528,3885649,2225098.3,1660550.6,618330016,252172904,366157112,합계
경기도 오산시,2023-04,3245,57661,831949.4,485207.2,354317.7,130260613,55837236,74423377,합계
경기도 시흥시,2023-04,27998,431372,5267431,2646482,2620948.9,914587728,330372447,584215281,합계
경기도 군포시,2023-04,1155,25827,294837,170333.5,124503.4,46980912,20030205,26950707,합계
경기도 의왕시,2023-04,636,12449,138774,80756.3,58017.6,23455021,9608640,13846381,합계
경기도 하남시,2023-04,19,126,5345,1077.6,4267.3,780086,110664,669422,합계
경기도 용인시,2023-04,34664,464957,7678632.7,3655883.2,5347207.7,1138887284,411893490,726993794,합계
경기도 파주시,2023-04,,,,,,,,,합계
경기도 이천시,2023-04,3740,92835,1061223.6,550239.2,546381.7,170893984,60128791,110765193,합계
경기도 안성시,2023-04,486,8574,116125,53775.5,62349.4,18683800,5433274,13250526,합계
경기도 김포시,2023-04,3446,75725,1009661.9,645415.1,524854.8,142555007,67596485,74958522,합계
경기도 화성시,2023-04,5887,92159,1800859,881275.4,919583.5,258018505,90938376,167080129,합계
경기도 광주시,2023-04,1600,24766,412559,231321.3,181237.6,58103498,22009410,36094088,합계
경기도 양주시,2023-04,1720,40921,458550,244403.4,214146.6,67169102,27977955,39191147,합계
경기도 포천시,2023-04,234,2948,49003,18492.7,30510.2,5463992,1907043,3556949,합계
경기도 여주시,2023-04,632,15103,166340,78392.6,87947.3,25346895,8307206,17039689,합계
경기도 연천군,2023-04,98,2230,35531,14355,21175.9,4433840,1184121,3249719,합계
경기도 가평군,2023-04,1054,21351,302111,135294.4,166816.5,37994426,12004447,25989979,합계
경기도 양평군,2023-04,588,14040,175699,70916.7,104782.2,21895011,7074998,14820013,합계
강원특별자치도 춘천시,2023-04,31181,794097,5158015.2,2538260.2,2627132.7,1036453087,389211468,647241619,합계
강원특별자치도 원주시,2023-04,27989,653198,4852185.1,2466178.9,2461418,917674135,331053201,586620934,합계
강원특별자치도 강릉시,2023-04,7990,183449,1457272,704920.5,752351.4,269382371,92486654,176895717,합계
강원특별자치도 동해시,2023-04,7960,166255,1204741,567176.4,637564.5,255231971,67660281,187571690,합계
강원특별자치도 태백시,2023-04,1486,37011,337186,125037.7,212148.2,53933877,12686875,41247002,합계
강원특별자치도 속초시,2023-04,10874,262960,1800930.8,800616,1056647.9,340919210,109963373,230955837,합계
강원특별자치도 삼척시,2023-04,2755,86972,555397.9,243468.8,340916.1,109583871,29899651,79684220,합계
강원특별자치도 홍천군,2023-04,3112,41606,596040,152483.2,443556.7,115531525,15063059,100468466,합계
강원특별자치도 횡성군,2023-04,1180,17019,253885,85668.4,168216.5,42638682,8063789,34574893,합계
강원특별자치도 영월군,2023-04,2541,43106,481938,136481,345456.9,82196776,14591474,67605302,합계
강원특별자치도 평창군,2023-04,2594,22000,451613,159247.1,292365.8,45667873,12747339,32920534,합계
강원특별자치도 정선군,2023-04,4668,72096,1163434,457309,706124.9,159586083,34258330,125327753,합계
강원특별자치도 철원군,2023-04,2192,29307,401214,171347.9,229866,62563478,14736043,47827435,합계
강원특별자치도 화천군,2023-04,1180,16719,234181,96613.5,137567.4,36702532,7891805,28810727,합계
강원특별자치도 양구군,2023-04,954,14772,262889,119454.5,143434.4,26614700,9071866,17542834,합계
강원특별자치도 인제군,2023-04,1145,13607,247106,96457.6,150648.3,32412012,6942320,25469692,합계
강원특별자치도 고성군,2023-04,1538,16159,338385,128996.2,209388.7,57467267,10757777,46709490,합계
강원특별자치도 양양군,2023-04,2028,24235,362661,145975.4,216685.5,64891497,12443647,52447850,합계
충청북도 청주시,2023-04,80148,1632522,15326202.7,8246248,7174185.9,2578753216,1138753797,1439999419,합계
충청북도 충주시,2023-04,22203,511432,4075295,1835160.2,2240134.7,717356761,239832508,477524253,합계
충청북도 제천시,2023-04,10358,200448,1773541.6,656035.4,1118852.5,305635378,86655035,218980343,합계
충청북도 보은군,2023-04,1776,10122,313941,83708.9,230232,40682517,8691718,31990799,합계
충청북도 옥천군,2023-04,3455,55207,585614,199726.7,385887.2,112333856,23879920,88453936,합계
충청북도 영동군,2023-04,2758,38001,522586,166709.9,355876,86731507,16662385,70069122,합계
충청북도 증평군,2023-04,2813,37669,568188,180764.9,387423,93215265,19885053,73330212,합계
충청북도 진천군,2023-04,2955,64410,808207.8,337245.9,483688,107792515,32444372,75348143,합계
충청북도 괴산군,2023-04,1356,11243,320216,111546.1,208669.8,34864736,10192007,24672729,합계
충청북도 음성군,2023-04,5412,102381,1478970,602077.6,876892.3,203977179,54062407,149914772,합계
충청북도 단양군,2023-04,,,,,,,,,합계
충청남도 천안시,2023-04,21297,463327,4105939.9,2376832.5,1734129.4,659467007,325052194,334414813,합계
충청남도 공주시,2023-04,1275,20780,269521,103812.9,165708,45982275,10984355,34997920,합계
충청남도 보령시,2023-04,7175,136259,1274868,531441.2,743426.7,256656255,61929764,194726491,합계
충청남도 아산시,2023-04,6962,174892,1935801.8,1031428.5,952656.4,286656988,109579216,177077772,합계
충청남도 서산시,2023-04,2253,61846,535596.4,251312.2,353771.7,102053560,31698031,70355529,합계
충청남도 논산시,2023-04,1176,14588,197860,65264.9,132595,26286514,7239191,19047323,합계
충청남도 계룡시,2023-04,1449,28132,345986,147267.6,198718.3,50222712,14972532,35250180,합계
충청남도 당진시,2023-04,2557,49696,674699,268108.4,406590.5,92703532,25793174,66910358,합계
충청남도 금산군,2023-04,,,,,,,,,합계
충청남도 부여군,2023-04,317,3039,67491,19661.8,47829.1,10923662,1858710,9064952,합계
충청남도 서천군,2023-04,302,3032,66133,17419.7,48713.2,8538918,1569654,6969264,합계
충청남도 청양군,2023-04,246,1363,47017,11548.5,35468.4,6114559,1238720,4875839,합계
충청남도 홍성군,2023-04,2471,51273,504803,207762.1,297040.8,87826831,22046532,65780299,합계
충청남도 예산군,2023-04,1414,24290,316375,110453.8,205921.1,51879016,10743300,41135716,합계
충청남도 태안군,2023-04,1399,16714,275856,85212.3,190643.6,45478573,8179287,37299286,합계
전북특별자치도 전주시,2023-04,37938,996499,7472197.6,4111977.6,3362065.3,1327932245,616064429,711867816,합계
전북특별자치도 군산시,2023-04,29829,696055,5407820.7,2625695.7,2798024.2,884596631,355348726,529247905,합계
전북특별자치도 익산시,2023-04,6009,142657,1166705,549853.3,616851.6,218670366,71239883,147430483,합계
전북특별자치도 정읍시,2023-04,11428,219354,1996175.7,757775.1,1241517.8,374814248,93960607,280853641,합계
전북특별자치도 남원시,2023-04,6411,120106,1078117,392607.3,685509.6,212117674,48016291,164101383,합계
전북특별자치도 김제시,2023-04,6748,105139,1100305.2,365717.4,743882.5,181665625,45748503,135917122,합계
전북특별자치도 완주군,2023-04,692,15438,149127,74157.4,74969.5,23678421,9994513,13683908,합계
전북특별자치도 진안군,2023-04,837,6248,197403,49710.4,147692.5,21967307,5174068,16793239,합계
전북특별자치도 무주군,2023-04,442,3113,81322,23081.8,58240.1,10265868,2577422,7688446,합계
전북특별자치도 장수군,2023-04,591,2040,130660,26910.5,103749.4,11622389,2903451,8718938,합계
전북특별자치도 임실군,2023-04,721,4844,159693,58668.4,101024.5,17461707,5316353,12145354,합계
전북특별자치도 순창군,2023-04,1070,8194,223685,68640.4,155044.5,29317698,7254345,22063353,합계
전북특별자치도 고창군,2023-04,242,3222,46561,14379.8,32181.1,7334222,1465252,5868970,합계
전북특별자치도 부안군,2023-04,392,4528,73392,22932.6,50459.3,10335620,2352117,7983503,합계
전라남도 목포시,2023-04,29631,712858,5564917.1,2486635.2,3522405.7,961188986,368360574,592828412,합계
전라남도 여수시,2023-04,30496,758334,6198278.1,3207203.4,2999995.5,1027454073,406057038,621397035,합계
전라남도 순천시,2023-04,9156,266840,2023279.1,1082743.6,1203228.3,352384085,140247283,212136802,합계
전라남도 나주시,2023-04,9,129,1892,734.6,1157.3,772722,63186,709536,합계
전라남도 광양시,2023-04,7064,151267,1398786.1,698838.2,817470.7,251553762,78723502,172830260,합계
전라남도 담양군,2023-04,1933,14606,331466,104307.8,227158.1,51262467,10183811,41078656,합계
전라남도 곡성군,2023-04,250,981,54224,10111.1,44112.8,5541005,868781,4672224,합계
전라남도 구례군,2023-04,442,4786,85300,20737.6,64562.3,14032015,1860171,12171844,합계
전라남도 고흥군,2023-04,454,2808,91745,17063.3,74681.6,11117565,1768929,9348636,합계
전라남도 보성군,2023-04,2026,15945,421189,125854.4,295334.5,40716236,10837971,29878265,합계
전라남도 화순군,2023-04,1670,28615,311717,118950.5,192766.4,62091077,14832459,47258618,합계
전라남도 장흥군,2023-04,,,,,,,,,합계
전라남도 강진군,2023-04,,,,,,,,,합계
전라남도 해남군,2023-04,,,,,,,,,합계
전라남도 영암군,2023-04,227,1811,54037,13472.9,40564,3454272,1294546,2159726,합계
전라남도 무안군,2023-04,3398,51233,799060,299694.9,499365,102774464,30891303,71883161,합계
전라남도 함평군,2023-04,542,2053,108353,19079.9,89273,11529065,1701419,9827646,합계
전라남도 영광군,2023-04,2651,32030,551041,148092.2,402948.7,100107867,15578751,84529116,합계
전라남도 장성군,2023-04,2313,19332,447905,126484,321420.9,83320697,11458257,71862440,합계
전라남도 완도군,2023-04,2690,34654,524990,146615.9,378374,73707611,16301723,57405888,합계
전라남도 진도군,2023-04,1433,6800,333947,85251.6,248695.3,33555744,7831620,25724124,합계
전라남도 신안군,2023-04,1153,10130,226571,70561,156009.9,25608346,7655260,17953086,합계
경상북도 포항시,2023-04,36705,794798,7007409.9,3608738.7,3767330.2,1166964227,477260810,689703417,합계
경상북도 경주시,2023-04,23039,482354,4922542.1,2320597.7,2618762.2,749090518,263344417,485746101,합계
경상북도 김천시,2023-04,6106,113408,1126779,535500.8,591278.1,194555669,59952915,134602754,합계
경상북도 안동시,2023-04,2458,59176,522183,229065.7,293117.2,65410265,28219329,37190936,합계
경상북도 구미시,2023-04,737,16127,159778,83938.1,75839.8,28247412,9972426,18274986,합계
경상북도 영주시,2023-04,7468,160004,1160885,443660.7,717224.2,223646127,62491117,161155010,합계
경상북도 영천시,2023-04,6371,115269,1094459,415150.4,679308.5,173208194,50228451,122979743,합계
경상북도 상주시,2023-04,3854,67504,492021,171332,320688.9,125935141,25346817,100588324,합계
경상북도 문경시,2023-04,,,,,,,,,합계
경상북도 경산시,2023-04,3803,69007,782934,384622.7,398311.2,129639322,44825645,84813677,합계
경상북도 의성군,2023-04,1771,8984,350613,69528.9,281084,42574321,5858075,36716246,합계
경상북도 청송군,2023-04,994,5454,189632,52746.1,136885.8,20417075,4602137,15814938,합계
경상북도 영양군,2023-04,771,3748,140009,41027.8,98981.1,15121649,3961145,11160504,합계
경상북도 영덕군,2023-04,1703,16595,297183,99871.5,197311.4,27122078,9095651,18026427,합계
경상북도 청도군,2023-04,1157,8478,179490,55515.8,123974.1,25012322,5523985,19488337,합계
경상북도 고령군,2023-04,222,1258,53357,13695.9,39661,6961030,1105421,5855609,합계
경상북도 성주군,2023-04,,,,,,,,,합계
경상북도 칠곡군,2023-04,206,3699,49536,20426.3,29109.6,7646650,2000167,5646483,합계
경상북도 예천군,2023-04,1308,12056,249797,65866.4,183930.5,31444621,5805684,25638937,합계
경상북도 봉화군,2023-04,1085,3571,189225,33444.5,155780.4,20587866,2701780,17886086,합계
경상북도 울진군,2023-04,725,8985,162653,49545.2,113107.7,18743250,3937358,14805892,합계
경상북도 울릉군,2023-04,175,1963,23879,6937,16941.9,4755443,983495,3771948,합계
경상남도 창원시,2023-04,60396,1207895,12242243.2,5881406.2,7542820.7,2041734821,720120892,1321613929,합계
경상남도 진주시,2023-04,32990,791142,6586708,3293028.1,3293679.8,1093042862,403252778,689790084,합계
경상남도 통영시,2023-04,12171,301681,2605777,1154282.3,1451494.6,416693523,147376278,269317245,합계
경상남도 사천시,2023-04,11065,250683,2136136,897187.2,1238948.7,382262132,102640654,279621478,합계
경상남도 김해시,2023-04,10301,253202,2429398,1193029.5,1236368.4,411339111,150665294,260673817,합계
경상남도 밀양시,2023-04,5317,88248,939815,343646.4,596168.5,157502564,39279575,118222989,합계
경상남도 거제시,2023-04,14441,372242,3125126.1,1616857,1518131.9,556902424,188949613,367952811,합계
경상남도 양산시,2023-04,6207,145019,1343312,640351.3,702960.6,239959696,76621714,163337982,합계
경상남도 의령군,2023-04,1129,6751,209222,59105.3,150116.6,19395103,5182748,14212355,합계
경상남도 함안군,2023-04,3076,28906,583889,195903.6,387985.3,81373453,19117247,62256206,합계
경상남도 창녕군,2023-04,3066,19396,565687,141052.2,424634.7,76617908,13790610,62827298,합계
경상남도 고성군,2023-04,2425,25774,461026,142244.5,318781.4,62915874,14926645,47989229,합계
경상남도 남해군,2023-04,845,9717,194161,49912,144248.9,26040541,4476847,21563694,합계
경상남도 하동군,2023-04,1810,7469,392045,72446.4,319598.5,36167521,6189544,29977977,합계
경상남도 산청군,2023-04,851,7024,153102,61862.6,91239.4,14761063,5526181,9234882,합계
경상남도 함양군,2023-04,2029,14447,346156,72387.4,273768.5,45797705,7133359,38664346,합계
경상남도 거창군,2023-04,3941,65826,711727,226791.9,484935,100559381,25347440,75211941,합계
경상남도 합천군,2023-04,1900,8492,385584,88212.9,297371,40910984,8712828,32198156,합계
제주특별자치도,2023-04,37472,798027,8466203.9,4570253.8,4039286.1,1290533222,545993208,744540014,합계
서울특별시,2023-05,1019186,14542233,209819113.8,121835298.8,122815517.1,33809001720,15891723055,17917278665,합계
부산광역시,2023-05,432867,7853236,77674802,44235375,33747084.9,13927540361,6119629593,7807910768,합계
대구광역시,2023-05,65019,1147974,12070233,6253299.4,5816933.5,2082629424,824622096,1258007328,합계
인천광역시,2023-05,284082,4794391,55754260.2,31748774.4,24657687.5,9332426978,4125684743,5206742235,합계
광주광역시,2023-05,53055,1278045,11744433.9,7264721.9,4795401,1918310375,928849657,989460718,합계
대전광역시,2023-05,90030,2052717,16988593.6,10376946.1,6663074.8,3026517128,1483015535,1543501593,합계
울산광역시,2023-05,125733,2319323,23472279.8,12134620.1,12396106.8,4012035432,1505835184,2506200248,합계
세종특별자치시,2023-05,8397,168479,2235130,1108002.4,1127127.5,304129122,112576775,191552347,합계
경기도 수원시,2023-05,41959,841129,9123558.9,5540085.6,4077780.3,1559756281,726119191,833637090,합계
경기도 성남시,2023-05,18042,347569,4431788.7,2387666.7,2186917.2,672825096,272309594,400515502,합계
경기도 의정부시,2023-05,8501,230949,2202474.2,1230088.9,1294657,367137355,159107548,208029807,합계
경기도 안양시,2023-05,37026,703590,7580526,4079940.8,3500585.1,1300275805,533579318,766696487,합계
경기도 부천시,2023-05,19353,335148,4080699.4,1916091.7,11843660.2,631823940,272183041,359640899,합계
경기도 광명시,2023-05,4529,48055,955218.5,420518,540100.9,160044358,46969842,113074516,합계
경기도 평택시,2023-05,9301,184356,2422068.6,1266123.7,2058090.2,375321016,146629849,228691167,합계
경기도 동두천시,2023-05,2722,48457,564793.1,215307.7,527292.2,103337039,24523165,78813874,합계
경기도 안산시,2023-05,10228,262873,2382736.2,1399619.6,1008769.3,389267749,182904543,206363206,합계
경기도 고양시,2023-05,2340,32318,647403,312558.9,334844,102320736,31808929,70511807,합계
경기도 과천시,2023-05,1960,48866,548115,327585.5,220529.4,85040220,37951177,47089043,합계
경기도 구리시,2023-05,4140,101986,1227888,717824.2,510063.7,180615413,80448244,100167169,합계
경기도 남양주시,2023-05,15808,312194,3592749,2042951.3,1549797.6,576771132,235171070,341600062,합계
경기도 오산시,2023-05,3315,53304,769844.6,448882.5,346853.4,121962952,52279223,69683729,합계
경기도 시흥시,2023-05,28664,440421,5338389,2698257.1,2640131.8,929246676,335565249,593681427,합계
경기도 군포시,2023-05,1112,24945,280171,161196.6,118974.3,44912885,19019695,25893190,합계
경기도 의왕시,2023-05,710,13750,154707,90277.6,64429.3,25725632,10780348,14945284,합계
경기도 하남시,2023-05,487,9511,148432,79874.8,68557.1,20489494,8452074,12037420,합계
경기도 용인시,2023-05,37155,480887,8093930.3,3807123.8,5374129.1,1201431904,428775833,772656071,합계
경기도 파주시,2023-05,,,,,,,,,합계
경기도 이천시,2023-05,3750,91032,1036869,542240.1,810836.8,167384531,59517226,107867305,합계
경기도 안성시,2023-05,60,955,13692,6120.1,7571.8,2146946,633815,1513131,합계
경기도 김포시,2023-05,3630,74478,1038879.1,656830.6,400195.3,147137238,67821146,79316092,합계
경기도 화성시,2023-05,5865,88430,1721238,851374.9,869863,245793528,88117217,157676311,합계
경기도 광주시,2023-05,1640,24390,403238.4,228723.9,185666,57447670,21749659,35698011,합계
경기도 양주시,2023-05,1833,42929,482213,260312.2,221900.7,71147593,29903926,41243667,합계
경기도 포천시,2023-05,311,3483,72453,22926,49526.9,7042832,2276890,4765942,합계
경기도 여주시,2023-05,752,18133,193299,89621.3,103677.6,29982315,9725161,20257154,합계
경기도 연천군,2023-05,,,,,,,,,합계
경기도 가평군,2023-05,1082,21411,320646,144001.1,176644.8,39894033,12844701,27049332,합계
경기도 양평군,2023-05,576,13870,168849,71442.9,97406,21360508,7087779,14272729,합계
강원특별자치도 춘천시,2023-05,32300,827665,5325153,2647693.7,2677459.2,1067776453,408773571,659002882,합계
강원특별자치도 원주시,2023-05,28556,673649,4987620.9,2557282.6,2482982.3,930526616,345609499,584917117,합계
강원특별자치도 강릉시,2023-05,8619,202237,1587935,782158.5,805776.4,287336385,102767341,184569044,합계
강원특별자치도 동해시,2023-05,10268,217213,1582927.3,751664.8,840411.1,328766741,90249984,238516757,합계
강원특별자치도 태백시,2023-05,1750,45515,397450,154152.8,243297.1,63676695,15821617,47855078,합계
강원특별자치도 속초시,2023-05,10843,264517,1804116,815682.7,988433.2,338154010,112428511,225725499,합계
강원특별자치도 삼척시,2023-05,2804,89470,557685.9,250469.1,323951.8,110567187,31186461,79380726,합계
강원특별자치도 홍천군,2023-05,3303,42451,629754,155630.8,474123.1,122319434,15445321,106874113,합계
강원특별자치도 횡성군,2023-05,1209,17705,269008,91431.6,177576.3,43420982,8718322,34702660,합계
강원특별자치도 영월군,2023-05,2460,43080,476334,137601.9,338732,77522216,14587758,62934458,합계
강원특별자치도 평창군,2023-05,2659,24312,501269,182989.2,318279.7,49451519,14575784,34875735,합계
강원특별자치도 정선군,2023-05,5068,80817,1304419,508836.6,795582.3,172193161,38259029,133934132,합계
강원특별자치도 철원군,2023-05,2297,31205,432500,184507.2,247992.7,68373202,15952622,52420580,합계
강원특별자치도 화천군,2023-05,1223,16617,244163,99996.5,144166.4,37652224,8168970,29483254,합계
강원특별자치도 양구군,2023-05,1011,15934,285964,130282.2,155681.7,29066844,9937359,19129485,합계
강원특별자치도 인제군,2023-05,1222,14525,278012,106690.4,171321.5,35560389,7829812,27730577,합계
강원특별자치도 고성군,2023-05,1585,17018,360257,135326,224930.9,59887998,11444887,48443111,합계
강원특별자치도 양양군,2023-05,2131,27612,438906,180636.2,258269.7,72331285,14961219,57370066,합계
충청북도 청주시,2023-05,83480,1694474,15845983.6,8577725.9,7570428,2679775224,1187706255,1492068969,합계
충청북도 충주시,2023-05,23122,534444,4212342,1918769.4,2293572.5,740727939,252082520,488645419,합계
충청북도 제천시,2023-05,10928,210344,1876092.5,691935.2,1200845.7,320829274,92080710,228748564,합계
충청북도 보은군,2023-05,1786,9913,313019,82355.3,230663.6,40511875,8861421,31650454,합계
충청북도 옥천군,2023-05,3582,56568,598999,206307.2,392691.7,115628077,25024379,90603698,합계
충청북도 영동군,2023-05,2814,40218,532004,172085,359918.9,87780068,17365671,70414397,합계
충청북도 증평군,2023-05,2864,38084,560033.1,180572.5,380999.4,94933642,20110656,74822986,합계
충청북도 진천군,2023-05,3015,65165,840421,347031.1,493389.8,109774081,33682382,76091699,합계
충청북도 괴산군,2023-05,1396,12055,337254,117561.8,219692.1,36524175,10881751,25642424,합계
충청북도 음성군,2023-05,5573,105016,1520177,621789,898387.9,211910414,56527264,155383150,합계
충청북도 단양군,2023-05,,,,,,,,,합계
충청남도 천안시,2023-05,23857,526257,4829143,2736548.4,2092594.5,762861773,366772477,396089296,합계
충청남도 공주시,2023-05,1290,21497,269515,104583.9,164931,46688240,11438459,35249781,합계
충청남도 보령시,2023-05,7436,143886,1349267,576460.5,772806.4,265815723,66835132,198980591,합계
충청남도 아산시,2023-05,7522,190248,2079236.2,1119984.9,1062656,307501724,118133748,189367976,합계
충청남도 서산시,2023-05,2408,60739,551200,250423.6,300776.3,109336610,29668108,79668502,합계
충청남도 논산시,2023-05,1165,14560,208379,70019.8,139766.1,26903600,7605552,19298048,합계
충청남도 계룡시,2023-05,1519,30386,363660,161640.6,202019.3,52451879,16024095,36427784,합계
충청남도 당진시,2023-05,2627,49319,683787.9,265654.5,454007.4,94583080,25788579,68794501,합계
충청남도 금산군,2023-05,,,,,,,,,합계
충청남도 부여군,2023-05,311,3282,66174,19136.4,47037.5,10998250,1938894,9059356,합계
충청남도 서천군,2023-05,439,4414,91690,24768.1,66921.8,12399289,2300201,10099088,합계
충청남도 청양군,2023-05,383,2232,70624,18956.4,51667.5,10068891,2082691,7986200,합계
충청남도 홍성군,2023-05,2600,56206,535416,222934.4,312481.5,93267823,24041557,69226266,합계
충청남도 예산군,2023-05,1456,24892,319025,111559.3,207465.6,52158447,10926055,41232392,합계
충청남도 태안군,2023-05,1457,17292,284130,86831.8,202586.1,47835638,8464489,39371149,합계
전북특별자치도 전주시,2023-05,38121,999307,7465017.6,4146042.7,3325145.2,1318284368,620389532,697894836,합계
전북특별자치도 군산시,2023-05,30562,711145,5485850.5,2683763.7,2804771.2,898839052,363854977,534984075,합계
전북특별자치도 익산시,2023-05,6177,147858,1207387,569849.7,637537.2,223550203,74467962,149082241,합계
전북특별자치도 정읍시,2023-05,11646,222904,2020426.4,766427.4,1256046.5,378486238,94917491,283568747,합계
전북특별자치도 남원시,2023-05,6706,128411,1143069,422590.5,720478.4,225904694,52424839,173479855,합계
전북특별자치도 김제시,2023-05,7099,109977,1141875,380406.9,761468,188340711,47834369,140506342,합계
전북특별자치도 완주군,2023-05,761,16691,161273,81522.2,79750.7,25195759,10956776,14238983,합계
전북특별자치도 진안군,2023-05,865,6268,198316,50703.2,147612.7,21964074,5193473,16770601,합계
전북특별자치도 무주군,2023-05,490,3287,97130,27938.1,69191.8,11498986,3028605,8470381,합계
전북특별자치도 장수군,2023-05,588,1966,128937,25657.1,103279.8,11584307,2769676,8814631,합계
전북특별자치도 임실군,2023-05,735,4864,161873,59169.7,102703.2,17634325,5317181,12317144,합계
전북특별자치도 순창군,2023-05,1089,8052,216617,68908.8,147708.1,29734548,7758858,21975690,합계
전북특별자치도 고창군,2023-05,227,2861,45219,12302.8,32916.1,7200351,1250248,5950103,합계
전북특별자치도 부안군,2023-05,404,5438,79932,25559.1,54372.8,11594041,2601698,8992343,합계
전라남도 목포시,2023-05,31282,751255,5865538.8,2612923.8,3593449.1,1015259002,387900716,627358286,합계
전라남도 여수시,2023-05,32979,847869,6651851.4,3564123,3091739.9,1118389047,456136506,662252541,합계
전라남도 순천시,2023-05,9249,267284,2038292.8,1098227.8,1045779.1,348501203,140780519,207720684,합계
전라남도 나주시,2023-05,,,,,,,,,합계
전라남도 광양시,2023-05,8297,157797,1609993.4,728491.7,1060479.2,304702820,82359229,222343591,합계
전라남도 담양군,2023-05,2065,15377,343430,106713.5,236716.4,53679268,10337695,43341573,합계
전라남도 곡성군,2023-05,202,756,45434,8289.8,37144.1,4391924,704675,3687249,합계
전라남도 구례군,2023-05,454,4770,88858,20663.5,68194.4,14627613,1786548,12841065,합계
전라남도 고흥군,2023-05,782,5125,170857,34538.5,136318.4,20401990,3408864,16993126,합계
전라남도 보성군,2023-05,1912,15247,408202,123175.7,285026.2,39690671,10406123,29284548,합계
전라남도 화순군,2023-05,1763,30117,328986,123911.8,205074.1,65035281,14888115,50147166,합계
전라남도 장흥군,2023-05,199,1287,44165,12464.3,31700.6,4388056,926478,3461578,합계
전라남도 강진군,2023-05,,,,,,,,,합계
전라남도 해남군,2023-05,,,,,,,,,합계
전라남도 영암군,2023-05,261,2235,61396,16623.8,44772.1,4527301,1668998,2858303,합계
전라남도 무안군,2023-05,3530,52675,834081,310074.6,524006.3,107767974,32006230,75761744,합계
전라남도 함평군,2023-05,553,2141,109513,20636.1,88876.8,11823976,1897463,9926513,합계
전라남도 영광군,2023-05,2783,33909,581048,152222.1,428825.8,106772451,16868045,89904406,합계
전라남도 장성군,2023-05,2436,20997,461419,131306.4,330112.5,86905449,12252987,74652462,합계
전라남도 완도군,2023-05,2785,37386,575038,163662.2,411375.7,77766533,18086338,59680195,합계
전라남도 진도군,2023-05,1438,6387,319385,78750,240634.9,32067832,7279810,24788022,합계
전라남도 신안군,2023-05,1171,10554,237710,75825,161884.9,26921826,8529638,18392188,합계
경상북도 포항시,2023-05,37647,818380,7128522.2,3729256.6,3437948.3,1182115130,498113384,684001746,합계
경상북도 경주시,2023-05,25714,536648,5375566,2506381.5,2869184.4,834875811,287448655,547427156,합계
경상북도 김천시,2023-05,7591,144324,1419735,687032.2,732702.7,245438099,76730706,168707393,합계
경상북도 안동시,2023-05,4063,97823,846627,380663.5,465963.4,107900349,47137670,60762679,합계
경상북도 구미시,2023-05,991,22165,215238,115565,99672.9,37672319,13989258,23683061,합계
