지자체명,연월,영업대수,영엽횟수(회),운행거리(km),영업거리(km),공차거리(km),운행시간(초),영업시간(초),공차시간(초),합계
서울특별시,2022-01,80991,1590195,14369547.2,9404687.9,5322745,2511381783,1384236976,1127144807,합계
부산광역시,2022-01,164261,3078468,32413953.1,16945465.8,15528196.1,5942284108,2241190620,3701093488,합계
대구광역시,2022-01,84599,1560105,15771943.9,8136169.9,7700787,2817630870,1107964992,1709665878,합계
인천광역시,2022-01,97800,1963765,21828482.2,12491339.8,9505650.1,3564584256,1598602112,1965982144,합계
광주광역시,2022-01,52753,1254530,11507218.7,6711085.9,4852638,1991861758,866786971,1125074787,합계
대전광역시,2022-01,51891,1358160,10933333.4,6525629.1,4526528.8,1873453860,914764496,958689364,합계
울산광역시,2022-01,108208,2138060,20691921.2,10509640.8,11549298.1,3701477429,1318154269,2383323160,합계
세종특별자치시,2022-01,3168,85825,1029941,512513.3,517427.6,145732309,52992402,92739907,합계
경기도 수원시,2022-01,26692,611482,6573903.4,3800704.1,3462854.8,1197588542,489978879,707609663,합계
경기도 성남시,2022-01,23019,458008,5751807.1,3084352.8,2717274.1,905647864,350096737,555551127,합계
경기도 의정부시,2022-01,2025,57534,545033.5,297753.6,266256.3,93173703,38792373,54381330,합계
경기도 안양시,2022-01,26655,585223,5964392,3308897.1,2655494.8,1060440707,426438822,634001885,합계
경기도 부천시,2022-01,8441,159136,2223908.4,896487.6,2329724.3,310256862,126049775,184207087,합계
경기도 광명시,2022-01,5152,67727,1002644,495988.3,506655.6,183128327,61363938,121764389,합계
경기도 평택시,2022-01,7807,209081,2243143,1181610,1062933.9,353020488,144185077,208835411,합계
경기도 동두천시,2022-01,4829,117990,938334.5,410244.1,540539.8,198766570,52300171,146466399,합계
경기도 안산시,2022-01,12431,324437,3091942.7,1647086.1,2539400.8,523850871,218252529,305598342,합계
경기도 고양시,2022-01,10972,222050,2961221.4,1823173.7,1327973.2,501562028,204216894,297345134,합계
경기도 과천시,2022-01,2426,56206,625556,352519,273036.9,105619947,42181392,63438555,합계
경기도 구리시,2022-01,4276,97647,1182638,670312.9,512325,180997621,75226252,105771369,합계
경기도 남양주시,2022-01,7776,186960,2244150,1259706.6,984443.3,344193141,139119911,205073230,합계
경기도 오산시,2022-01,3082,57141,749769.3,419095.9,337824,121533891,50449961,71083930,합계
경기도 시흥시,2022-01,4291,90283,1076561,576153.2,500407.7,176203348,67664955,108538393,합계
경기도 군포시,2022-01,1249,24175,291807,152360.1,139446.8,52081223,17795947,34285276,합계
경기도 의왕시,2022-01,323,6582,73756,43433.9,30322,13218752,5096125,8122627,합계
경기도 하남시,2022-01,1985,37249,458114,248207.4,209906.5,69038135,29541334,39496801,합계
경기도 용인시,2022-01,3926,98011,1300779,721155.8,579623.1,179916646,80772253,99144393,합계
경기도 파주시,2022-01,5928,139472,1984516.7,1078465.4,907754.5,265109981,106118283,158991698,합계
경기도 이천시,2022-01,4002,98519,1073890,560901.5,512988.4,182919117,62347146,120571971,합계
경기도 안성시,2022-01,2292,40539,524865,229927.8,294937.1,88116314,23797397,64318917,합계
경기도 김포시,2022-01,3432,57826,932098,500007,432090.9,137413077,50455790,86957287,합계
경기도 화성시,2022-01,4303,82714,1281198,680360.8,600837.1,193461458,73691003,119770455,합계
경기도 광주시,2022-01,2756,48038,694991,375755.7,319235.2,102310421,39311784,62998637,합계
경기도 양주시,2022-01,1193,29394,336376,176291.9,160084,50279728,19690834,30588894,합계
경기도 포천시,2022-01,1863,33371,450302.9,192246.8,264212.1,71621092,20655873,50965219,합계
경기도 여주시,2022-01,1259,25415,271748.7,120124,159165.9,50777169,12798838,37978331,합계
경기도 연천군,2022-01,89,2205,29313,12292.6,17020.3,4484949,1025100,3459849,합계
경기도 가평군,2022-01,1128,21053,268828,112801.6,156026.3,39220145,10039655,29180490,합계
경기도 양평군,2022-01,1042,23799,280856,119485.6,161370.3,49175839,11805493,37370346,합계
강원특별자치도 춘천시,2022-01,29299,801934,4995778,2479901.7,2515876.2,1034419488,384278594,650140894,합계
강원특별자치도 원주시,2022-01,29572,832992,5734619.1,3012350.9,2734978,1135945771,403338988,732606783,합계
강원특별자치도 강릉시,2022-01,23553,609360,4361232.8,2251381.2,2138067.7,829474571,314831528,514643043,합계
강원특별자치도 동해시,2022-01,8235,205516,1410930,671342.9,739587,304422553,81696799,222725754,합계
강원특별자치도 태백시,2022-01,4371,120273,963295.2,404911.9,667089,159630206,42569339,117060867,합계
강원특별자치도 속초시,2022-01,12400,334327,2099784,971985.1,1127798.8,410664760,141278238,269386522,합계
강원특별자치도 삼척시,2022-01,4447,123436,759340,330859.5,433579.4,168404517,42279707,126124810,합계
강원특별자치도 홍천군,2022-01,2907,64466,560661,226054.6,334606.3,110232393,24199209,86033184,합계
강원특별자치도 횡성군,2022-01,934,11830,175394,58671.7,116722.2,33466653,5628391,27838262,합계
강원특별자치도 영월군,2022-01,2115,42410,396182,119535.2,276646.7,71348029,13437020,57911009,합계
강원특별자치도 평창군,2022-01,2475,29524,580099,227915.1,352183.8,62706325,17411362,45294963,합계
강원특별자치도 정선군,2022-01,3850,60055,910259,346921.7,563337.2,132692650,27498772,105193878,합계
강원특별자치도 철원군,2022-01,2041,29306,378530,163078.7,215451.2,68140310,14835806,53304504,합계
강원특별자치도 화천군,2022-01,1107,13435,183521,69983.6,113537.3,34123803,6020488,28103315,합계
강원특별자치도 양구군,2022-01,881,12882,203886,89586.7,114299.2,24128273,6941224,17187049,합계
강원특별자치도 인제군,2022-01,1241,12037,216663,81054.8,135608.1,31364905,6056700,25308205,합계
강원특별자치도 고성군,2022-01,1728,17574,386807,134716,252090.9,64461520,11612420,52849100,합계
강원특별자치도 양양군,2022-01,1610,21313,293662,116291.1,177370.8,55520403,10352774,45167629,합계
충청북도 청주시,2022-01,87764,1671838,15362523.3,7767280.4,8223611.5,2748956761,1104265611,1644691150,합계
충청북도 충주시,2022-01,23029,477623,3719826.4,1559841.1,2167348.8,727970215,212716821,515253394,합계
충청북도 제천시,2022-01,,,,,,,,,합계
충청북도 보은군,2022-01,1845,8973,273187,66650.9,206536,43190008,6715137,36474871,합계
충청북도 옥천군,2022-01,,,,,,,,,합계
충청북도 영동군,2022-01,2791,29612,425135,125637.2,299497.7,84341691,13298991,71042700,합계
충청북도 증평군,2022-01,1841,24005,414332.3,110838.1,1975108.8,60166539,12120379,48046160,합계
충청북도 진천군,2022-01,3841,73982,918778.2,368624.2,808443.7,138675640,36781168,101894472,합계
충청북도 괴산군,2022-01,,,,,,,,,합계
충청북도 음성군,2022-01,5808,103032,1393879,567867.4,826011.5,210769311,52103555,158665756,합계
충청북도 단양군,2022-01,,,,,,,,,합계
충청남도 천안시,2022-01,11155,336872,2905540.2,1551385.8,1388749.1,469448073,206639460,262808613,합계
충청남도 공주시,2022-01,2613,38025,503890,178372.4,325517.5,94225462,18869822,75355640,합계
충청남도 보령시,2022-01,8037,134913,1243558,493645.1,749912.8,291285177,59511364,231773813,합계
충청남도 아산시,2022-01,7830,184523,1973943,987899.3,986043.6,328258673,108285424,219973249,합계
충청남도 서산시,2022-01,2757,72705,561916,258349.1,303566.8,124404502,33884469,90520033,합계
충청남도 논산시,2022-01,4746,73523,807850,318632.4,489217.5,157135127,36903476,120231651,합계
충청남도 계룡시,2022-01,1446,26755,296187,123988.6,172198.3,49935265,12271660,37663605,합계
충청남도 당진시,2022-01,2578,43117,597622,223176.5,374445.4,93396377,21177815,72218562,합계
충청남도 금산군,2022-01,,,,,,,,,합계
충청남도 부여군,2022-01,,,,,,,,,합계
충청남도 서천군,2022-01,523,4633,90508,24507.8,66000.1,16110185,2439719,13670466,합계
충청남도 청양군,2022-01,343,1664,51578,14295.5,37282.4,9078082,1415202,7662880,합계
충청남도 홍성군,2022-01,2443,39671,406444,150742.4,255701.5,84063115,16887273,67175842,합계
충청남도 예산군,2022-01,1518,21762,277955,93734.9,184220,51447327,10376882,41070445,합계
충청남도 태안군,2022-01,1557,17054,241951,68918.6,173032.3,50176089,7142050,43034039,합계
전북특별자치도 전주시,2022-01,54091,1376183,10417668.2,5408174.6,5042288.3,1958646492,825767178,1132879314,합계
전북특별자치도 군산시,2022-01,29540,665962,5108934.7,2286834.5,2828098.4,927057406,321593011,605464395,합계
전북특별자치도 익산시,2022-01,2,2,183,61.5,121.4,10516,3077,7439,합계
전북특별자치도 정읍시,2022-01,11549,203739,1772352,651882.7,1120469.2,382242522,83578716,298663806,합계
전북특별자치도 남원시,2022-01,7119,112346,1022170,343889.2,678280.7,235821496,42841557,192979939,합계
전북특별자치도 김제시,2022-01,8115,101494,1160507,332166.3,828340.6,217099342,41164061,175935281,합계
전북특별자치도 완주군,2022-01,3199,37634,599111,235478.5,363632.4,101488540,25805064,75683476,합계
전북특별자치도 진안군,2022-01,778,5228,130468,39047.8,91420.1,18200670,4361857,13838813,합계
전북특별자치도 무주군,2022-01,1159,11321,280028,105980.4,174047.5,31230583,9343344,21887239,합계
전북특별자치도 장수군,2022-01,672,8448,136611,59308.5,77302.4,14160114,5864617,8295497,합계
전북특별자치도 임실군,2022-01,965,4503,159790,48223.5,111566.4,20695737,4632817,16062920,합계
전북특별자치도 순창군,2022-01,1116,5114,158437,41351.8,117085.1,22730124,4143807,18586317,합계
전북특별자치도 고창군,2022-01,3450,30438,555988,164614.6,391373.3,93676199,16700156,76976043,합계
전북특별자치도 부안군,2022-01,3843,28866,583737.3,147243.5,493750.4,115649143,16294947,99354196,합계
전라남도 목포시,2022-01,20314,499261,3834766.1,1684443.9,2563430,674751313,246002616,428748697,합계
전라남도 여수시,2022-01,31152,777219,6292275,3265849.5,3026425.4,1104642985,411110415,693532570,합계
전라남도 순천시,2022-01,9252,246476,1861092,927427.3,933664.6,366015299,120879672,245135627,합계
전라남도 나주시,2022-01,4459,53868,916100,327038,589061.9,134596111,31678329,102917782,합계
전라남도 광양시,2022-01,8993,157034,1575403,672404.8,902998.1,325544179,76367360,249176819,합계
전라남도 담양군,2022-01,2027,15327,311796,99782.8,212013.1,50813098,9735282,41077816,합계
전라남도 곡성군,2022-01,196,635,36767,6910.3,29856.6,3806545,494077,3312468,합계
전라남도 구례군,2022-01,420,3640,66921,15850.4,51070.5,13178799,1453725,11725074,합계
전라남도 고흥군,2022-01,2231,14252,367773,85667.6,282105.3,52249724,8433613,43816111,합계
전라남도 보성군,2022-01,2334,13164,344792,82694.7,262097.2,37643070,8131497,29511573,합계
전라남도 화순군,2022-01,1789,25465,284647,98183.2,186463.7,65118876,11461083,53657793,합계
전라남도 장흥군,2022-01,1485,8590,247266,62821.8,184444.1,32781178,5558750,27222428,합계
전라남도 강진군,2022-01,2041,14113,372658,82828.3,289829.6,47322631,9161095,38161536,합계
전라남도 해남군,2022-01,4232,57757,855158,247600,607557.9,112831111,25404011,87427100,합계
전라남도 영암군,2022-01,2298,16648,402092,138236.6,265932.3,39387770,12553017,26834753,합계
전라남도 무안군,2022-01,3455,46365,660186,237531,422654.9,97779662,26351872,71427790,합계
전라남도 함평군,2022-01,731,2588,115068,19930.6,95137.3,14125841,1901997,12223844,합계
전라남도 영광군,2022-01,2599,24205,473058,109502.7,363555.2,94824827,12134540,82690287,합계
전라남도 장성군,2022-01,2390,14620,364657,89531.8,275125.1,80530443,8470074,72060369,합계
전라남도 완도군,2022-01,2743,33848,507705,135561.2,372143.7,77963729,15047956,62915773,합계
전라남도 진도군,2022-01,399,1399,75942,17848.6,58093.3,8695300,1463217,7232083,합계
전라남도 신안군,2022-01,1111,10156,183958,63958.4,119999.5,22281788,7202982,15078806,합계
경상북도 포항시,2022-01,44567,823701,7695153,3536933.5,4158219.4,1399348116,480341648,919006468,합계
경상북도 경주시,2022-01,21908,365380,4008625.8,1590760.6,2643733.3,692007010,184181285,507825725,합계
경상북도 김천시,2022-01,8333,127479,1301712,555050.6,746661.3,270493293,63539481,206953812,합계
경상북도 안동시,2022-01,4397,84507,782521,302073.8,480447.1,126382715,38351123,88031592,합계
경상북도 구미시,2022-01,8755,193799,1799180,927597.3,871582.6,314978827,116283836,198694991,합계
경상북도 영주시,2022-01,7716,144806,1053175,384592.1,668582.8,234322081,57163925,177158156,합계
경상북도 영천시,2022-01,7182,114706,1082398,387133.8,695264.1,209118492,47429742,161688750,합계
경상북도 상주시,2022-01,6921,94759,870522,268192.2,602329.7,227713106,36091594,191621512,합계
경상북도 문경시,2022-01,2152,33251,298133,101729.7,196403.2,69860997,12728575,57132422,합계
경상북도 경산시,2022-01,2430,54821,509269,254698.2,254570.8,85465334,31253208,54212126,합계
경상북도 의성군,2022-01,1842,7827,302349,56166.2,246182.7,42039350,5034113,37005237,합계
경상북도 청송군,2022-01,932,4878,158797,43638,115158.9,16460337,3828122,12632215,합계
경상북도 영양군,2022-01,717,2853,117457,32109.7,85347.2,13906945,3010498,10896447,합계
경상북도 영덕군,2022-01,1899,15979,278776,88186.4,190589.5,27815142,8728233,19086909,합계
경상북도 청도군,2022-01,1531,9046,188840,56030.9,132809,30428944,5605356,24823588,합계
경상북도 고령군,2022-01,181,967,40051,10216.6,29834.3,6370077,890790,5479287,합계
경상북도 성주군,2022-01,969,8992,206154,65522.4,140631.5,17993521,5741023,12252498,합계
경상북도 칠곡군,2022-01,180,3752,47731,20445,27285.9,8060210,2089644,5970566,합계
경상북도 예천군,2022-01,1261,10872,218946,55592.5,163353.4,30985439,5126326,25859113,합계
경상북도 봉화군,2022-01,1149,3589,176407,33689,142717.9,23662952,2667361,20995591,합계
경상북도 울진군,2022-01,1210,12395,216124,58400.7,157723.2,31244401,5050178,26194223,합계
경상북도 울릉군,2022-01,609,5150,54987,18070.4,36916.5,13566567,2736578,10829989,합계
경상남도 창원시,2022-01,82306,1694700,15791759.7,7476062.5,8516960.4,3021581010,954883212,2066697798,합계
경상남도 진주시,2022-01,31978,700234,5994438.8,2784702,3589938.9,1065106578,349577764,715528814,합계
경상남도 통영시,2022-01,13008,321790,2746061.1,1152172.7,1595163.2,461293581,149493407,311800174,합계
경상남도 사천시,2022-01,11208,225674,1896091,750786.2,1145304.7,396026321,87849452,308176869,합계
경상남도 김해시,2022-01,27423,594000,4885968.1,2413071.8,2474612.1,961735641,331682421,630053220,합계
경상남도 밀양시,2022-01,7773,122289,1173278,411673,761604.9,237293357,48967027,188326330,합계
경상남도 거제시,2022-01,14352,314328,2732623,1307077.5,1425545.5,543855364,152838703,391016661,합계
경상남도 양산시,2022-01,17060,381244,3077809,1510854.3,1566954.6,634251470,187950979,446300491,합계
경상남도 의령군,2022-01,1297,6153,207311,54756.4,152554.5,20776008,4924044,15851964,합계
경상남도 함안군,2022-01,3190,26916,526796,170822.4,355973.5,78621533,17015490,61606043,합계
경상남도 창녕군,2022-01,3178,14884,463436,99042.2,364393.7,79143568,9547252,69596316,합계
경상남도 고성군,2022-01,2577,21371,388686,106420.2,282265.7,67255783,11481758,55774025,합계
경상남도 남해군,2022-01,2752,18567,443331,102009.3,341321.6,63245767,9040172,54205595,합계
경상남도 하동군,2022-01,1731,5689,319065,50333.3,268731.6,31186763,4127172,27059591,합계
경상남도 산청군,2022-01,1416,10298,251321,88722.8,162598.1,22445582,7430419,15015163,합계
경상남도 함양군,2022-01,2187,12118,332815,60963.2,271851.7,47973448,5790533,42182915,합계
경상남도 거창군,2022-01,4376,57142,626339,186481.2,439857.7,106822547,21193091,85629456,합계
경상남도 합천군,2022-01,1921,7668,328368,73598.4,254769.5,36864376,6918052,29946324,합계
제주특별자치도,2022-01,30406,682489,7258917.8,3948774.5,3368048.4,1112955789,464562231,648393558,합계
서울특별시,2022-02,71588,1425817,12916214,8386057.8,4935769.2,2213577635,1186462064,1027115571,합계
부산광역시,2022-02,144471,2728409,28535198.4,14953044.9,13585809,5155910535,1936967579,3218942956,합계
대구광역시,2022-02,77038,1403919,14285170.4,7247486.2,7133609.7,2514493817,972734649,1541759168,합계
인천광역시,2022-02,85510,1724843,19376450.1,10942270.4,8477173.5,3116058156,1367333181,1748724975,합계
광주광역시,2022-02,46059,1106736,10096434,5892333.7,4219864.2,1729715694,746331188,983384506,합계
대전광역시,2022-02,45937,1224029,9824372.1,5854351.7,4030607.2,1660143895,802925310,857218585,합계
울산광역시,2022-02,93557,1817196,17763261.8,8892370.6,9708619.3,3157514325,1084726711,2072787614,합계
세종특별자치시,2022-02,2871,77492,940525,462391.4,478133.5,132994093,47243636,85750457,합계
경기도 수원시,2022-02,23848,548844,5901780.1,3365605.3,3227838.6,1063304009,426288524,637015485,합계
경기도 성남시,2022-02,20243,401710,5048645.6,2664298,2499415,792295872,297376648,494919224,합계
경기도 의정부시,2022-02,3368,88020,832987.5,439067.2,400252.7,145465713,57198768,88266945,합계
경기도 안양시,2022-02,23681,512488,5280414,2869827.1,2410586.8,940974634,363920584,577054050,합계
경기도 부천시,2022-02,7516,144808,1911588.2,821960.4,2345608.5,277153863,112303821,164850042,합계
경기도 광명시,2022-02,4384,57062,872024,419889.7,452134.2,155839355,50136337,105703018,합계
경기도 평택시,2022-02,7096,197046,2110863.9,1115768.6,1034163.3,324218663,133087175,191131488,합계
경기도 동두천시,2022-02,4277,110522,845455.3,371355.4,483190.5,177189489,47123155,130066334,합계
경기도 안산시,2022-02,11055,285087,2729194.1,1445781,2607472.9,458792345,188095646,270696699,합계
경기도 고양시,2022-02,9712,196763,2629123.3,1596535.3,1116294.6,447251157,175268680,271982477,합계
경기도 과천시,2022-02,2153,49819,556940,309762,247177.9,93948276,36448035,57500241,합계
경기도 구리시,2022-02,3887,89785,1088822,610328.6,478493.3,165618120,67743055,97875065,합계
경기도 남양주시,2022-02,6947,168140,2044494,1139156.7,905337.2,307228193,123089580,184138613,합계
경기도 오산시,2022-02,2764,53488,678327.9,375816.8,326265.1,111353398,45033290,66320108,합계
경기도 시흥시,2022-02,3818,82946,978402,519471.7,458930.2,159273835,60791741,98482094,합계
경기도 군포시,2022-02,1077,18727,236803,118848.4,117954.5,42776080,13525003,29251077,합계
경기도 의왕시,2022-02,321,6611,75388,42938,32449.9,13285687,5011484,8274203,합계
경기도 하남시,2022-02,1710,33074,411187,220941.6,190245.3,60155046,25949644,34205402,합계
경기도 용인시,2022-02,3517,89178,1166420.1,640643.2,584234.7,160169728,70498008,89671720,합계
경기도 파주시,2022-02,5304,126716,1783553,959560.6,823992.3,242764461,93386249,149378212,합계
경기도 이천시,2022-02,3590,86530,941147.8,485081.7,490774.2,162250354,53382517,108867837,합계
경기도 안성시,2022-02,2091,36679,476378,210299.8,266078.1,81207742,21495908,59711834,합계
경기도 김포시,2022-02,3124,53570,866618,459519.1,407098.8,126845731,45705289,81140442,합계
경기도 화성시,2022-02,3771,72005,1116117,580717,550694.9,168469042,62362303,106106739,합계
경기도 광주시,2022-02,2530,44671,640954,346250.2,294703.7,94199540,35518555,58680985,합계
경기도 양주시,2022-02,1281,30725,347093,180534.8,166558.1,52401253,20050450,32350803,합계
경기도 포천시,2022-02,1652,28357,378834,160441.1,218392.8,61003618,17035283,43968335,합계
경기도 여주시,2022-02,1182,23745,249084,110899.8,138184.1,46663677,11661880,35001797,합계
경기도 연천군,2022-02,82,2083,26818,11104.2,15713.7,4042747,904637,3138110,합계
경기도 가평군,2022-02,1014,18774,258319,107317.4,151001.5,35181960,9338421,25843539,합계
경기도 양평군,2022-02,936,21113,248960.3,105676.2,208407.7,44387894,10215891,34172003,합계
강원특별자치도 춘천시,2022-02,25924,704055,4451532,2164546.2,2286985.8,916350430,327881669,588468761,합계
강원특별자치도 원주시,2022-02,26086,730161,5089607.8,2636497,2458509.9,1005066657,345988335,659078322,합계
강원특별자치도 강릉시,2022-02,20616,534877,3874583.7,1987189.6,1945359.3,720918048,264893223,456024825,합계
강원특별자치도 동해시,2022-02,7114,168632,1178213,547469.6,630743.3,259610763,64879191,194731572,합계
강원특별자치도 태백시,2022-02,3765,97655,826812,337508.9,548521,135914776,34663773,101251003,합계
강원특별자치도 속초시,2022-02,11396,291454,1903232.4,843090,1078913.9,370318786,118086622,252232164,합계
강원특별자치도 삼척시,2022-02,3791,101172,641078,276621,364456.9,145113475,34267762,110845713,합계
강원특별자치도 홍천군,2022-02,2561,55317,472407,189529.9,282877,96033431,19905731,76127700,합계
강원특별자치도 횡성군,2022-02,828,9993,153080,49746.6,103333.3,29316958,4699779,24617179,합계
강원특별자치도 영월군,2022-02,1892,35390,347753,104491.1,243261.8,62954657,11224279,51730378,합계
강원특별자치도 평창군,2022-02,2149,24755,478164,188264.5,289899.4,51850788,13998630,37852158,합계
강원특별자치도 정선군,2022-02,3465,52588,810764.9,306150.5,506388.4,118328584,24088010,94240574,합계
강원특별자치도 철원군,2022-02,1825,24588,318542,136290.2,182251.7,58980886,12022305,46958581,합계
강원특별자치도 화천군,2022-02,951,10109,140406,52588.1,87817.8,28196049,4557797,23638252,합계
강원특별자치도 양구군,2022-02,809,9861,172763,75115.8,97647.1,20435795,5777845,14657950,합계
강원특별자치도 인제군,2022-02,1075,8809,165426,59622.4,105803.5,25401938,4460589,20941349,합계
강원특별자치도 고성군,2022-02,1555,14544,328282,114509.5,213772.4,55524324,9712048,45812276,합계
강원특별자치도 양양군,2022-02,1480,17929,260925,100200.7,160724.2,49466823,8734302,40732521,합계
충청북도 청주시,2022-02,76590,1473968,13506505.4,6820664.4,7236233.5,2387664479,958663398,1429001081,합계
충청북도 충주시,2022-02,19889,403767,3209762,1332534.4,1877227.5,624491970,176775415,447716555,합계
충청북도 제천시,2022-02,,,,,,,,,합계
충청북도 보은군,2022-02,1626,7407,225586,57811.1,167774.8,36919006,6007440,30911566,합계
충청북도 옥천군,2022-02,,,,,,,,,합계
충청북도 영동군,2022-02,2519,24148,356161,102055.4,254105.5,73026151,10965822,62060329,합계
충청북도 증평군,2022-02,1651,21280,315642.3,94764.5,535672.4,53815783,10472712,43343071,합계
충청북도 진천군,2022-02,3508,67777,830740.7,345340.2,668625.7,125177587,33723151,91454436,합계
충청북도 괴산군,2022-02,,,,,,,,,합계
충청북도 음성군,2022-02,5141,88927,1211605,490951,720653.9,184595233,45101810,139493423,합계
충청북도 단양군,2022-02,,,,,,,,,합계
충청남도 천안시,2022-02,10212,309546,2732558.5,1420936.3,1508884.6,427457149,187234706,240222443,합계
충청남도 공주시,2022-02,2290,31598,416442,149630.5,266811.5,81627628,15697575,65930053,합계
충청남도 보령시,2022-02,7091,114185,1071291,419101.1,652189.8,256591572,49092392,207499180,합계
충청남도 아산시,2022-02,6942,164483,1763582,882098,881483.9,291684453,95565212,196119241,합계
충청남도 서산시,2022-02,2475,62700,488782,221157.1,267624.8,110017416,28598401,81419015,합계
충청남도 논산시,2022-02,4229,63618,697814,273873,423940.9,138832261,31276174,107556087,합계
충청남도 계룡시,2022-02,1279,22902,258243,107392,150850.9,44692196,10412596,34279600,합계
충청남도 당진시,2022-02,2354,38279,525633,194771.2,330861.7,85177812,18851673,66326139,합계
충청남도 금산군,2022-02,,,,,,,,,합계
충청남도 부여군,2022-02,,,,,,,,,합계
충청남도 서천군,2022-02,448,3543,71629,19228.9,52400,13332202,1821484,11510718,합계
충청남도 청양군,2022-02,303,1302,43433,11454.1,31978.8,7786190,1051139,6735051,합계
충청남도 홍성군,2022-02,2156,34642,345885,129826.8,216058.1,72236412,14624487,57611925,합계
충청남도 예산군,2022-02,1357,18957,249475,82579.8,166895.1,45689899,8897755,36792144,합계
충청남도 태안군,2022-02,1369,14470,218122,64217.7,153904.2,43460115,6230263,37229852,합계
전북특별자치도 전주시,2022-02,47614,1213203,9197790.8,4740832.2,4462159.7,1718688087,712752039,1005936048,합계
전북특별자치도 군산시,2022-02,25905,593396,4505123.5,2052146.1,2457015.8,805386644,283123724,522262920,합계
전북특별자치도 익산시,2022-02,1,1,35,4.2,30.7,8328,649,7679,합계
전북특별자치도 정읍시,2022-02,10305,176264,1545490,564667.1,980822.8,335183838,72346284,262837554,합계
전북특별자치도 남원시,2022-02,6281,94865,871539,293025.2,578513.7,201734941,35951782,165783159,합계
전북특별자치도 김제시,2022-02,7052,86459,978733,282800.9,695932,186240631,35003248,151237383,합계
전북특별자치도 완주군,2022-02,2756,32844,500241,199134.5,301106.4,85481548,21791602,63689946,합계
전북특별자치도 진안군,2022-02,681,4598,119231,34606.6,84624.3,15639937,3727719,11912218,합계
전북특별자치도 무주군,2022-02,1035,9990,227204,84786.3,142417.6,25786023,7780993,18005030,합계
전북특별자치도 장수군,2022-02,583,6834,120455,49840.7,70614.2,12169634,4725206,7444428,합계
전북특별자치도 임실군,2022-02,853,4324,131793,39562.2,92230.7,17815638,4048235,13767403,합계
전북특별자치도 순창군,2022-02,1007,4627,134404,36291.8,98112.1,19650375,3819868,15830507,합계
전북특별자치도 고창군,2022-02,3066,25577,463079,134919.2,328159.7,80461162,13964616,66496546,합계
전북특별자치도 부안군,2022-02,3445,24762,502942,126628.4,441538.5,99832765,14108745,85724020,합계
전라남도 목포시,2022-02,18246,451760,3442019.6,1519502.4,2369737.5,604342459,221104705,383237754,합계
전라남도 여수시,2022-02,27247,673512,5506208.8,2857795.5,2652660.4,957181898,348484196,608697702,합계
전라남도 순천시,2022-02,7862,205880,1564081.5,768479.4,806560.5,306503617,98297718,208205899,합계
전라남도 나주시,2022-02,4062,48920,823149.3,292687.6,532600.3,121786722,28350959,93435763,합계
전라남도 광양시,2022-02,7882,135881,1346306,575453.6,770852.3,280293335,64662218,215631117,합계
전라남도 담양군,2022-02,1768,12452,259111,80907,178203.9,43585540,7620589,35964951,합계
전라남도 곡성군,2022-02,186,527,32287,5957,26329.9,3385915,471706,2914209,합계
전라남도 구례군,2022-02,405,2998,57581,13406.3,44174.6,12123029,1206039,10916990,합계
전라남도 고흥군,2022-02,1913,11022,298312,70577.1,227734.8,43261480,6794813,36466667,합계
전라남도 보성군,2022-02,2017,10672,276167,71490.3,204676.6,29790469,6738906,23051563,합계
전라남도 화순군,2022-02,1585,21734,238967,86336.9,152630,54575242,9840882,44734360,합계
전라남도 장흥군,2022-02,1348,7420,217270,57122.4,160147.5,28342457,4957536,23384921,합계
전라남도 강진군,2022-02,1813,12249,312710,70793.2,241916.7,39958197,7993207,31964990,합계
전라남도 해남군,2022-02,3794,49085,727671,205086,522584.9,97738649,21415052,76323597,합계
전라남도 영암군,2022-02,2055,14419,345210,120226.5,224983.4,33488614,11207716,22280898,합계
전라남도 무안군,2022-02,3124,42561,586927,217394.5,369532.4,87079992,24440251,62639741,합계
전라남도 함평군,2022-02,611,1784,91952,16152.4,75799.5,11222318,1425262,9797056,합계
전라남도 영광군,2022-02,2276,19779,393114,88998.8,304115.1,81103991,9671747,71432244,합계
전라남도 장성군,2022-02,2120,12848,312048,80650.8,231397.1,70016609,7653563,62363046,합계
전라남도 완도군,2022-02,2499,29306,439736,117791.1,321944.8,68330277,12923522,55406755,합계
전라남도 진도군,2022-02,367,1252,68109,15901.7,52207.2,7350874,1241163,6109711,합계
전라남도 신안군,2022-02,989,9229,162861,58178.9,104682,19289819,6519064,12770755,합계
경상북도 포항시,2022-02,38033,696434,6585228.7,2999647.5,3592330.4,1178655171,397111592,781543579,합계
경상북도 경주시,2022-02,19096,324345,3573910.7,1440792.8,2347030.1,601610263,163321970,438288293,합계
경상북도 김천시,2022-02,7396,109942,1132894.3,476814.7,658904.2,237510319,53761752,183748567,합계
경상북도 안동시,2022-02,3607,69247,631379,245009.8,386369.1,103294261,30707589,72586672,합계
경상북도 구미시,2022-02,7708,168211,1561590,800693.4,760896.5,275287349,99248617,176038732,합계
경상북도 영주시,2022-02,6754,113113,864565,302780.7,561784.2,199752775,43981843,155770932,합계
경상북도 영천시,2022-02,6070,90712,891506,314631.3,576874.6,169880309,37448842,132431467,합계
경상북도 상주시,2022-02,6155,80696,748875,229893.8,518981.1,200913811,30326660,170587151,합계
