지자체명,연월,영엽횟수(회),운행거리(km),영업거리(km),공차거리(km),운행시간(초),영업시간(초),공차시간(초),1대당 1일평균
전라남도 여수시,2024-09,23,188,100,88,33347,12765,20581,1대당 1일평균
전라남도 순천시,2024-09,26,207,107,100,37367,13895,23472,1대당 1일평균
전라남도 나주시,2024-09,13,223,81,142,28998,7667,21332,1대당 1일평균
전라남도 광양시,2024-09,21,191,99,94,35751,11048,24703,1대당 1일평균
전라남도 담양군,2024-09,9,172,63,109,28381,6255,22126,1대당 1일평균
전라남도 곡성군,2024-09,5,185,44,141,25247,3876,21371,1대당 1일평균
전라남도 구례군,2024-09,9,176,43,133,31500,4042,27458,1대당 1일평균
전라남도 고흥군,2024-09,7,211,57,154,24462,4943,19519,1대당 1일평균
전라남도 보성군,2024-09,10,228,75,153,23827,6444,17383,1대당 1일평균
전라남도 화순군,2024-09,17,165,68,97,34924,7605,27319,1대당 1일평균
전라남도 장흥군,2024-09,8,217,60,157,26624,5129,21495,1대당 1일평균
전라남도 강진군,2024-09,10,215,55,160,26420,5126,21294,1대당 1일평균
전라남도 해남군,2024-09,15,227,75,152,27954,6910,21044,1대당 1일평균
전라남도 영암군,2024-09,10,214,75,139,22771,6446,16324,1대당 1일평균
전라남도 무안군,2024-09,17,227,92,156,29818,9533,20285,1대당 1일평균
전라남도 함평군,2024-09,,,,,,,,1대당 1일평균
전라남도 영광군,2024-09,12,196,59,137,36707,5776,30932,1대당 1일평균
전라남도 장성군,2024-09,9,186,60,126,34756,5579,29177,1대당 1일평균
전라남도 완도군,2024-09,14,192,54,138,28320,5357,22962,1대당 1일평균
전라남도 진도군,2024-09,7,218,60,158,23427,5144,18283,1대당 1일평균
전라남도 신안군,2024-09,12,173,62,112,21655,6726,14929,1대당 1일평균
경상북도 포항시,2024-09,20,180,92,90,31266,12097,19169,1대당 1일평균
경상북도 경주시,2024-09,20,202,94,108,32221,10479,21742,1대당 1일평균
경상북도 김천시,2024-09,18,177,87,91,34880,9402,25478,1대당 1일평균
경상북도 안동시,2024-09,21,182,85,97,31236,10267,20969,1대당 1일평균
경상북도 구미시,2024-09,24,212,116,96,37024,14571,22452,1대당 1일평균
경상북도 영주시,2024-09,22,153,63,90,30701,8753,21947,1대당 1일평균
경상북도 영천시,2024-09,18,169,67,102,26797,8031,18766,1대당 1일평균
경상북도 상주시,2024-09,15,142,44,99,32869,5798,27072,1대당 1일평균
경상북도 문경시,2024-09,18,165,66,99,35761,7519,28242,1대당 1일평균
경상북도 경산시,2024-09,18,205,103,102,34051,12156,21895,1대당 1일평균
경상북도 의성군,2024-09,5,194,43,155,23583,3781,19803,1대당 1일평균
경상북도 청송군,2024-09,6,185,58,127,19726,5177,14549,1대당 1일평균
경상북도 영양군,2024-09,7,215,84,131,21466,7386,14080,1대당 1일평균
경상북도 영덕군,2024-09,9,177,62,116,16074,5431,10642,1대당 1일평균
경상북도 청도군,2024-09,7,150,45,106,19655,4567,15089,1대당 1일평균
경상북도 고령군,2024-09,8,270,91,179,27304,7596,19708,1대당 1일평균
경상북도 성주군,2024-09,9,239,80,159,24842,6921,17920,1대당 1일평균
경상북도 칠곡군,2024-09,18,210,97,113,32457,9889,22567,1대당 1일평균
경상북도 예천군,2024-09,9,191,52,140,25233,4512,20721,1대당 1일평균
경상북도 봉화군,2024-09,4,203,50,153,22446,4122,18324,1대당 1일평균
경상북도 울진군,2024-09,11,195,59,136,23735,4918,18817,1대당 1일평균
경상북도 울릉군,2024-09,10,147,36,111,26097,5388,20709,1대당 1일평균
경상남도 창원시,2024-09,20,201,99,110,32493,12295,20198,1대당 1일평균
경상남도 진주시,2024-09,24,195,102,93,34662,12843,21819,1대당 1일평균
경상남도 통영시,2024-09,24,205,94,113,34337,11604,22733,1대당 1일평균
경상남도 사천시,2024-09,23,187,79,108,35830,9276,26554,1대당 1일평균
경상남도 김해시,2024-09,22,203,105,98,33766,13493,20273,1대당 1일평균
경상남도 밀양시,2024-09,17,165,65,100,28915,7582,21333,1대당 1일평균
경상남도 거제시,2024-09,25,221,118,107,38302,13385,24917,1대당 1일평균
경상남도 양산시,2024-09,26,225,120,106,39209,13907,25302,1대당 1일평균
경상남도 의령군,2024-09,6,163,52,112,18776,4341,14435,1대당 1일평균
경상남도 함안군,2024-09,11,197,72,125,29855,6836,23019,1대당 1일평균
경상남도 창녕군,2024-09,7,179,50,129,26368,4833,21535,1대당 1일평균
경상남도 고성군,2024-09,11,174,58,115,27889,6314,21575,1대당 1일평균
경상남도 남해군,2024-09,7,161,50,111,25465,4614,20850,1대당 1일평균
경상남도 하동군,2024-09,5,182,41,141,18593,3901,14691,1대당 1일평균
경상남도 산청군,2024-09,9,210,82,128,19790,6818,12971,1대당 1일평균
경상남도 함양군,2024-09,8,169,39,130,25533,4066,21467,1대당 1일평균
경상남도 거창군,2024-09,17,181,62,120,27642,7034,20608,1대당 1일평균
경상남도 합천군,2024-09,4,185,45,149,22772,4061,18711,1대당 1일평균
제주특별자치도,2024-09,17,196,105,93,30812,12877,17935,1대당 1일평균
서울특별시,2024-10,15,219,129,20889,33767,16827,16940,1대당 1일평균
부산광역시,2024-10,16,175,99,75,31322,13519,17803,1대당 1일평균
대구광역시,2024-10,15,159,81,78,29900,11344,18555,1대당 1일평균
인천광역시,2024-10,15,198,111,88,32903,13581,19322,1대당 1일평균
광주광역시,2024-10,20,188,113,75,33057,15320,17737,1대당 1일평균
대전광역시,2024-10,19,177,98,84,32813,14180,18632,1대당 1일평균
울산광역시,2024-10,18,186,98,89,31955,12258,19697,1대당 1일평균
세종특별자치시,2024-10,17,240,116,124,34511,11926,22585,1대당 1일평균
경기도 수원시,2024-10,17,190,112,80,33529,15404,18125,1대당 1일평균
경기도 성남시,2024-10,17,207,114,94,32844,13466,19378,1대당 1일평균
경기도 의정부시,2024-10,20,209,108,113,36110,14266,21844,1대당 1일평균
경기도 안양시,2024-10,17,192,107,86,34928,13820,21109,1대당 1일평균
경기도 부천시,2024-10,15,170,89,81,30828,12501,18328,1대당 1일평균
경기도 광명시,2024-10,11,199,97,124,32441,11527,20914,1대당 1일평균
경기도 평택시,2024-10,20,196,108,90,34268,13298,20971,1대당 1일평균
경기도 동두천시,2024-10,20,165,73,92,36803,9278,27525,1대당 1일평균
경기도 안산시,2024-10,19,181,100,84,32286,13619,18667,1대당 1일평균
경기도 고양시,2024-10,15,191,115,76,32447,13225,19222,1대당 1일평균
경기도 과천시,2024-10,16,196,108,88,34172,13237,20935,1대당 1일평균
경기도 구리시,2024-10,16,211,106,146,34450,12333,22117,1대당 1일평균
경기도 남양주시,2024-10,17,210,114,97,34487,12839,21648,1대당 1일평균
경기도 오산시,2024-10,15,184,102,82,31488,13080,18409,1대당 1일평균
경기도 시흥시,2024-10,16,183,100,84,32146,12204,19941,1대당 1일평균
경기도 군포시,2024-10,15,174,94,80,32337,12014,20323,1대당 1일평균
경기도 의왕시,2024-10,15,179,100,80,32510,12587,19923,1대당 1일평균
경기도 하남시,2024-10,15,191,99,92,31188,11943,19245,1대당 1일평균
경기도 용인시,2024-10,14,218,119,115,33367,13414,19953,1대당 1일평균
경기도 파주시,2024-10,17,256,136,120,37569,13448,24121,1대당 1일평균
경기도 이천시,2024-10,17,215,105,110,35318,11808,23510,1대당 1일평균
경기도 안성시,2024-10,15,209,94,120,32039,10321,21718,1대당 1일평균
경기도 김포시,2024-10,14,225,121,118,34672,12948,21725,1대당 1일평균
경기도 화성시,2024-10,15,243,130,169,33416,14472,18944,1대당 1일평균
경기도 광주시,2024-10,15,208,110,98,32644,12259,20385,1대당 1일평균
경기도 양주시,2024-10,17,202,109,104,32122,12438,19684,1대당 1일평균
경기도 포천시,2024-10,15,223,95,134,33415,9807,23608,1대당 1일평균
경기도 여주시,2024-10,18,213,96,129,33460,10460,23000,1대당 1일평균
경기도 연천군,2024-10,18,298,129,169,31858,11221,20637,1대당 1일평균
경기도 가평군,2024-10,20,239,114,125,32274,10764,21511,1대당 1일평균
경기도 양평군,2024-10,17,227,95,152,34521,9457,25063,1대당 1일평균
강원특별자치도 춘천시,2024-10,23,161,78,87,31941,11916,20025,1대당 1일평균
강원특별자치도 원주시,2024-10,22,172,85,112,33543,11288,22255,1대당 1일평균
강원특별자치도 강릉시,2024-10,22,166,85,82,31463,11369,20094,1대당 1일평균
강원특별자치도 동해시,2024-10,18,133,63,70,31444,7509,23936,1대당 1일평균
강원특별자치도 태백시,2024-10,21,177,74,103,30727,7705,23022,1대당 1일평균
강원특별자치도 속초시,2024-10,23,163,76,88,31423,10312,21111,1대당 1일평균
강원특별자치도 삼척시,2024-10,22,149,64,86,34174,7822,26351,1대당 1일평균
강원특별자치도 홍천군,2024-10,21,186,76,109,36336,8083,28253,1대당 1일평균
강원특별자치도 횡성군,2024-10,15,233,85,237,34486,8053,26433,1대당 1일평균
강원특별자치도 영월군,2024-10,16,214,59,225,31520,6181,25339,1대당 1일평균
강원특별자치도 평창군,2024-10,11,226,82,143,22725,6482,16243,1대당 1일평균
강원특별자치도 정선군,2024-10,16,241,83,158,32955,6913,26042,1대당 1일평균
강원특별자치도 철원군,2024-10,15,192,87,105,29067,7471,21595,1대당 1일평균
강원특별자치도 화천군,2024-10,13,196,79,117,27729,6490,21238,1대당 1일평균
강원특별자치도 양구군,2024-10,16,245,108,137,27081,8246,18836,1대당 1일평균
강원특별자치도 인제군,2024-10,12,243,102,141,29066,6992,22075,1대당 1일평균
강원특별자치도 고성군,2024-10,10,236,84,152,35022,6957,28065,1대당 1일평균
강원특별자치도 양양군,2024-10,12,205,73,132,33416,6121,27295,1대당 1일평균
충청북도 청주시,2024-10,19,185,97,89,32007,13151,18856,1대당 1일평균
충청북도 충주시,2024-10,20,166,74,92,31741,9449,22291,1대당 1일평균
충청북도 제천시,2024-10,22,176,72,122,28114,9693,18421,1대당 1일평균
충청북도 보은군,2024-10,7,176,53,123,23792,5518,18274,1대당 1일평균
충청북도 옥천군,2024-10,16,171,60,111,31675,7092,24583,1대당 1일평균
충청북도 영동군,2024-10,14,176,59,117,30577,5636,24940,1대당 1일평균
충청북도 증평군,2024-10,13,190,59,131,33740,6806,26934,1대당 1일평균
충청북도 진천군,2024-10,20,250,111,140,36733,10598,26135,1대당 1일평균
충청북도 괴산군,2024-10,10,208,81,127,23099,8130,14970,1대당 1일평균
충청북도 음성군,2024-10,18,246,103,150,37331,9528,27803,1대당 1일평균
충청북도 단양군,2024-10,12,197,67,148,29059,6879,22180,1대당 1일평균
충청남도 천안시,2024-10,23,208,118,92,35368,15900,19469,1대당 1일평균
충청남도 공주시,2024-10,16,196,78,118,36111,8670,27442,1대당 1일평균
충청남도 보령시,2024-10,17,161,69,92,35809,7899,27910,1대당 1일평균
충청남도 아산시,2024-10,19,207,108,99,33991,12070,21921,1대당 1일평균
충청남도 서산시,2024-10,24,231,99,294,43937,12146,31791,1대당 1일평균
충청남도 논산시,2024-10,16,173,73,100,34620,7995,26625,1대당 1일평균
충청남도 계룡시,2024-10,20,215,98,117,34028,10445,23583,1대당 1일평균
충청남도 당진시,2024-10,18,191,85,106,36532,9114,27418,1대당 1일평균
충청남도 금산군,2024-10,11,171,57,115,31047,5887,25160,1대당 1일평균
충청남도 부여군,2024-10,9,152,54,98,33979,5440,28538,1대당 1일평균
충청남도 서천군,2024-10,11,194,68,125,27564,6292,21272,1대당 1일평균
충청남도 청양군,2024-10,6,137,34,102,27565,3136,24429,1대당 1일평균
충청남도 홍성군,2024-10,18,167,69,98,35562,7655,27907,1대당 1일평균
충청남도 예산군,2024-10,17,199,70,129,37652,7167,30486,1대당 1일평균
충청남도 태안군,2024-10,12,162,57,105,34251,5934,28317,1대당 1일평균
전북특별자치도 전주시,2024-10,22,172,90,81,32502,13894,18608,1대당 1일평균
전북특별자치도 군산시,2024-10,21,177,85,92,31088,10949,20140,1대당 1일평균
전북특별자치도 익산시,2024-10,20,159,77,82,31274,10540,20734,1대당 1일평균
전북특별자치도 정읍시,2024-10,17,165,60,105,31352,7300,24052,1대당 1일평균
전북특별자치도 남원시,2024-10,16,153,56,97,32369,6513,25856,1대당 1일평균
전북특별자치도 김제시,2024-10,13,161,51,113,26844,5920,20924,1대당 1일평균
전북특별자치도 완주군,2024-10,12,212,86,126,32473,9324,23148,1대당 1일평균
전북특별자치도 진안군,2024-10,9,238,76,162,28555,7724,20831,1대당 1일평균
전북특별자치도 무주군,2024-10,6,171,53,117,18683,4962,13721,1대당 1일평균
전북특별자치도 장수군,2024-10,4,246,52,194,21140,4983,16157,1대당 1일평균
전북특별자치도 임실군,2024-10,7,193,72,121,21110,6853,14257,1대당 1일평균
전북특별자치도 순창군,2024-10,8,202,69,149,28190,6353,21837,1대당 1일평균
전북특별자치도 고창군,2024-10,13,205,62,143,29631,5687,23944,1대당 1일평균
전북특별자치도 부안군,2024-10,9,170,53,117,28768,4906,23862,1대당 1일평균
전라남도 목포시,2024-10,22,174,78,96,31407,11585,19822,1대당 1일평균
전라남도 여수시,2024-10,23,188,98,90,32612,12244,20369,1대당 1일평균
전라남도 순천시,2024-10,24,198,100,98,36465,12954,23511,1대당 1일평균
전라남도 나주시,2024-10,12,215,79,137,28315,7434,20881,1대당 1일평균
전라남도 광양시,2024-10,20,183,94,90,35408,10422,24986,1대당 1일평균
전라남도 담양군,2024-10,8,159,56,103,26071,5475,20596,1대당 1일평균
전라남도 곡성군,2024-10,4,171,38,134,22934,3353,19581,1대당 1일평균
전라남도 구례군,2024-10,7,153,33,120,26119,3332,22787,1대당 1일평균
전라남도 고흥군,2024-10,6,198,48,150,24488,4408,20080,1대당 1일평균
전라남도 보성군,2024-10,9,218,71,147,22220,6153,16067,1대당 1일평균
전라남도 화순군,2024-10,15,158,63,95,34612,6946,27666,1대당 1일평균
전라남도 장흥군,2024-10,7,200,53,147,24651,4505,20146,1대당 1일평균
전라남도 강진군,2024-10,10,215,57,159,24711,5160,19551,1대당 1일평균
전라남도 해남군,2024-10,14,227,73,154,27011,6560,20451,1대당 1일평균
전라남도 영암군,2024-10,9,202,70,132,21151,5952,15199,1대당 1일평균
전라남도 무안군,2024-10,15,202,79,182,27337,8362,18975,1대당 1일평균
전라남도 함평군,2024-10,,,,,,,,1대당 1일평균
전라남도 영광군,2024-10,11,180,52,128,35980,5208,30772,1대당 1일평균
전라남도 장성군,2024-10,9,175,55,120,34416,5258,29158,1대당 1일평균
전라남도 완도군,2024-10,12,185,49,136,26211,4815,21396,1대당 1일평균
전라남도 진도군,2024-10,7,221,63,158,22513,5274,17238,1대당 1일평균
전라남도 신안군,2024-10,11,164,57,106,19851,6324,13527,1대당 1일평균
경상북도 포항시,2024-10,19,176,88,89,30535,11516,19019,1대당 1일평균
경상북도 경주시,2024-10,20,209,102,114,32061,11258,20804,1대당 1일평균
경상북도 김천시,2024-10,17,174,83,91,34204,8956,25249,1대당 1일평균
경상북도 안동시,2024-10,20,177,81,96,30662,9873,20789,1대당 1일평균
경상북도 구미시,2024-10,23,206,112,94,36620,13887,22733,1대당 1일평균
경상북도 영주시,2024-10,20,147,59,88,29570,8126,21444,1대당 1일평균
경상북도 영천시,2024-10,16,159,62,98,25587,7428,18160,1대당 1일평균
경상북도 상주시,2024-10,14,141,43,99,32155,5676,26479,1대당 1일평균
경상북도 문경시,2024-10,17,160,63,97,34988,7036,27951,1대당 1일평균
경상북도 경산시,2024-10,16,194,95,98,33160,11222,21938,1대당 1일평균
경상북도 의성군,2024-10,5,184,38,146,22323,3382,18941,1대당 1일평균
경상북도 청송군,2024-10,6,188,59,130,20183,5086,15096,1대당 1일평균
경상북도 영양군,2024-10,7,202,79,129,20655,6928,13727,1대당 1일평균
경상북도 영덕군,2024-10,9,176,58,118,15844,5198,10646,1대당 1일평균
경상북도 청도군,2024-10,7,146,45,101,20469,4833,15637,1대당 1일평균
경상북도 고령군,2024-10,7,246,81,165,24473,6641,17832,1대당 1일평균
경상북도 성주군,2024-10,9,216,72,144,22644,6478,16166,1대당 1일평균
경상북도 칠곡군,2024-10,17,201,91,110,31184,9273,21911,1대당 1일평균
경상북도 예천군,2024-10,9,193,52,142,23772,4534,19239,1대당 1일평균
경상북도 봉화군,2024-10,4,205,51,154,22098,4203,17895,1대당 1일평균
경상북도 울진군,2024-10,10,189,58,131,22920,4709,18211,1대당 1일평균
경상북도 울릉군,2024-10,10,143,35,109,23394,5018,18376,1대당 1일평균
경상남도 창원시,2024-10,19,197,95,113,31870,11776,20094,1대당 1일평균
경상남도 진주시,2024-10,24,193,101,92,34006,12737,21269,1대당 1일평균
경상남도 통영시,2024-10,22,199,89,110,33627,10942,22685,1대당 1일평균
경상남도 사천시,2024-10,21,179,75,106,34773,8734,26039,1대당 1일평균
경상남도 김해시,2024-10,21,198,100,98,33070,12798,20272,1대당 1일평균
경상남도 밀양시,2024-10,16,159,62,97,28272,7295,20977,1대당 1일평균
경상남도 거제시,2024-10,24,215,114,102,37959,12838,25121,1대당 1일평균
경상남도 양산시,2024-10,22,192,101,91,35386,11896,23490,1대당 1일평균
경상남도 의령군,2024-10,6,146,45,101,17012,3730,13283,1대당 1일평균
경상남도 함안군,2024-10,9,174,66,109,26183,6441,19743,1대당 1일평균
경상남도 창녕군,2024-10,7,171,48,123,24364,4600,19764,1대당 1일평균
경상남도 고성군,2024-10,11,169,56,113,25753,6164,19589,1대당 1일평균
경상남도 남해군,2024-10,7,155,47,108,23211,4448,18763,1대당 1일평균
경상남도 하동군,2024-10,5,177,40,137,17663,3762,13901,1대당 1일평균
경상남도 산청군,2024-10,9,212,80,132,19577,6860,12716,1대당 1일평균
경상남도 함양군,2024-10,7,164,38,126,24096,3965,20131,1대당 1일평균
경상남도 거창군,2024-10,15,171,56,115,25478,6283,19195,1대당 1일평균
경상남도 합천군,2024-10,4,181,42,138,22014,3702,18312,1대당 1일평균
제주특별자치도,2024-10,17,196,103,98,30401,12478,17923,1대당 1일평균
서울특별시,2024-11,15,222,131,17845,34516,17261,17255,1대당 1일평균
부산광역시,2024-11,16,176,99,77,31718,13488,18229,1대당 1일평균
대구광역시,2024-11,15,161,82,80,30562,11579,18984,1대당 1일평균
인천광역시,2024-11,15,199,113,88,33533,13939,19594,1대당 1일평균
광주광역시,2024-11,20,190,114,76,33649,15631,18018,1대당 1일평균
대전광역시,2024-11,19,181,101,88,33358,14752,18606,1대당 1일평균
울산광역시,2024-11,19,192,100,92,32752,12381,20371,1대당 1일평균
세종특별자치시,2024-11,18,252,121,130,34956,12282,22674,1대당 1일평균
경기도 수원시,2024-11,17,190,113,81,33924,15806,18118,1대당 1일평균
경기도 성남시,2024-11,17,206,113,94,33104,13681,19423,1대당 1일평균
경기도 의정부시,2024-11,20,213,110,113,36474,14843,21632,1대당 1일평균
경기도 안양시,2024-11,17,193,109,85,35363,14444,20919,1대당 1일평균
경기도 부천시,2024-11,15,171,90,81,31350,12871,18478,1대당 1일평균
경기도 광명시,2024-11,12,204,99,129,33031,12016,21015,1대당 1일평균
경기도 평택시,2024-11,20,197,110,90,34622,13732,20890,1대당 1일평균
경기도 동두천시,2024-11,20,172,76,96,37835,9480,28356,1대당 1일평균
경기도 안산시,2024-11,19,179,100,83,32276,14076,18200,1대당 1일평균
경기도 고양시,2024-11,15,200,120,80,33861,13942,19918,1대당 1일평균
경기도 과천시,2024-11,16,196,109,88,34427,13703,20724,1대당 1일평균
경기도 구리시,2024-11,16,220,111,159,35024,12941,22083,1대당 1일평균
경기도 남양주시,2024-11,17,216,118,100,35510,13345,22165,1대당 1일평균
경기도 오산시,2024-11,15,184,103,81,31734,13535,18199,1대당 1일평균
경기도 시흥시,2024-11,16,182,100,82,32385,12548,19837,1대당 1일평균
경기도 군포시,2024-11,15,178,98,80,32870,12749,20121,1대당 1일평균
경기도 의왕시,2024-11,15,178,101,77,32357,13051,19306,1대당 1일평균
경기도 하남시,2024-11,15,193,100,93,32202,12113,20089,1대당 1일평균
경기도 용인시,2024-11,14,216,118,122,33244,13512,19732,1대당 1일평균
경기도 파주시,2024-11,17,259,138,121,37954,13865,24088,1대당 1일평균
경기도 이천시,2024-11,18,221,108,113,35560,12366,23193,1대당 1일평균
경기도 안성시,2024-11,15,206,93,120,32160,10528,21632,1대당 1일평균
경기도 김포시,2024-11,14,231,119,129,35150,12802,22349,1대당 1일평균
경기도 화성시,2024-11,15,244,130,156,33909,14825,19084,1대당 1일평균
경기도 광주시,2024-11,15,209,112,97,32891,12727,20165,1대당 1일평균
경기도 양주시,2024-11,17,208,113,110,32613,12930,19683,1대당 1일평균
경기도 포천시,2024-11,15,229,99,136,34100,10238,23862,1대당 1일평균
경기도 여주시,2024-11,17,212,95,128,33892,10354,23537,1대당 1일평균
경기도 연천군,2024-11,18,301,129,172,32148,10821,21327,1대당 1일평균
경기도 가평군,2024-11,20,241,115,127,31901,10654,21247,1대당 1일평균
경기도 양평군,2024-11,17,225,94,181,35363,9422,25941,1대당 1일평균
강원특별자치도 춘천시,2024-11,24,163,79,93,32433,12139,20294,1대당 1일평균
강원특별자치도 원주시,2024-11,22,175,86,120,33702,11498,22205,1대당 1일평균
강원특별자치도 강릉시,2024-11,22,164,82,82,31768,10940,20828,1대당 1일평균
강원특별자치도 동해시,2024-11,18,133,62,71,31949,7402,24547,1대당 1일평균
강원특별자치도 태백시,2024-11,22,181,76,105,31526,7881,23645,1대당 1일평균
강원특별자치도 속초시,2024-11,23,160,72,89,31296,9847,21449,1대당 1일평균
강원특별자치도 삼척시,2024-11,23,153,65,88,34690,7983,26707,1대당 1일평균
강원특별자치도 홍천군,2024-11,21,188,77,111,36892,8183,28710,1대당 1일평균
강원특별자치도 횡성군,2024-11,15,221,80,252,35121,7493,27629,1대당 1일평균
강원특별자치도 영월군,2024-11,16,213,55,258,32441,5749,26692,1대당 1일평균
강원특별자치도 평창군,2024-11,10,198,71,126,21282,5576,15707,1대당 1일평균
강원특별자치도 정선군,2024-11,17,237,81,156,33754,6820,26934,1대당 1일평균
강원특별자치도 철원군,2024-11,14,190,82,109,28948,6795,22154,1대당 1일평균
강원특별자치도 화천군,2024-11,14,209,85,123,29266,6874,22392,1대당 1일평균
강원특별자치도 양구군,2024-11,16,241,106,135,27330,8013,19316,1대당 1일평균
강원특별자치도 인제군,2024-11,12,221,93,128,27845,6366,21479,1대당 1일평균
강원특별자치도 고성군,2024-11,10,232,82,150,35986,6690,29296,1대당 1일평균
강원특별자치도 양양군,2024-11,11,172,64,108,32305,5429,26877,1대당 1일평균
충청북도 청주시,2024-11,19,188,100,88,32506,13688,18818,1대당 1일평균
충청북도 충주시,2024-11,21,167,75,91,31866,9727,22140,1대당 1일평균
충청북도 제천시,2024-11,22,180,73,133,28568,9934,18634,1대당 1일평균
충청북도 보은군,2024-11,6,175,53,122,24783,5414,19368,1대당 1일평균
충청북도 옥천군,2024-11,17,174,61,112,31902,7258,24644,1대당 1일평균
충청북도 영동군,2024-11,14,178,60,119,31338,5657,25681,1대당 1일평균
충청북도 증평군,2024-11,14,187,59,128,34765,6885,27880,1대당 1일평균
충청북도 진천군,2024-11,20,252,111,142,37779,10720,27059,1대당 1일평균
충청북도 괴산군,2024-11,11,216,85,131,24381,8645,15735,1대당 1일평균
충청북도 음성군,2024-11,18,252,105,147,37662,9747,27915,1대당 1일평균
충청북도 단양군,2024-11,13,196,65,147,29081,6620,22461,1대당 1일평균
충청남도 천안시,2024-11,24,210,120,93,35863,16405,19458,1대당 1일평균
충청남도 공주시,2024-11,17,203,82,121,37227,8964,28263,1대당 1일평균
충청남도 보령시,2024-11,18,163,69,94,35742,7982,27761,1대당 1일평균
충청남도 아산시,2024-11,19,210,111,99,34135,12552,21583,1대당 1일평균
충청남도 서산시,2024-11,22,222,87,329,39514,11050,28465,1대당 1일평균
충청남도 논산시,2024-11,16,176,76,100,35050,8307,26742,1대당 1일평균
충청남도 계룡시,2024-11,20,207,93,114,34718,9961,24756,1대당 1일평균
충청남도 당진시,2024-11,19,195,88,109,36397,9557,26840,1대당 1일평균
충청남도 금산군,2024-11,10,171,55,116,31537,5802,25735,1대당 1일평균
충청남도 부여군,2024-11,9,154,55,99,34028,5441,28587,1대당 1일평균
충청남도 서천군,2024-11,11,188,66,123,28362,6145,22216,1대당 1일평균
충청남도 청양군,2024-11,6,136,34,103,27622,3033,24589,1대당 1일평균
충청남도 홍성군,2024-11,18,172,73,100,35846,8170,27676,1대당 1일평균
충청남도 예산군,2024-11,16,201,70,131,36774,7039,29735,1대당 1일평균
충청남도 태안군,2024-11,12,158,57,101,33892,5963,27929,1대당 1일평균
전북특별자치도 전주시,2024-11,22,175,92,84,32982,14197,18784,1대당 1일평균
전북특별자치도 군산시,2024-11,22,179,86,93,31492,11153,20339,1대당 1일평균
전북특별자치도 익산시,2024-11,20,159,77,82,31241,10589,20652,1대당 1일평균
전북특별자치도 정읍시,2024-11,17,173,65,108,31982,7882,24100,1대당 1일평균
전북특별자치도 남원시,2024-11,16,153,56,97,32970,6603,26367,1대당 1일평균
전북특별자치도 김제시,2024-11,13,161,51,111,27173,5901,21271,1대당 1일평균
전북특별자치도 완주군,2024-11,13,216,89,127,33576,9716,23861,1대당 1일평균
전북특별자치도 진안군,2024-11,10,241,79,162,29275,7632,21644,1대당 1일평균
전북특별자치도 무주군,2024-11,7,173,56,117,19265,5146,14119,1대당 1일평균
전북특별자치도 장수군,2024-11,4,256,52,204,22238,4841,17397,1대당 1일평균
전북특별자치도 임실군,2024-11,7,204,79,125,22211,7233,14978,1대당 1일평균
전북특별자치도 순창군,2024-11,8,201,71,139,28751,6637,22114,1대당 1일평균
전북특별자치도 고창군,2024-11,13,203,59,144,31577,5437,26139,1대당 1일평균
전북특별자치도 부안군,2024-11,8,169,52,116,29083,4901,24182,1대당 1일평균
전라남도 목포시,2024-11,22,177,79,98,31864,11753,20111,1대당 1일평균
전라남도 여수시,2024-11,23,190,98,92,33194,12351,20843,1대당 1일평균
전라남도 순천시,2024-11,25,202,103,98,36593,13331,23262,1대당 1일평균
전라남도 나주시,2024-11,13,222,82,141,29366,7613,21753,1대당 1일평균
전라남도 광양시,2024-11,20,190,96,94,35932,10716,25216,1대당 1일평균
전라남도 담양군,2024-11,8,167,58,109,26297,5793,20503,1대당 1일평균
전라남도 곡성군,2024-11,5,171,41,130,23736,3682,20053,1대당 1일평균
전라남도 구례군,2024-11,7,159,34,125,26794,3290,23504,1대당 1일평균
전라남도 고흥군,2024-11,7,200,55,145,24629,4819,19810,1대당 1일평균
전라남도 보성군,2024-11,9,222,74,147,23056,6230,16826,1대당 1일평균
전라남도 화순군,2024-11,15,157,61,96,34500,6804,27696,1대당 1일평균
전라남도 장흥군,2024-11,7,210,55,155,25680,4683,20997,1대당 1일평균
전라남도 강진군,2024-11,10,216,58,158,24756,5029,19727,1대당 1일평균
전라남도 해남군,2024-11,14,231,74,157,27659,6742,20917,1대당 1일평균
전라남도 영암군,2024-11,9,205,72,134,22021,6079,15942,1대당 1일평균
전라남도 무안군,2024-11,14,203,76,164,27449,8262,19187,1대당 1일평균
전라남도 함평군,2024-11,,,,,,,,1대당 1일평균
전라남도 영광군,2024-11,11,181,51,130,36329,5129,31200,1대당 1일평균
전라남도 장성군,2024-11,9,179,56,124,34616,5201,29415,1대당 1일평균
전라남도 완도군,2024-11,13,186,49,138,27247,4881,22366,1대당 1일평균
전라남도 진도군,2024-11,7,231,67,164,23024,5382,17641,1대당 1일평균
전라남도 신안군,2024-11,11,166,57,110,19846,6355,13491,1대당 1일평균
경상북도 포항시,2024-11,19,179,90,89,31012,11742,19270,1대당 1일평균
경상북도 경주시,2024-11,20,209,100,126,32371,11037,21334,1대당 1일평균
경상북도 김천시,2024-11,17,174,83,91,34467,8920,25547,1대당 1일평균
경상북도 안동시,2024-11,20,179,79,100,30677,9406,21271,1대당 1일평균
