"날짜","지역","관광총소비(천원)","외식소비(천원)","숙박소비(천원)","관광활동(천원)"
"2022-08-19","경주시","2829125","797250","276402","36615"
"2022-08-20","경주시","3069478","1082226","338656","67144"
"2022-08-21","경주시","3203275","1317958","321775","74607"
"2022-08-22","경주시","2526340","674377","241017","37580"
"2022-08-23","경주시","2344713","640643","209917","33335"
"2022-08-24","경주시","2343178","580400","158510","22440"
"2022-08-25","경주시","2371028","618015","177783","20886"
"2022-08-26","경주시","2716243","753585","237596","27527"
"2022-08-27","경주시","3591964","1351226","331193","65067"
"2022-08-28","경주시","3430579","1430288","312496","80210"
"2022-08-29","경주시","2551963","713615","202198","27003"
"2022-08-30","경주시","2321222","624533","149387","20820"
"2022-08-31","경주시","2123672","513964","112008","19631"
"2022-09-01","경주시","2310035","540973","139099","15367"
"2022-09-02","경주시","2288393","578100","143635","20496"
"2022-09-03","경주시","2573028","884540","261879","34663"
"2022-09-04","경주시","2246758","821150","159585","32756"
"2022-09-05","경주시","1595494","296602","70851","6692"
"2022-09-06","경주시","1191336","236628","62157","2359"
"2022-09-07","경주시","2196085","422212","81508","11718"
"2022-09-08","경주시","2482357","528207","106244","14494"
"2022-09-09","경주시","3797828","1263386","372514","56864"
"2022-09-10","경주시","3417499","1286561","327156","83103"
"2022-09-11","경주시","4024205","1626495","416979","98078"
"2022-09-12","경주시","2927977","1008804","271182","54313"
"2022-09-13","경주시","2150189","514244","124253","19245"
"2022-09-14","경주시","2226626","459240","104639","13527"
"2022-09-15","경주시","2381440","474648","104336","14935"
"2022-09-16","경주시","2541953","591665","237919","14711"
"2022-09-17","경주시","3383619","1116796","397728","48213"
"2022-09-18","경주시","2587889","991619","246345","43570"
"2022-09-19","경주시","1787744","423318","99455","18561"
"2022-09-20","경주시","2464176","528639","116963","14398"
"2022-09-21","경주시","2358233","516410","152863","13283"
"2022-09-22","경주시","2484911","585559","175117","17523"
"2022-09-23","경주시","2804608","713243","212943","27753"
"2022-09-24","경주시","3741214","1298782","417534","56883"
"2022-09-25","경주시","3224912","1290709","255219","68929"
"2022-09-26","경주시","2361659","598810","109768","22004"
"2022-09-27","경주시","2649688","545154","315357","17297"
"2022-09-28","경주시","2352796","534998","142274","18062"
"2022-09-29","경주시","2450244","582568","225668","14699"
"2022-09-30","경주시","2896919","755075","214285","25204"
"2022-10-01","경주시","4602360","1696402","570619","82536"
"2022-10-02","경주시","4738862","2186852","335188","140052"
"2022-10-03","경주시","3555004","1319335","333169","66663"
"2022-10-04","경주시","2088936","480107","203861","20069"
"2022-10-05","경주시","2326513","513478","136492","17859"
"2022-10-06","경주시","2517025","605645","141458","18123"
"2022-10-07","경주시","2944983","781793","207266","23026"
"2022-10-08","경주시","4497528","1753283","421143","90053"
"2022-10-09","경주시","4818059","2117231","505884","132790"
"2022-10-10","경주시","4002938","1529360","395436","79975"
"2022-10-11","경주시","2593016","617956","145848","31440"
"2022-10-12","경주시","2643549","611272","154943","20493"
"2022-10-13","경주시","2654943","654878","158142","19264"
"2022-10-14","경주시","3043362","799767","243796","28139"
"2022-10-15","경주시","4141236","1454834","502132","68121"
"2022-10-16","경주시","3548949","1396797","407603","69182"
"2022-10-17","경주시","2718118","726025","270964","27939"
"2022-10-18","경주시","2527100","667287","117222","21937"
"2022-10-19","경주시","2669669","643827","214012","25548"
"2022-10-20","경주시","2659001","712636","132595","21152"
"2022-10-21","경주시","3076837","882875","263427","28353"
"2022-10-22","경주시","4406509","1653038","506056","80775"
"2022-10-23","경주시","3643779","1555455","271975","73075"
"2022-10-24","경주시","2630538","728750","178390","30092"
"2022-10-25","경주시","2600743","673622","122921","27787"
"2022-10-26","경주시","2455127","638618","139487","19297"
"2022-10-27","경주시","2591241","655380","143443","23964"
"2022-10-28","경주시","3001251","843735","201508","34499"
"2022-10-29","경주시","4478218","1618576","498555","84062"
"2022-10-30","경주시","3906814","1486994","525662","99762"
"2022-10-31","경주시","2561222","664125","118010","26243"
"2022-11-01","경주시","2383504","564540","113035","22155"
"2022-11-02","경주시","2393117","561560","159705","17586"
"2022-11-03","경주시","2501167","639463","106149","23248"
"2022-11-04","경주시","2902354","839366","179913","31980"
"2022-11-05","경주시","4232169","1638187","442576","78360"
"2022-11-06","경주시","3654824","1507790","323716","81526"
"2022-11-07","경주시","2546629","704190","142815","28533"
"2022-11-08","경주시","2398136","597509","140168","22899"
"2022-11-09","경주시","2396913","603559","110392","22103"
"2022-11-10","경주시","2585626","613855","231907","23001"
"2022-11-11","경주시","3025143","827217","331492","30724"
"2022-11-12","경주시","4043883","1536627","503828","76655"
"2022-11-13","경주시","3676534","1391042","558728","67852"
"2022-11-14","경주시","2608272","640393","103134","25773"
"2022-11-15","경주시","2329256","572378","120769","19304"
"2022-11-16","경주시","2358772","538684","141731","14437"
"2022-11-17","경주시","2660632","622686","212963","23308"
"2022-11-18","경주시","3016545","807335","257475","35334"
"2022-11-19","경주시","4074317","1484704","404331","81344"
"2022-11-20","경주시","3418397","1347054","305061","71960"
"2022-11-21","경주시","2262576","556974","93444","22174"
"2022-11-22","경주시","2066253","454144","87333","13193"
"2022-11-23","경주시","2158683","440417","69489","12259"
"2022-11-24","경주시","2093380","500149","119103","15780"
"2022-11-25","경주시","2466008","698312","197910","24723"
"2022-11-26","경주시","3533079","1308625","281110","60275"
"2022-11-27","경주시","3078578","1191010","233094","71107"
"2022-11-28","경주시","1992714","537567","124468","20247"
"2022-11-29","경주시","1779001","476465","76022","8955"
"2022-11-30","경주시","1909149","412077","79098","15130"
"2022-12-01","경주시","1933995","427308","111247","12345"
"2022-12-02","경주시","2217091","543345","125078","19379"
"2022-12-03","경주시","3202014","1019576","449139","42452"
"2022-12-04","경주시","2810944","1012469","239345","53712"
"2022-12-05","경주시","1831000","432501","88558","17149"
"2022-12-06","경주시","1920166","412492","110215","14129"
"2022-12-07","경주시","1899902","406322","83991","9447"
"2022-12-08","경주시","2014267","440836","68846","11717"
"2022-12-09","경주시","2183914","577617","100120","17573"
"2022-12-10","경주시","3225337","1063477","384606","44660"
"2022-12-11","경주시","2805532","1040573","257431","46914"
"2022-12-12","경주시","1958184","477487","88345","15793"
"2022-12-13","경주시","1923299","430044","86239","18333"
"2022-12-14","경주시","1819334","399293","66234","14154"
"2022-12-15","경주시","2026919","445608","85319","12524"
"2022-12-16","경주시","2235219","582923","146550","17710"
"2022-12-17","경주시","3132614","1044183","346128","45179"
"2022-12-18","경주시","2477038","956584","267606","48344"
"2022-12-19","경주시","1994863","469514","163666","17320"
"2022-12-20","경주시","1995470","455003","119272","15328"
"2022-12-21","경주시","1676541","379831","117580","12905"
"2022-12-22","경주시","2066883","441874","130408","15528"
"2022-12-23","경주시","2129067","554754","179724","19479"
"2022-12-24","경주시","3109646","1087549","358460","55351"
"2022-12-25","경주시","2797521","1155668","325591","63598"
"2022-12-26","경주시","2240031","649241","171880","28304"
"2022-12-27","경주시","2325851","643671","160499","31364"
"2022-12-28","경주시","2439385","677330","262585","32138"
"2022-12-29","경주시","2581290","807843","225797","35000"
"2022-12-30","경주시","2891357","975340","246929","75636"
"2022-12-31","경주시","3505231","1398419","298544","65735"
"2023-01-01","경주시","2778627","1181141","263113","63202"
"2023-01-02","경주시","1798679","496583","111002","56107"
"2023-01-03","경주시","1743746","388950","101077","19258"
"2023-01-04","경주시","1834763","416926","113878","15976"
"2023-01-05","경주시","1907288","444226","129001","17322"
"2023-01-06","경주시","2037399","523665","118514","23711"
"2023-01-07","경주시","2815352","1004092","293203","42537"
"2023-01-08","경주시","2349924","968149","224203","46794"
"2023-01-09","경주시","1838183","469342","120162","16703"
"2023-01-10","경주시","1938480","469544","133087","17996"
"2023-01-11","경주시","1984177","464044","127826","16915"
"2023-01-12","경주시","2064628","508044","109957","20501"
"2023-01-13","경주시","1765702","481241","148151","26488"
"2023-01-14","경주시","2608855","904508","306838","46027"
"2023-01-15","경주시","2197340","868725","226866","39822"
"2023-01-16","경주시","1908375","487210","112867","18482"
"2023-01-17","경주시","1991765","472668","89776","20233"
"2023-01-18","경주시","1857574","428676","74215","19001"
"2023-01-19","경주시","1924414","429804","110442","15886"
"2023-01-20","경주시","2106662","525481","121911","17323"
