"날짜","지역","관광총소비(천원)","외식소비(천원)","숙박소비(천원)","관광활동(천원)"
"2022-07-05","영등포구","6993306","2869769","138536","44834"
"2022-07-06","영등포구","7346029","2864074","131820","46718"
"2022-07-07","영등포구","6867949","2879310","132370","54137"
"2022-07-08","영등포구","9006676","3346330","212015","104644"
"2022-07-09","영등포구","11243245","3542058","580575","118640"
"2022-07-10","영등포구","9798317","2651695","214314","167181"
"2022-07-11","영등포구","5665998","2630278","113790","40911"
"2022-07-12","영등포구","6952804","2920835","101427","35188"
"2022-07-13","영등포구","6227511","2538873","119382","36341"
"2022-07-14","영등포구","7596542","3083581","127279","36170"
"2022-07-15","영등포구","8343635","3434640","202720","65803"
"2022-07-16","영등포구","10789516","3394784","283986","120894"
"2022-07-17","영등포구","8534406","2726918","263808","104379"
"2022-07-18","영등포구","6057969","2582591","108931","56028"
"2022-07-19","영등포구","6717205","2804123","133553","54629"
"2022-07-20","영등포구","7211649","2880044","146654","47104"
"2022-07-21","영등포구","7085316","3023509","170365","57891"
"2022-07-22","영등포구","8358409","3330968","270229","61081"
"2022-07-23","영등포구","9586273","3186587","333418","109814"
"2022-07-24","영등포구","7791520","2478374","245946","130257"
"2022-07-25","영등포구","6848968","2711431","149276","42016"
"2022-07-26","영등포구","7285239","2974209","138103","60996"
"2022-07-27","영등포구","7577573","3098817","274210","59460"
"2022-07-28","영등포구","7609964","3113633","168466","98261"
"2022-07-29","영등포구","9010201","3500677","272603","92175"
"2022-07-30","영등포구","10455966","3363133","320430","127980"
"2022-07-31","영등포구","8522607","2345808","240479","116643"
"2022-08-01","영등포구","7263972","2751310","254005","76621"
"2022-08-02","영등포구","6903280","2813290","186265","92516"
"2022-08-03","영등포구","7576605","2838004","237843","76381"
"2022-08-04","영등포구","7549031","2872482","189074","96049"
"2022-08-05","영등포구","8404686","3229093","208804","78213"
"2022-08-06","영등포구","10736048","3050184","463702","131113"
"2022-08-07","영등포구","8490399","2331700","228161","120791"
"2022-08-08","영등포구","4577834","2270596","231310","43988"
"2022-08-09","영등포구","5372392","1933729","175886","33222"
"2022-08-10","영등포구","6588840","2634831","190742","48791"
"2022-08-11","영등포구","7548467","2784932","168552","71177"
"2022-08-12","영등포구","8601100","3240137","205679","73026"
"2022-08-13","영등포구","9723591","2937019","335352","143653"
"2022-08-14","영등포구","8593550","2644286","301757","171359"
"2022-08-15","영등포구","8129725","2102082","199732","108501"
"2022-08-16","영등포구","7251595","2541969","225387","41199"
"2022-08-17","영등포구","7037924","2710219","173538","50219"
"2022-08-18","영등포구","7011974","2848875","134021","51932"
"2022-08-19","영등포구","8343301","3027858","220376","70260"
"2022-08-20","영등포구","10700724","3325654","455354","111999"
"2022-08-21","영등포구","8661044","2476400","276508","93096"
"2022-08-22","영등포구","6355884","2493301","325193","32273"
"2022-08-23","영등포구","6865010","2746644","133559","35467"
"2022-08-24","영등포구","7304938","2818077","89531","50567"
"2022-08-25","영등포구","7514156","2844761","135864","40611"
"2022-08-26","영등포구","8978442","3361406","208154","49459"
"2022-08-27","영등포구","11162282","3566585","538663","84969"
"2022-08-28","영등포구","8528804","2589506","285798","107361"
