"날짜","지역","관광총소비(천원)","외식소비(천원)","숙박소비(천원)","관광활동(천원)"
"2022-08-14","중구","5772937","2610934","361113","99566"
"2022-08-15","중구","4925594","1727526","442793","59633"
"2022-08-16","중구","4705979","999621","302514","22360"
"2022-08-17","중구","5040140","1017113","259685","21854"
"2022-08-18","중구","4963132","1040940","239854","24796"
"2022-08-19","중구","4792073","1055480","220867","17584"
"2022-08-20","중구","6321593","2189280","375605","79717"
"2022-08-21","중구","5205962","1946211","377930","71917"
"2022-08-22","중구","4656051","933208","281149","16786"
"2022-08-23","중구","4462123","976624","179049","19197"
"2022-08-24","중구","4502935","984651","141171","18417"
"2022-08-25","중구","4754042","986866","169456","10315"
"2022-08-26","중구","4871345","1153164","231153","21614"
"2022-08-27","중구","6612195","2420095","360795","101401"
"2022-08-28","중구","5598898","2161653","362754","102132"
"2022-08-29","중구","4547439","926201","217548","14190"
"2022-08-30","중구","3900617","837696","180169","10815"
"2022-08-31","중구","4769219","989829","166665","12557"
"2022-09-01","중구","4974064","936897","164195","11770"
"2022-09-02","중구","5053767","1075814","238611","24202"
"2022-09-03","중구","6142532","2057831","295180","88667"
"2022-09-04","중구","4264644","1237619","299638","23248"
"2022-09-05","중구","3655797","572783","155971","4945"
"2022-09-06","중구","4590211","772035","692171","12458"
"2022-09-07","중구","5030843","879430","109789","15499"
"2022-09-08","중구","5932141","1059655","205383","15047"
"2022-09-09","중구","6218028","1876760","398561","73729"
"2022-09-10","중구","5555606","2343675","328567","119002"
"2022-09-11","중구","6093550","2744089","423577","120110"
"2022-09-12","중구","5284675","2065126","336201","91290"
"2022-09-13","중구","4216726","776899","164243","23330"
"2022-09-14","중구","4473150","774507","121017","10732"
"2022-09-15","중구","4734086","868766","175530","27599"
"2022-09-16","중구","4435422","989823","96975","14599"
"2022-09-17","중구","5925107","2057369","271530","85006"
"2022-09-18","중구","5325360","1869878","238452","71639"
"2022-09-19","중구","4462597","870802","150486","14030"
"2022-09-20","중구","4334759","885812","136788","9561"
"2022-09-21","중구","4400714","921495","140321","11261"
"2022-09-22","중구","4545936","968400","142019","11827"
"2022-09-23","중구","4830218","1090652","162517","18974"
"2022-09-24","중구","6567972","2396815","394481","95154"
"2022-09-25","중구","5492032","2001198","305150","82548"
"2022-09-26","중구","4682673","893099","142608","18323"
"2022-09-27","중구","4482512","892726","195176","10226"
"2022-09-28","중구","4597336","985126","118041","21815"
"2022-09-29","중구","5031696","1012692","423939","19146"
"2022-09-30","중구","5633005","1175079","451005","29361"
"2022-10-01","중구","7047165","2513576","298434","96777"
"2022-10-02","중구","6271993","2538820","358012","89871"
"2022-10-03","중구","4297928","1335179","327169","35553"
"2022-10-04","중구","4398491","816420","112848","16042"
"2022-10-05","중구","4694686","894489","238797","15568"
"2022-10-06","중구","4998234","956839","98225","9948"
"2022-10-07","중구","5254597","1097497","220845","14770"
"2022-10-08","중구","7059835","2595101","321659","106197"
"2022-10-09","중구","5672374","2148846","413435","37144"
"2022-10-10","중구","5028733","1596418","311117","37144"
"2022-10-11","중구","4535235","853972","159523","16325"
"2022-10-12","중구","4798613","892312","178350","26698"
"2022-10-13","중구","4851580","973366","108144","10688"
"2022-10-14","중구","5112234","1137323","178697","14549"
"2022-10-15","중구","6932132","2285771","329113","83195"
"2022-10-16","중구","5352378","1805975","248793","74881"
"2022-10-17","중구","4636428","876867","156530","22827"
"2022-10-18","중구","4450919","884434","122018","16464"
"2022-10-19","중구","4842227","948791","111424","29929"
"2022-10-20","중구","4615538","991212","113706","11186"
"2022-10-21","중구","4905955","1205567","114339","76650"
"2022-10-22","중구","6283886","2274524","243215","90032"
"2022-10-23","중구","5353345","1937956","241246","71056"
"2022-10-24","중구","4807275","889259","152376","10925"
"2022-10-25","중구","4550794","962791","115962","10451"
"2022-10-26","중구","4755968","987703","131214","11299"
"2022-10-27","중구","4707866","989874","147496","11065"
"2022-10-28","중구","5085185","1203077","162630","18100"
"2022-10-29","중구","6585331","2230755","582818","85066"
"2022-10-30","중구","5305434","1883043","342348","71188"
"2022-10-31","중구","4864593","918063","183983","15804"
"2022-11-01","중구","4645757","853948","199995","15458"
"2022-11-02","중구","4703907","916025","135527","10138"
"2022-11-03","중구","4491742","856486","127135","19870"
"2022-11-04","중구","5103746","1127415","165621","17779"
"2022-11-05","중구","6012637","2015991","268798","73872"
"2022-11-06","중구","5440013","1800992","203580","69399"
"2022-11-07","중구","4758299","852724","159276","17444"
"2022-11-08","중구","4633498","880870","113679","7774"
"2022-11-09","중구","5286502","933356","417702","8943"
"2022-11-10","중구","4830040","977461","104708","15857"
"2022-11-11","중구","5348984","1168992","241796","16421"
"2022-11-12","중구","5575264","1746412","320140","37271"
"2022-11-13","중구","5064879","1584540","246374","53309"
"2022-11-14","중구","5240231","893607","170378","13206"
"2022-11-15","중구","5134513","908307","123600","11093"
"2022-11-16","중구","5525056","962272","133834","11429"
