"날짜","지역","관광총소비(천원)","외식소비(천원)","숙박소비(천원)","관광활동(천원)"
"2022-12-26","수원시 팔달구","2880909","1209714","30069","75859"
"2022-12-27","수원시 팔달구","3122163","1235157","122255","40883"
"2022-12-28","수원시 팔달구","3054589","1343271","68551","35224"
"2022-12-29","수원시 팔달구","3227211","1380155","66354","37437"
"2022-12-30","수원시 팔달구","4320966","1917046","52985","75367"
"2022-12-31","수원시 팔달구","5674576","2316225","118145","71190"
"2023-01-01","수원시 팔달구","4125096","1785534","77401","51350"
"2023-01-02","수원시 팔달구","2810573","948479","74834","28217"
"2023-01-03","수원시 팔달구","2434905","993591","57978","39759"
"2023-01-04","수원시 팔달구","2659847","1132538","32423","32975"
"2023-01-05","수원시 팔달구","2530660","1126152","21074","25910"
"2023-01-06","수원시 팔달구","3456183","1396727","43354","29702"
"2023-01-07","수원시 팔달구","5680976","2485917","320580","63864"
"2023-01-08","수원시 팔달구","4438882","1830499","198780","121264"
"2023-01-09","수원시 팔달구","2288412","954929","30303","29155"
"2023-01-10","수원시 팔달구","2533721","1072279","29040","34370"
"2023-01-11","수원시 팔달구","2773638","1137537","51442","51440"
"2023-01-12","수원시 팔달구","2551897","1101380","29362","23601"
"2023-01-13","수원시 팔달구","3482353","1348746","121892","27984"
"2023-01-14","수원시 팔달구","5562865","2503441","153467","56582"
"2023-01-15","수원시 팔달구","4373270","1715460","101076","65748"
"2023-01-16","수원시 팔달구","2592694","1003413","33349","18537"
"2023-01-17","수원시 팔달구","2601009","1056738","21112","19685"
"2023-01-18","수원시 팔달구","2890500","1139087","24246","27606"
"2023-01-19","수원시 팔달구","2993659","1152741","33776","52385"
"2023-01-20","수원시 팔달구","4237800","1538860","54745","31770"
"2023-01-21","수원시 팔달구","4482002","1543219","96131","45612"
"2023-01-22","수원시 팔달구","1529167","903826","76222","33868"
"2023-01-23","수원시 팔달구","3737762","1658346","78633","46936"
"2023-01-24","수원시 팔달구","3021162","1221005","68405","37658"
"2023-01-25","수원시 팔달구","2281292","901697","46539","38845"
"2023-01-26","수원시 팔달구","2143556","950474","32537","31596"
"2023-01-27","수원시 팔달구","2980887","1259481","33858","43299"
"2023-01-28","수원시 팔달구","4991344","2201701","178670","68419"
"2023-01-29","수원시 팔달구","3936997","1656106","103418","51940"
"2023-01-30","수원시 팔달구","2321610","968894","45476","30124"
"2023-01-31","수원시 팔달구","2504637","1054966","23894","26126"
"2023-02-01","수원시 팔달구","2486614","1048506","31253","20991"
"2023-02-02","수원시 팔달구","2446860","1063914","57750","21757"
"2023-02-03","수원시 팔달구","3217878","1357540","41828","39298"
"2023-02-04","수원시 팔달구","5015932","2362037","135377","55645"
"2023-02-05","수원시 팔달구","4146270","1747606","126384","65509"
"2023-02-06","수원시 팔달구","2165031","937819","23169","24339"
"2023-02-07","수원시 팔달구","2354398","969415","44534","24680"
"2023-02-08","수원시 팔달구","2590950","1087483","42375","22456"
"2023-02-09","수원시 팔달구","2477725","1112960","40509","24051"
"2023-02-10","수원시 팔달구","3448059","1456488","35948","38636"
"2023-02-11","수원시 팔달구","5811192","2477169","318159","87631"
"2023-02-12","수원시 팔달구","4348374","1870908","94525","50785"
"2023-02-13","수원시 팔달구","2417123","995892","39919","25347"
"2023-02-14","수원시 팔달구","2611373","1094790","41192","18607"
"2023-02-15","수원시 팔달구","2720365","1151053","44268","28687"
"2023-02-16","수원시 팔달구","2736292","1132077","58314","34869"
"2023-02-17","수원시 팔달구","3922602","1468801","58141","37718"
"2023-02-18","수원시 팔달구","5851374","2516735","250690","80599"
"2023-02-19","수원시 팔달구","4846577","1903167","182625","43939"
"2023-02-20","수원시 팔달구","2335599","966399","29229","21926"
"2023-02-21","수원시 팔달구","2575853","1080544","25486","29134"
"2023-02-22","수원시 팔달구","2744024","1162448","31786","63916"
"2023-02-23","수원시 팔달구","2825600","1152788","38160","23103"
"2023-02-24","수원시 팔달구","3840876","1539068","47581","48348"
"2023-02-25","수원시 팔달구","6039802","2517407","134816","62937"
"2023-02-26","수원시 팔달구","5139700","1863174","143900","64738"
"2023-02-27","수원시 팔달구","2659925","1088455","25817","51624"
"2023-02-28","수원시 팔달구","3209792","1451645","52973","36095"
"2023-03-01","수원시 팔달구","5261723","1781210","74010","54244"
"2023-03-02","수원시 팔달구","2883776","986649","37308","23340"
"2023-03-03","수원시 팔달구","3401280","1284707","44419","29387"
"2023-03-04","수원시 팔달구","6397158","2395124","270704","84000"
"2023-03-05","수원시 팔달구","5750668","1733327","83446","52377"
"2023-03-06","수원시 팔달구","2315832","941176","37731","18734"
"2023-03-07","수원시 팔달구","2671820","964610","31929","37015"
"2023-03-08","수원시 팔달구","3416586","1013869","43682","26118"
"2023-03-09","수원시 팔달구","2585472","1057383","36724","80533"
"2023-03-10","수원시 팔달구","4186435","1421932","59489","25888"
